month	EM1_HollowSurf	EM1_Hollow5cm	EM1_Hollow20cm	EM1_Hollow40cm	EM1_Hollow80cm	EM1_Hollow160cm	EM1_Hollow200cm
1	-0.284791667	-0.1375	0.680208333	1.8845625	3.81575	5.915541667	6.202229167
1	-0.36325	-0.203875	0.608145833	1.795895833	3.7104375	5.815708333	6.114854167
1	-0.533958333	-0.329229167	0.494458333	1.672520833	3.575666667	5.688583333	6.000458333
1	-0.5125	-0.266729167	0.56975	1.7335	3.621291667	5.740270833	6.060541667
1	-0.398541667	-0.154666667	0.6745625	1.8215	3.692083333	5.8185	6.145166667
1	-0.44625	-0.216041667	0.6033125	1.7386875	3.594645833	5.725104167	6.062520833
1	-0.3775	-0.157083333	0.6493125	1.770854167	3.609333333	5.743520833	6.087479167
1	-0.418583333	-0.211666667	0.578520833	1.683666667	3.502729167	5.636958333	5.990229167
1	-0.497270833	-0.258104167	0.544583333	1.645166667	3.455625	5.592645833	5.957354167
1	-0.433333333	-0.174020833	0.635208333	1.728833333	3.529458333	5.6720625	6.042875
1	-0.345833333	-0.122395833	0.662020833	1.739625	3.523020833	5.667729167	6.0436875
1	-0.305833333	-0.109958333	0.656854167	1.7251875	3.4966875	5.641875	6.025895833
1	-0.279375	-0.099166667	0.653291667	1.710145833	3.468541667	5.6144375	6.00575
1	-0.289791667	-0.123541667	0.614416667	1.6605	3.40575	5.551395833	5.9501875
1	-0.330895833	-0.183583333	0.533270833	1.562895833	3.290541667	5.432020833	5.839125
1	-0.351541667	-0.173708333	0.558104167	1.591166667	3.315645833	5.458145833	5.874458333
1	-0.288333333	-0.113333333	0.606291667	1.624479167	3.334145833	5.478229167	5.897354167
1	-0.3355	-0.176458333	0.525020833	1.529625	3.222604167	5.3621875	5.7896875
1	-0.326916667	-0.152479167	0.556479167	1.561333333	3.249729167	5.390354167	5.825291667
1	-0.395208333	-0.230916667	0.461145833	1.447979167	3.119291667	5.256083333	5.696625
1	-0.555416667	-0.355208333	0.352354167	1.343666667	3.013395833	5.1506875	5.60175
1	-0.496333333	-0.295041667	0.401770833	1.374020833	3.024166667	5.157104167	5.610666667
1	-0.513958333	-0.282291667	0.432979167	1.410854167	3.061479167	5.1973125	5.658166667
1	-0.34375	-0.131666667	0.565395833	1.529145833	3.1634375	5.299	5.759229167
1	-0.295833333	-0.111458333	0.570666667	1.527395833	3.15275	5.286645833	5.7520625
1	-0.237291667	-0.077875	0.5860625	1.535645833	3.151708333	5.284125	5.754125
1	-0.201041667	-0.059520833	0.5913125	1.532270833	3.138958333	5.2693125	5.7438125
1	-0.204166667	-0.072916667	0.565354167	1.497979167	3.094479167	5.222145833	5.701791667
1	-0.208125	-0.0801875	0.549479167	1.473416667	3.059729167	5.1845	5.6688125
1	-0.275416667	-0.145520833	0.479625	1.3974375	2.974791667	5.094979167	5.586229167
1	-0.328541667	-0.179791667	0.444645833	1.355375	2.924229167	5.04175	5.538125
2	-0.370895833	-0.196354167	0.434375	1.3353125	2.891875	5.003375	5.5045
2	-0.4608125	-0.2391875	0.412479167	1.314104167	2.866479167	4.977604167	5.48575
2	-0.360416667	-0.1209375	0.5408125	1.4388125	2.983770833	5.096291667	5.603916667
2	-0.277291667	-0.078854167	0.557083333	1.444479167	2.977791667	5.088958333	5.598166667
2	-0.208541667	-0.057583333	0.5501875	1.430270833	2.953791667	5.061833333	5.573729167
2	-0.199375	-0.075416667	0.515104167	1.3895	2.90425	5.008416667	5.525125
2	-0.32	-0.2	0.378291667	1.2433125	2.747520833	4.844395833	5.367625
2	-0.4075625	-0.221791667	0.3871875	1.2548125	2.756729167	4.8508125	5.381041667
2	-0.495416667	-0.268645833	0.354854167	1.2123125	2.702895833	4.793625	5.326791667
2	-0.605833333	-0.338354167	0.30425	1.160125	2.644125	4.7310625	5.269020833
2	-0.57875	-0.275854167	0.389166667	1.250229167	2.7346875	4.824520833	5.365104167
2	-0.49375	-0.2409375	0.3906875	1.2376875	2.707854167	4.793958333	5.3339375
2	-0.275416667	-0.068520833	0.547083333	1.396104167	2.864125	4.948041667	5.4886875
2	-0.114166667	-0.047291667	0.487479167	1.322791667	2.7769375	4.858458333	5.400979167
2	-0.0673125	0.0129375	0.549895833	1.385666667	2.8405625	4.920083333	5.467625
2	-0.051145833	0.0294375	0.560145833	1.389979167	2.839125	4.913395833	5.462791667
2	-0.065291667	0.00075	0.511708333	1.325291667	2.756208333	4.826333333	5.375604167
2	-0.140666667	-0.0788125	0.423020833	1.231583333	2.659270833	4.724895833	5.281541667
2	-0.235208333	-0.157916667	0.3534375	1.161770833	2.589291667	4.6548125	5.217041667
2	-0.165208333	-0.0916875	0.411104167	1.208104167	2.6248125	4.687625	5.250270833
2	-0.17075	-0.0636875	0.4571875	1.251166667	2.661166667	4.720833333	5.2864375
2	-0.232375	-0.115583333	0.405083333	1.190395833	2.590416667	4.6464375	5.21375
2	-0.189375	-0.06625	0.4563125	1.238854167	2.632958333	4.688166667	5.257208333
2	-0.181791667	-0.083479167	0.4206875	1.191291667	2.571083333	4.616958333	5.188520833
2	-0.354229167	-0.225604167	0.2928125	1.060770833	2.434416667	4.4758125	5.052125
2	-0.532083333	-0.332	0.223229167	0.9945	2.3660625	4.4066875	4.989833333
2	-0.443333333	-0.2075625	0.366479167	1.136458333	2.503666667	4.5438125	5.1258125
2	-0.37075	-0.157375	0.4026875	1.168	2.525416667	4.559708333	5.143583333
3	-0.333125	-0.160854167	0.371645833	1.1273125	2.474854167	4.505708333	5.090104167
3	-0.469375	-0.264041667	0.285479167	1.0431875	2.388770833	4.413708333	5.001708333
3	-0.376041667	-0.163958333	0.389041667	1.144166667	2.48575	4.509958333	5.097229167
3	-0.28625	-0.127791667	0.396395833	1.145083333	2.479333333	4.49975	5.08825
3	-0.292625	-0.141895833	0.375458333	1.1230625	2.454333333	4.470416667	5.063
3	-0.287916667	-0.13825	0.3741875	1.11675	2.442291667	4.455354167	5.046979167
3	-0.2273125	-0.09675	0.402854167	1.141104167	2.460145833	4.468020833	5.062895833
3	-0.303145833	-0.142229167	0.37225	1.112770833	2.430791667	4.435208333	5.032395833
3	-0.194333333	-0.054145833	0.447416667	1.1813125	2.493895833	4.496479167	5.090875
3	-0.153	-0.0555625	0.420854167	1.148104167	2.454833333	4.456166667	5.0543125
3	-0.1448125	-0.045520833	0.428875	1.156729167	2.462729167	4.460854167	5.060083333
3	-0.123895833	-0.055375	0.3939375	1.1064375	2.400708333	4.394520833	4.994645833
3	-0.175708333	-0.090770833	0.363520833	1.0776875	2.368708333	4.359854167	4.963666667
3	-0.127583333	-0.0173125	0.452958333	1.168104167	2.458604167	4.44725	5.0519375
3	-0.067875	-0.0010625	0.441125	1.146041667	2.4283125	4.415229167	5.020354167
3	-0.0973125	-0.029041667	0.412291667	1.113458333	2.391125	4.374416667	4.978833333
3	-0.046541667	0.014395833	0.450229167	1.145979167	2.413604167	4.393791667	4.999875
3	-0.086416667	-0.032354167	0.386666667	1.080541667	2.342854167	4.317541667	4.926354167
3	-0.118875	-0.045416667	0.38575	1.079125	2.343166667	4.312958333	4.922458333
3	-0.054729167	0.002291667	0.421291667	1.1020625	2.347520833	4.314291667	4.923041667
3	-0.030375	0.015416667	0.432125	1.1223125	2.366395833	4.331541667	4.941416667
3	-0.083958333	-0.039895833	0.363354167	1.053541667	2.2976875	4.2605625	4.8721875
3	-0.070583333	-0.024770833	0.376354167	1.064354167	2.305	4.263520833	4.878791667
3	-0.12525	-0.0688125	0.335145833	1.021145833	2.26075	4.215125	4.833083333
3	-0.1273125	-0.054208333	0.360145833	1.042583333	2.2794375	4.231104167	4.85125
3	-0.132791667	-0.061416667	0.346729167	1.0184375	2.246708333	4.193708333	4.814104167
3	-0.170916667	-0.0798125	0.339229167	1.007854167	2.231979167	4.1774375	4.7983125
3	-0.157895833	-0.0635625	0.355604167	1.020083333	2.2396875	4.183208333	4.805729167
3	-0.106291667	-0.029895833	0.377958333	1.03725	2.250208333	4.190145833	4.812479167
3	-0.08825	-0.02225	0.381395833	1.0384375	2.246916667	4.184916667	4.807541667
3	-0.087	-0.027791667	0.372708333	1.026854167	2.230083333	4.164770833	4.786354167
4	-0.057541667	-0.008479167	0.383166667	1.0308125	2.224083333	4.151479167	4.772479167
4	-0.001166667	0.044125	0.4324375	1.088541667	2.281333333	4.2089375	4.831354167
4	-0.041625	0.012520833	0.39	1.036833333	2.220416667	4.144645833	4.767895833
4	-0.011395833	0.040958333	0.421354167	1.055291667	2.238020833	4.1575625	4.780958333
4	-0.102645833	-0.039604167	0.345083333	0.976416667	2.157875	4.076875	4.703083333
