month	EM1_HollowSurf	EM1_Hollow5cm	EM1_Hollow20cm	EM1_Hollow40cm	EM1_Hollow80cm	EM1_Hollow160cm	EM1_Hollow200cm
4	-0.053916667	0.01075	0.395520833	1.021625	2.197166667	4.111854167	4.738583333
4	-0.084875	-0.013645833	0.371041667	0.9935625	2.166458333	4.0796875	4.7065625
4	0.026041667	0.067916667	0.426895833	1.050541667	2.213729167	4.12375	4.750354167
4	0.069645833	0.074666667	0.395645833	1.035416667	2.197833333	4.1053125	4.729520833
4	0.046395833	0.0801875	0.4185	1.0129375	2.1715	4.074416667	4.6995
4	0.134145833	0.141354167	0.465291667	1.037354167	2.181458333	4.082666667	4.709020833
4	0.369229167	0.233833333	0.488666667	1.058604167	2.195708333	4.0959375	4.725104167
4	1.025020833	0.5429375	0.522979167	1.0341875	2.1475625	4.037791667	4.6673125
4	0.763979167	0.552145833	0.624916667	1.062604167	2.1294375	4.0175	4.649854167
4	0.3424375	0.319354167	0.61	1.087458333	2.089458333	3.969708333	4.600354167
4	0.1393125	0.174020833	0.559729167	1.129604167	2.102583333	3.9695	4.6035
4	0.212708333	0.205520833	0.5380625	1.144416667	2.1335	3.989333333	4.624958333
4	0.297375	0.254208333	0.493520833	1.059916667	2.0604375	3.901020833	4.535291667
4	0.804125	0.545145833	0.577083333	1.124083333	2.120645833	3.9523125	4.5865
4	1.58275	1.153958333	0.789291667	1.135375	2.092125	3.913666667	4.547666667
4	1.9238125	1.488604167	1.0843125	1.255583333	2.110875	3.91975	4.55275
4	2.6439375	2.122958333	1.463458333	1.3991875	2.117145833	3.907020833	4.541375
4	2.7935625	2.387833333	1.806979167	1.583270833	2.135916667	3.908270833	4.5435625
4	3.7	3.254	2.336333333	1.761166667	2.154104167	3.895	4.531145833
4	5.411625	4.926125	3.361083333	2.048270833	2.224	3.924125	4.562458333
4	6.098270833	5.871458333	4.3365	2.408145833	2.2430625	3.893125	4.531604167
4	4.289020833	4.523041667	4.2225	2.790375	2.276666667	3.8569375	4.49425
4	4.471666667	4.025208333	3.550895833	2.98275	2.398520833	3.8995	4.539083333
4	5.789854167	5.454333333	4.302604167	3.069729167	2.497708333	3.905020833	4.541958333
4	6.479854167	6.29025	4.993166667	3.26925	2.537583333	3.851708333	4.489895833
5	4.275270833	4.514041667	4.5503125	3.476625	2.557770833	3.7761875	4.408166667
5	3.957916667	3.751833333	3.756875	3.570583333	2.728083333	3.8559375	4.4879375
5	5.339333333	5.020541667	4.244020833	3.521895833	2.813729167	3.848625	4.467479167
5	6.8205	6.485375	5.0986875	3.6599375	2.914083333	3.867541667	4.479354167
5	7.550520833	7.352979167	5.843895833	3.880895833	2.932854167	3.816270833	4.425083333
5	6.7626875	6.352083333	5.527791667	4.2266875	3.075833333	3.880291667	4.482583333
5	9.183791667	8.722270833	6.6798125	4.396479167	3.124979167	3.843125	4.43775
5	9.414583333	8.999583333	7.245395833	4.77825	3.223708333	3.853729167	4.4414375
5	9.709791667	9.422916667	7.721375	5.143791667	3.319625	3.849708333	4.428625
5	9.889166667	9.387291667	7.811041667	5.485291667	3.456875	3.875854167	4.441166667
5	11.171875	10.30104167	8.168229167	5.7396875	3.5811875	3.878666667	4.428958333
5	11.47895833	11.08541667	8.885416667	6.133520833	3.810520833	3.963020833	4.4928125
5	9.938333333	10.05604167	8.845	6.3579375	3.8719375	3.892	4.4175625
5	9.209583333	9.184791667	8.484375	6.5968125	4.065875	3.948	4.46275
5	9.114604167	8.984229167	8.203	6.638666667	4.194708333	3.942020833	4.4416875
5	9.3973125	9.167354167	8.20075	6.673833333	4.352791667	3.975833333	4.461041667
5	9.937416667	9.6375	8.3638125	6.7401875	4.497770833	4.006791667	4.470583333
5	10.00841667	9.62375	8.416041667	6.792395833	4.600104167	4.021041667	4.4728125
5	12.2625	11.18395833	8.743333333	6.854416667	4.678645833	4.015666667	4.4476875
5	12.563125	11.62	9.209375	7.014833333	4.777958333	4.042270833	4.455645833
5	12.41145833	11.81541667	9.5975	7.200479167	4.8446875	4.040541667	4.4363125
5	12.57104167	11.784375	9.7225	7.444125	4.9739375	4.098104167	4.4741875
5	12.71895833	12.19416667	10.075625	7.611479167	5.0495625	4.098020833	4.453604167
5	11.21083333	11.21583333	10.063125	7.819375	5.159833333	4.1289375	4.464916667
5	10.511875	10.48770833	9.755208333	7.975979167	5.314604167	4.2	4.515354167
5	10.296875	10.33875	9.636458333	7.9968125	5.411375	4.212041667	4.506020833
5	9.7884375	9.934791667	9.472083333	7.990833333	5.492041667	4.211625	4.484625
5	10.85208333	10.42895833	9.357083333	8.009625	5.623625	4.273729167	4.528
5	11.49270833	10.89729167	9.508333333	8.022916667	5.725791667	4.317416667	4.551791667
5	11.88583333	11.40875	9.814583333	8.070166667	5.7906875	4.3321875	4.545895833
5	13.070625	12.17791667	10.01791667	8.152458333	5.836395833	4.333479167	4.524270833
6	11.72979167	11.56104167	10.26645833	8.30875	5.931354167	4.395270833	4.570875
6	11.26	11.04395833	10.134375	8.449791667	6.025416667	4.444708333	4.5955
6	13.560625	12.45270833	10.25854167	8.479791667	6.069208333	4.442916667	4.5751875
6	13.19666667	12.61270833	10.63125	8.59	6.149875	4.4816875	4.593020833
6	13.08333333	12.49208333	10.81666667	8.791875	6.280520833	4.568416667	4.662604167
6	15.751875	14.19375	11.19083333	8.940833333	6.364208333	4.606708333	4.682854167
6	16.22729167	14.95083333	11.81791667	9.13	6.4195	4.612541667	4.668729167
6	13.99729167	13.92479167	12.12291667	9.385416667	6.492458333	4.632729167	4.669895833
6	13.15125	12.91645833	11.804375	9.616041667	6.6240625	4.705979167	4.725979167
6	13.18645833	12.85770833	11.61229167	9.665833333	6.722479167	4.734479167	4.738416667
6	13.12854167	12.83458333	11.57395833	9.685833333	6.798916667	4.741666667	4.723333333
6	12.993125	12.64229167	11.51895833	9.725	6.896708333	4.775541667	4.739729167
6	13.21333333	12.793125	11.540625	9.769791667	6.996770833	4.822375	4.7694375
6	14.88020833	13.72291667	11.676875	9.847083333	7.1188125	4.896145833	4.828604167
6	13.67604167	13.42520833	11.94604167	9.899583333	7.165625	4.900354167	4.814145833
6	13.96145833	13.346875	11.88854167	10.00979167	7.25	4.94675	4.843770833
6	14.39541667	13.57479167	11.93854167	10.10416667	7.360916667	5.023125	4.903104167
6	14.44854167	13.90229167	12.18708333	10.15604167	7.406270833	5.0285	4.889229167
6	14.51083333	13.89020833	12.28125	10.27854167	7.488979167	5.0756875	4.919520833
6	14.24020833	13.79666667	12.31979167	10.3675	7.559208333	5.110416667	4.936875
6	13.63083333	13.425625	12.34604167	10.480625	7.668333333	5.182729167	4.991770833
6	13.76145833	13.54979167	12.41166667	10.53354167	7.7324375	5.206916667	4.99725
6	13.14333333	13.05854167	12.26041667	10.56645833	7.788833333	5.228708333	5.0020625
6	13.41375	13.00541667	12.06791667	10.60833333	7.896645833	5.302458333	5.058791667
6	14.76208333	14.02458333	12.27104167	10.58916667	7.954479167	5.331416667	5.073166667
6	14.74333333	14.22145833	12.5875	10.67208333	8.027958333	5.3805	5.106104167
6	14.76	14.568125	13.02458333	10.78041667	8.064479167	5.394020833	5.101708333
6	14.530625	14.22333333	12.95666667	10.944375	8.151854167	5.463104167	5.156916667
6	14.98041667	14.60479167	13.19958333	11.08229167	8.248125	5.532270833	5.209708333
6	16.62541667	15.99729167	13.88354167	11.20145833	8.273541667	5.522520833	5.183541667
7	18.6775	17.753125	14.80770833	11.51291667	8.364583333	5.578958333	5.2265
7	18.71	18.303125	15.65583333	11.904375	8.425625	5.5933125	5.222645833
7	17.78145833	17.44104167	15.60833333	12.325	8.5625	5.672708333	5.289520833
7	18.68	17.91333333	15.61416667	12.558125	8.690208333	5.7115625	5.314104167
7	19.06354167	18.43208333	15.9375	12.74520833	8.815416667	5.742791667	5.332
7	17.866875	17.58625	15.93708333	12.968125	8.964166667	5.801041667	5.375083333
7	18.66229167	17.92729167	15.8475	13.09583333	9.089375	5.825875	5.384583333
7	18.21375	17.73479167	15.92020833	13.205625	9.226875	5.875	5.4184375
7	18.59770833	17.96	15.95645833	13.289375	9.3375	5.899395833	5.4295
7	18.795	18.12125	16.06041667	13.396875	9.470416667	5.9505	5.460979167
7	18.33791667	17.96229167	16.15895833	13.48479167	9.572291667	5.980479167	5.472895833
7	17.10083333	17.15020833	16.0375	13.5725	9.679583333	6.027791667	5.506104167
7	15.81604167	16.01354167	15.61291667	13.63333333	9.822083333	6.108270833	5.5680625
7	16.08104167	15.99354167	15.304375	13.56229167	9.919791667	6.151520833	5.590791667
7	17.65791667	16.758125	15.194375	13.48625	10.01604167	6.2005625	5.624083333
7	18.85770833	17.77	15.49416667	13.43833333	10.07833333	6.235354167	5.6401875
7	19.44166667	18.40479167	15.90708333	13.49604167	10.12166667	6.257895833	5.639979167
7	20.46770833	19.1675	16.34958333	13.70666667	10.244375	6.372041667	5.737145833
7	18.73333333	18.64	16.82854167	13.86645833	10.2775	6.389395833	5.734541667
7	20.13645833	19.60041667	17.31791667	14.105625	10.350625	6.4375	5.761375
7	20.39854167	20.114375	18.038125	14.43208333	10.44291667	6.496354167	5.802604167
7	20.19291667	19.841875	17.99895833	14.74333333	10.56	6.566854167	5.85675
7	18.72833333	18.83916667	17.77375	14.88833333	10.639375	6.5821875	5.854208333
7	18.36958333	18.148125	17.21166667	14.97375	10.80583333	6.678895833	5.935958333
7	18.75	18.44666667	17.16520833	14.92125	10.90583333	6.706833333	5.944895833
7	18.141875	17.9925	17.05208333	14.94458333	11.04583333	6.792645833	6.015229167
7	18.41270833	18.130625	16.92541667	14.869375	11.08916667	6.7903125	5.997895833
7	18.423125	18.11791667	16.88875	14.86395833	11.17541667	6.841645833	6.0295625
7	18.35395833	18.07833333	16.889375	14.88770833	11.27041667	6.915416667	6.087604167
7	18.4325	18.07	16.86166667	14.90625	11.34895833	6.979145833	6.1370625
7	18.27833333	18.09833333	16.909375	14.90416667	11.39770833	7.011791667	6.148583333
8	18.54666667	18.09770833	16.89375	14.97916667	11.515625	7.122270833	6.245895833
8	20.43916667	20.01	17.71875	14.979375	11.52270833	7.117208333	6.2214375
8	18.75083333	18.725	17.7425	15.20229167	11.596875	7.190791667	6.277729167
8	19.29458333	19.049375	17.72333333	15.3225	11.68375	7.267208333	6.340958333
8	19.04791667	18.95041667	17.813125	15.37166667	11.69895833	7.259333333	6.311520833
8	17.969375	17.99291667	17.408125	15.42541667	11.77291667	7.3155	6.355291667
8	17.88	17.83125	17.16229167	15.389375	11.84645833	7.368958333	6.396375
8	17.76041667	17.71083333	17.01645833	15.351875	11.93458333	7.443520833	6.455583333
8	17.51729167	17.573125	16.97395833	15.28916667	11.97229167	7.472833333	6.4729375
8	16.414375	16.489375	16.39041667	15.260625	12.06125	7.561041667	6.545333333
8	16.94916667	16.749375	16.22229167	15.115625	12.099375	7.604916667	6.574145833
8	17.46229167	17.30145833	16.41666667	14.97916667	12.090625	7.608020833	6.563958333
8	17.87229167	17.62020833	16.59625	15.01020833	12.1475	7.693541667	6.638604167
8	17.7675	17.59604167	16.69875	15.06833333	12.183125	7.765145833	6.697875
8	18.09979167	17.84104167	16.798125	15.09354167	12.1925	7.8008125	6.722375
8	18.50708333	18.27416667	17.03354167	15.116875	12.18125	7.806166667	6.713625
8	17.671875	17.6675	16.94916667	15.22666667	12.25083333	7.901541667	6.801854167
8	17.76604167	17.61208333	16.83770833	15.26541667	12.30333333	7.968729167	6.859666667
8	18.12270833	17.99125	16.949375	15.23645833	12.30354167	7.9728125	6.85375
8	16.50854167	16.79333333	16.66229167	15.2625	12.34666667	8.029604167	6.901708333
8	15.83583333	16.08666667	16.178125	15.19375	12.38916667	8.080791667	6.945541667
8	16.45041667	16.31833333	15.95041667	15.08729167	12.451875	8.1580625	7.0170625
8	17.43833333	17.111875	16.135625	14.94875	12.43645833	8.160979167	7.014708333
8	17.37333333	17.226875	16.30666667	14.89583333	12.39083333	8.141270833	6.98075
8	16.52729167	16.59041667	16.22479167	14.98958333	12.48041667	8.269416667	7.108645833
8	17.04916667	16.90875	16.174375	14.95979167	12.48479167	8.30225	7.1344375
8	15.99916667	16.26541667	16.12020833	14.93770833	12.48125	8.326875	7.152520833
8	15.609375	15.86604167	15.838125	14.87208333	12.47	8.345833333	7.1679375
8	16.158125	16.09479167	15.84208333	15.013125	12.69791667	8.5911875	7.407541667
8	16.15615385	16.21153846	15.835	14.89538462	12.66269231	8.586153846	7.391769231
8	-9999	-9999	-9999	-9999	-9999	-9999	-9999
9	18.273	17.584	16.044	14.6395	12.403	8.424	7.22855
9	17.44229167	17.35083333	16.25229167	14.70916667	12.42895833	8.479791667	7.283875
9	16.086875	16.33854167	16.12979167	14.79895833	12.46291667	8.545416667	7.348520833
9	15.57208333	15.89375	15.81875	14.75916667	12.43854167	8.5475	7.347104167
9	13.61645833	14.4	15.31520833	14.68770833	12.45833333	8.58125	7.378416667
9	13.34395833	13.90520833	14.79020833	14.55916667	12.51	8.655	7.451604167
9	13.779375	14.01666667	14.47395833	14.34229167	12.50916667	8.681666667	7.476208333
9	14.45208333	14.45645833	14.42958333	14.16895833	12.50229167	8.714375	7.50975
9	14.77166667	14.76208333	14.525625	14.06520833	12.48708333	8.752708333	7.548104167
9	14.95895833	14.93979167	14.60520833	13.99166667	12.43770833	8.760208333	7.554770833
9	15.093125	15.080625	14.70270833	13.98	12.41625	8.799791667	7.59475
9	15.26833333	15.23916667	14.76083333	13.94645833	12.35625	8.797291667	7.589625
9	13.308125	14.11604167	14.62645833	13.90708333	12.28875	8.777083333	7.570020833
9	11.1825	12.61291667	14.14	13.83958333	12.25625	8.792083333	7.5865
9	9.095229167	10.88333333	13.35520833	13.654375	12.22208333	8.800625	7.598645833
9	8.905479167	10.31020833	12.658125	13.43458333	12.26333333	8.885208333	7.68525
9	9.558520833	10.399375	12.149375	13.07916667	12.20854167	8.889791667	7.691729167
9	11.20395833	11.37791667	12.02270833	12.76729167	12.13604167	8.895416667	7.700770833
9	10.506875	11.07270833	11.99166667	12.605625	12.11875	8.952916667	7.762770833
9	11.07666667	11.30458333	11.89083333	12.40458333	12.01125	8.95125	7.7668125
9	11.31681818	11.48909091	11.87318182	12.28727273	11.93363636	8.955909091	7.771590909
9	10.63	11.02235294	11.75441176	12.17176471	11.85088235	9.001470588	7.826352941
9	9.452979167	10.28645833	11.54520833	12.08416667	11.800625	9.03	7.858625
9	8.950645833	9.831458333	11.23229167	11.919375	11.71166667	9.034375	7.8714375
9	8.803458333	9.578125	10.97770833	11.785625	11.67208333	9.082291667	7.923958333
9	8.9995	9.604375	10.80604167	11.633125	11.62208333	9.122291667	7.973708333
9	9.4715	9.871458333	10.73625	11.48104167	11.5475	9.1375	7.996770833
9	9.982875	10.18479167	10.7625	11.369375	11.4775	9.161875	8.0310625
9	10.65645833	10.74479167	10.88083333	11.23458333	11.33833333	9.117083333	8.000708333
9	8.9775625	9.919791667	10.89833333	11.199375	11.24854167	9.104791667	7.997979167
10	7.386958333	8.674833333	10.54791667	11.16708333	11.20270833	9.137916667	8.045333333
10	8.378104167	8.975604167	10.24145833	11.04520833	11.14145833	9.1475	8.066166667
10	8.995020833	9.403125	10.213125	10.90333333	11.07833333	9.149583333	8.082270833
10	9.534416667	9.756458333	10.27770833	10.81270833	11.015625	9.156041667	8.103666667
10	10.59458333	10.43833333	10.43104167	10.75958333	10.94770833	9.153958333	8.116020833
10	10.44779167	10.53458333	10.61083333	10.75395833	10.884375	9.154375	8.129145833
10	12.753125	11.83166667	10.8325	10.75458333	10.8	9.124166667	8.111145833
10	13.16125	12.69270833	11.43479167	10.81270833	10.72229167	9.097916667	8.100416667
10	11.91583333	12.09958333	11.65833333	10.924375	10.62520833	9.04375	8.062729167
10	11.62083333	11.75020833	11.6425	11.08958333	10.62604167	9.068125	8.102020833
10	11.31	11.59708333	11.64166667	11.20375	10.66	9.112291667	8.16025
10	11.09375	11.29875	11.47416667	11.16541667	10.59270833	9.042916667	8.104458333
10	11.55791667	11.66708333	11.50458333	11.14020833	10.56	9.007083333	8.082458333
10	10.2225	10.76166667	11.344375	11.154375	10.565625	9.007291667	8.097229167
10	8.6275625	9.579375	10.91395833	11.09833333	10.55875	8.996666667	8.100041667
10	7.838916667	8.748541667	10.38375	10.97229167	10.56895833	9.005416667	8.122375
10	7.676979167	8.426875	9.955	10.77375	10.54895833	8.987916667	8.11375
10	7.538104167	8.2435	9.622083333	10.52541667	10.48666667	8.939583333	8.076416667
10	6.8978125	7.772458333	9.3575	10.35375	10.471875	8.956875	8.1054375
10	5.7313125	6.882583333	8.940208333	10.125	10.39645833	8.92375	8.0808125
10	5.030979167	6.2229375	8.525416667	9.946041667	10.38479167	8.962916667	8.128625
10	5.054208333	6.048083333	8.1510625	9.723125	10.34520833	8.983333333	8.157625
10	5.582125	6.204770833	7.80075	9.362916667	10.15604167	8.863541667	8.0469375
10	4.680979167	5.705916667	7.679541667	9.21625	10.14083333	8.928541667	8.119583333
10	4.686714286	5.534964286	7.429285714	9.023571429	10.03821429	8.8925	8.091107143
10	5.177730769	5.714461538	7.233653846	8.745384615	9.873076923	8.848846154	8.051192308
10	4.721291667	5.475520833	7.075979167	8.589375	9.780416667	8.834791667	8.053145833
10	4.277	5.116979167	6.909479167	8.464791667	9.713541667	8.86125	8.090541667
10	3.433958333	4.544979167	6.660604167	8.297020833	9.613125	8.849791667	8.090145833
10	4.1194375	4.703645833	6.377854167	8.096	9.488333333	8.81625	8.065958333
10	4.356770833	4.897333333	6.337895833	7.950916667	9.42	8.834583333	8.1005625
11	5.073541667	5.366083333	6.321583333	7.771041667	9.268958333	8.772083333	8.047666667
11	3.731291667	4.677208333	6.308791667	7.6795625	9.173125	8.762708333	8.0528125
11	2.424041667	3.7378125	6.020583333	7.570729167	9.064583333	8.738125	8.043104167
11	2.218354167	3.340854167	5.682291667	7.464895833	9.013958333	8.767708333	8.090125
11	3.368375	3.798979167	5.45625	7.307666667	8.948333333	8.773333333	8.111729167
11	4.660270833	4.713666667	5.481333333	7.079958333	8.789166667	8.689166667	8.041041667
11	3.732583333	4.3478125	5.548958333	6.924270833	8.635	8.611666667	7.978416667
11	2.01375	3.3130625	5.417333333	6.893770833	8.572916667	8.62625	8.012770833
11	1.5573125	2.760708333	5.102354167	6.819583333	8.51625	8.638333333	8.04475
11	1.959729167	2.807083333	4.7458125	6.569333333	8.333125	8.522916667	7.941729167
11	1.573083333	2.5376875	4.59925	6.46425	8.309166667	8.564375	8.004979167
11	1.452229167	2.38725	4.428354167	6.310208333	8.225	8.547916667	8.005479167
11	1.861854167	2.520833333	4.23075	6.0939375	8.063770833	8.454375	7.927166667
11	1.396875	2.276375	4.1371875	5.982645833	7.999583333	8.459791667	7.953375
11	1.352708333	2.162270833	4.005395833	5.849291667	7.901604167	8.431666667	7.941875
11	1.168354167	2.031166667	3.8311875	5.659354167	7.7410625	8.338958333	7.867833333
11	0.572583333	1.689666667	3.725645833	5.550166667	7.656791667	8.324375	7.872416667
11	0.662104167	1.610208333	3.608916667	5.446708333	7.571479167	8.306666667	7.872395833
11	0.962	1.7124375	3.451895833	5.272625	7.411125	8.207916667	7.790541667
11	0.186125	1.325270833	3.332833333	5.150333333	7.307854167	8.166479167	7.770270833
11	0.24475	1.232666667	3.228791667	5.07375	7.258020833	8.18125	7.805916667
11	0.88375	1.5043125	3.178291667	5.015166667	7.219041667	8.200833333	7.840583333
11	1.072979167	1.629708333	3.1305	4.9224375	7.143791667	8.1823125	7.839208333
11	0.671791667	1.418979167	3.037916667	4.799083333	7.035625	8.133041667	7.810625
11	0.8140625	1.469604167	2.997541667	4.7136875	6.9556875	8.10875	7.805020833
11	1.215395833	1.628875	2.9216875	4.609	6.845020833	8.050708333	7.763625
11	1.111104167	1.571104167	2.855020833	4.501020833	6.734083333	7.991416667	7.724270833
11	0.9541875	1.517354167	2.835333333	4.4288125	6.653020833	7.961041667	7.712729167
11	0.007854167	1.030666667	2.729166667	4.309416667	6.513854167	7.868791667	7.638083333
11	0.211458333	1.008395833	2.6595	4.269770833	6.463083333	7.86375	7.6535
12	-0.171145833	0.786854167	2.503645833	4.1281875	6.3101875	7.749520833	7.553979167
12	-0.269	0.6525	2.426020833	4.092208333	6.289416667	7.771791667	7.599645833
12	0.035375	0.729375	2.346270833	4.024895833	6.2290625	7.745270833	7.5874375
12	-0.261479167	0.56825	2.216604167	3.8961875	6.113083333	7.6629375	7.522979167
12	-0.550208333	0.348770833	2.0359375	3.717729167	5.950604167	7.537020833	7.414666667
12	-0.796458333	0.2106875	1.9994375	3.700895833	5.9534375	7.576625	7.477229167
12	-0.1561875	0.454458333	2.0135625	3.7065625	5.964333333	7.619708333	7.5316875
12	-0.530833333	0.194354167	1.7761875	3.465958333	5.738083333	7.429416667	7.3596875
12	-0.854166667	0.017020833	1.670291667	3.356770833	5.6415	7.3674375	7.315791667
12	-0.477708333	0.180875	1.7233125	3.403208333	5.6999375	7.4605625	7.426375
12	-0.440354167	0.164291667	1.6498125	3.3131875	5.613041667	7.406375	7.38525
12	-0.140208333	0.270645833	1.626791667	3.274333333	5.583270833	7.411666667	7.407229167
12	-0.037020833	0.314270833	1.589166667	3.207458333	5.517625	7.378479167	7.388166667
12	0.054729167	0.347666667	1.549270833	3.132875	5.438916667	7.33175	7.3558125
12	-0.1693125	0.21975	1.443729167	2.996916667	5.291583333	7.214770833	7.2530625
12	-0.722708333	-0.011104167	1.366229167	2.90025	5.184729167	7.138104167	7.194083333
12	-0.549583333	0.032104167	1.357229167	2.8754375	5.1516875	7.1364375	7.20875
12	-0.369416667	0.131333333	1.4050625	2.907520833	5.168604167	7.1800625	7.267625
12	-0.23875	0.141729167	1.3226875	2.801291667	5.0451875	7.079458333	7.177479167
12	-0.476458333	0.055083333	1.308791667	2.773875	5.008208333	7.06775	7.1830625
12	-0.215	0.134875	1.277979167	2.723395833	4.942625	7.023041667	7.150916667
12	-0.507916667	-0.013916667	1.1891875	2.620666667	4.8275625	6.9289375	7.0713125
12	-0.315625	0.065395833	1.201791667	2.615875	4.8095625	6.9293125	7.085770833
12	-0.233291667	0.11475	1.214104167	2.6110625	4.790458333	6.927520833	7.098895833
12	-0.137875	0.130770833	1.164208333	2.538479167	4.7019375	6.8565625	7.03825
12	-0.171104167	0.150625	1.205583333	2.564333333	4.712291667	6.882020833	7.07925
12	-0.41125	0.0035625	1.083541667	2.419875	4.548041667	6.7304375	6.938145833
12	-0.565	-0.053083333	1.09675	2.430020833	4.549770833	6.749020833	6.973916667
12	-0.313958333	0.0018125	1.031416667	2.342375	4.440541667	6.650020833	6.882708333
12	-0.410833333	-0.040083333	1.012979167	2.316166667	4.4024375	6.624333333	6.8711875
12	-0.321875	0.0145625	1.046208333	2.339958333	4.4165	6.649604167	6.910479167
1	-0.19125	0.0398125	0.988875	2.259854167	4.316125	6.556416667	6.825458333
1	-0.533541667	-0.126125	0.9056875	2.163625	4.205354167	6.4528125	6.735916667
1	-0.651041667	-0.181645833	0.894833333	2.146979167	4.181208333	6.441145833	6.7371875
1	-0.505479167	-0.110875	0.920916667	2.158770833	4.175395833	6.442458333	6.74725
1	-0.288541667	0.0081875	0.986854167	2.2155625	4.220833333	6.494729167	6.810375
1	-0.1234375	0.061333333	0.9559375	2.164020833	4.1524375	6.432416667	6.755291667
1	-0.194583333	0.002791667	0.886166667	2.080895833	4.060354167	6.3455	6.6794375
1	-0.351854167	-0.043854167	0.894479167	2.076541667	4.046	6.338583333	6.684791667
1	-0.234479167	0.016333333	0.914520833	2.077520833	4.027208333	6.322041667	6.6740625
1	-0.375416667	-0.053520833	0.884520833	2.042979167	3.983270833	6.285208333	6.648895833
1	-0.272916667	-0.0559375	0.807916667	1.948541667	3.869583333	6.1729375	6.544166667
1	-0.610625	-0.219583333	0.734145833	1.870125	3.780270833	6.0876875	6.471208333
1	-0.661041667	-0.256041667	0.701458333	1.826916667	3.7226875	6.0331875	6.424333333
1	-0.710416667	-0.263541667	0.720354167	1.845708333	3.735229167	6.050583333	6.452708333
1	-0.3645	-0.113520833	0.777895833	1.8910625	3.766645833	6.083625	6.491645833
1	-0.51125	-0.199375	0.7035625	1.810666667	3.676895833	5.9953125	6.4113125
1	-0.970208333	-0.415833333	0.584625	1.683541667	3.537583333	5.856208333	6.28025
1	-1.237291667	-0.569583333	0.531875	1.6383125	3.490583333	5.8139375	6.248479167
1	-1.533541667	-0.749166667	0.454291667	1.565958333	3.410333333	5.7350625	6.178083333
1	-1.701458333	-0.876458333	0.4303125	1.551020833	3.395020833	5.722104167	6.172354167
1	-1.524166667	-0.83125	0.458166667	1.590520833	3.44325	5.776270833	6.235729167
1	-0.672291667	-0.402916667	0.533520833	1.652729167	3.502104167	5.835354167	6.296583333
1	-0.468333333	-0.303958333	0.495375	1.601333333	3.45125	5.786895833	6.2544375
1	-0.412708333	-0.271416667	0.475625	1.565708333	3.414104167	5.7523125	6.227645833
1	-0.391458333	-0.243541667	0.497291667	1.574395833	3.421791667	5.766958333	6.249791667
1	-0.264375	-0.192291667	0.469395833	1.5235625	3.357354167	5.705854167	6.191166667
1	-0.53875	-0.339583333	0.399354167	1.443395833	3.269604167	5.622229167	6.117208333
1	-0.491458333	-0.325208333	0.409625	1.444208333	3.258208333	5.6141875	6.115083333
1	-0.556666667	-0.367916667	0.3635625	1.385770833	3.184645833	5.538875	6.048416667
1	-0.510208333	-0.308125	0.454166667	1.472520833	3.265416667	5.627479167	6.141583333
1	-0.33875	-0.230416667	0.431833333	1.434354167	3.212416667	5.575395833	6.0924375
2	-0.216458333	-0.145625	0.467645833	1.456583333	3.223104167	5.588166667	6.111458333
2	-0.149166667	-0.105	0.469416667	1.441395833	3.193541667	5.558854167	6.0861875
2	-0.143458333	-0.102395833	0.461395833	1.421916667	3.1610625	5.525083333	6.0593125
2	-0.239729167	-0.1176875	0.4879375	1.437354167	3.161729167	5.524145833	6.064416667
2	-0.269583333	-0.170208333	0.439208333	1.378	3.088729167	5.451895833	5.997583333
2	-0.431458333	-0.256104167	0.4058125	1.336520833	3.032875	5.3948125	5.945083333
2	-0.675833333	-0.416791667	0.322604167	1.247770833	2.928916667	5.287125	5.844145833
2	-0.916458333	-0.533333333	0.365625	1.295083333	2.968979167	5.327458333	5.892395833
2	-0.827291667	-0.52125	0.344583333	1.2694375	2.931145833	5.287458333	5.853833333
2	-0.932291667	-0.603541667	0.257291667	1.1794375	2.832145833	5.183354167	5.7566875
2	-1.210208333	-0.765	0.253104167	1.180770833	2.828625	5.1785	5.758375
2	-1.180833333	-0.780208333	0.240541667	1.168583333	2.807104167	5.153770833	5.73675
2	-1.187291667	-0.797083333	0.230770833	1.173520833	2.816	5.164333333	5.753729167
2	-0.611458333	-0.434791667	0.324479167	1.251125	2.879854167	5.2204375	5.808833333
2	-0.563125	-0.376666667	0.339270833	1.262291667	2.891104167	5.231291667	5.8258125
2	-0.300416667	-0.246875	0.285166667	1.189770833	2.810020833	5.148416667	5.7441875
2	-0.277291667	-0.221041667	0.26975	1.158208333	2.7695625	5.105020833	5.704291667
2	-0.461041667	-0.346395833	0.1796875	1.0604375	2.663583333	4.9974375	5.6048125
2	-0.579583333	-0.371458333	0.2898125	1.171645833	2.769083333	5.101104167	5.71375
2	-0.477708333	-0.340625	0.2896875	1.1626875	2.745895833	5.075583333	5.687625
2	-0.261458333	-0.213125	0.280604167	1.140395833	2.713979167	5.040958333	5.654875
2	-0.239583333	-0.197083333	0.2525625	1.103104167	2.667770833	4.9911875	5.609666667
2	-0.25625	-0.195395833	0.257854167	1.100604167	2.657916667	4.979979167	5.604354167
2	-0.274166667	-0.2040625	0.257416667	1.087770833	2.62975	4.94425	5.569979167
2	-0.346041667	-0.238145833	0.2630625	1.091229167	2.627979167	4.9415	5.574291667
