year	doy	hour	CAM1_DBTCDT
2013	54	15	0.485
2013	54	16	0.4865
2013	54	17	0.484
2013	54	18	0.486
2013	54	19	0.4865
2013	54	20	0.4885
2013	54	21	0.4845
2013	54	22	0.484
2013	54	23	0.486
2013	55	0	0.4855
2013	55	1	0.486
2013	55	2	0.4865
2013	55	3	0.4865
2013	55	4	0.486
2013	55	5	0.486
2013	55	6	0.487
2013	55	7	0.4885
2013	55	8	0.4835
2013	55	9	0.4805
2013	55	10	0.477
2013	55	11	0.4775
2013	55	12	0.479
2013	55	13	0.478
2013	55	14	0.476
2013	55	15	0.479
2013	55	16	0.4795
2013	55	17	0.4795
2013	55	18	0.4835
2013	55	19	0.483
2013	55	20	0.4825
2013	55	21	0.4815
2013	55	22	0.4825
2013	55	23	0.4835
2013	56	0	0.4835
2013	56	1	0.4805
2013	56	2	0.481
2013	56	3	0.481
2013	56	4	0.4805
2013	56	5	0.482
2013	56	6	0.4805
2013	56	7	0.4865
2013	56	8	0.482
2013	56	9	0.4815
2013	56	10	0.4805
2013	56	11	0.479
2013	56	12	0.4785
2013	56	13	0.478
2013	56	14	0.475
2013	56	15	0.4735
2013	56	16	0.473
2013	56	17	0.475
2013	56	18	0.476
2013	56	19	0.478
2013	56	20	0.4775
2013	56	21	0.478
2013	56	22	0.4775
2013	56	23	0.478
2013	57	0	0.478
2013	57	1	0.478
2013	57	2	0.478
2013	57	3	0.4785
2013	57	4	0.4775
2013	57	5	0.4775
2013	57	6	0.4775
2013	57	7	0.4795
2013	57	8	0.4745
2013	57	9	0.474
2013	57	10	0.4735
2013	57	11	0.472
2013	57	12	0.4715
2013	57	13	0.467
2013	57	14	0.464
2013	57	15	0.466
2013	57	16	0.4645
2013	57	17	0.4625
2013	57	18	0.4655
2013	57	19	0.466
2013	57	20	0.4675
2013	57	21	0.4665
2013	57	22	0.468
2013	57	23	0.465
2013	58	0	0.466
2013	58	1	0.462
2013	58	2	0.4655
2013	58	3	0.4655
2013	58	4	0.466
2013	58	5	0.466
2013	58	6	0.4655
2013	58	7	0.47
2013	58	8	0.4675
2013	58	9	0.4655
2013	58	10	0.463
2013	58	11	0.4625
2013	58	12	0.4635
2013	58	13	0.4625
2013	58	14	0.459
2013	58	15	0.458
2013	58	16	0.459
2013	58	17	0.459
2013	58	18	0.4595
2013	58	19	0.4585
2013	58	20	0.4585
2013	58	21	0.458
2013	58	22	0.4585
2013	58	23	0.458
2013	59	0	0.458
2013	59	1	0.4585
2013	59	2	0.458
2013	59	3	0.457
2013	59	4	0.458
2013	59	5	0.457
2013	59	6	0.4575
2013	59	7	0.457
2013	59	8	0.4565
2013	59	9	0.4545
2013	59	10	0.455
2013	59	11	0.4525
2013	59	12	0.454
2013	59	13	0.4535
2013	59	14	0.4525
2013	59	15	0.4525
2013	59	16	0.451
2013	59	17	0.451
2013	59	18	0.45
2013	59	19	0.451
2013	59	20	0.452
2013	59	21	0.451
2013	59	22	0.451
2013	59	23	0.45
2013	60	0	0.4505
2013	60	1	0.45
2013	60	2	0.4515
2013	60	3	0.4505
2013	60	4	0.4505
2013	60	5	0.451
2013	60	6	0.4515
2013	60	7	0.4505
2013	60	8	0.4495
2013	60	9	0.449
2013	60	10	0.447
2013	60	11	0.4505
2013	60	12	0.45
2013	60	13	0.4485
2013	60	14	0.4485
2013	60	15	0.449
2013	60	16	0.45
2013	60	17	0.451
2013	60	18	0.4475
2013	60	19	0.45
2013	60	20	0.4505
2013	60	21	0.4505
2013	60	22	0.4505
2013	60	23	0.4505
2013	61	0	0.451
2013	61	1	0.452
2013	61	2	0.451
2013	61	3	0.4505
2013	61	4	0.451
2013	61	5	0.451
2013	61	6	0.4515
2013	61	7	0.4525
2013	61	8	0.449
2013	61	9	0.447
2013	61	10	0.443
2013	61	11	0.443
2013	61	12	0.441
2013	61	13	0.4445
2013	61	14	0.447
2013	61	15	0.448
2013	61	16	0.448
2013	61	17	0.4475
2013	61	18	0.4505
2013	61	19	0.4495
2013	61	20	0.451
2013	61	21	0.4515
2013	61	22	0.451
2013	61	23	0.4515
2013	62	0	0.451
2013	62	1	0.4495
2013	62	2	0.4515
2013	62	3	0.4495
2013	62	4	0.451
2013	62	5	0.45
2013	62	6	0.4495
2013	62	7	0.451
2013	62	8	0.4485
2013	62	9	0.4445
2013	62	10	0.4445
2013	62	11	0.445
2013	62	12	0.4465
2013	62	13	0.446
2013	62	14	0.4465
2013	62	15	0.4475
2013	62	16	0.448
2013	62	17	0.4485
2013	62	18	0.4485
2013	62	19	0.45
2013	62	20	0.4475
2013	62	21	0.448
2013	62	22	0.449
2013	62	23	0.4485
2013	63	0	0.4485
2013	63	1	0.4485
2013	63	2	0.4485
2013	63	3	0.4485
2013	63	4	0.4485
2013	63	5	0.449
2013	63	6	0.448
2013	63	7	0.4475
2013	63	8	0.4465
2013	63	9	0.445
2013	63	10	0.4465
2013	63	11	0.445
2013	63	12	0.4465
2013	63	13	0.445
2013	63	14	0.446
2013	63	15	0.446
2013	63	16	0.446
2013	63	17	0.445
2013	63	18	0.457
2013	63	19	0.4705
2013	63	20	0.487
2013	63	21	0.5055
2013	63	22	0.517
2013	63	23	0.524
2013	64	0	0.54
2013	64	1	0.5525
2013	64	2	0.551
2013	64	3	0.568
2013	64	4	0.5795
2013	64	5	0.593
2013	64	6	0.6
2013	64	7	0.604
2013	64	8	0.6105
2013	64	9	0.6195
2013	64	10	0.6235
2013	64	11	0.627
2013	64	12	0.6305
2013	64	13	0.6295
2013	64	14	0.633
2013	64	15	0.6325
2013	64	16	0.632
2013	64	17	0.632
2013	64	18	0.6335
2013	64	19	0.6325
2013	64	20	0.6325
2013	64	21	0.631
2013	64	22	0.6315
2013	64	23	0.6285
2013	65	0	0.6295
2013	65	1	0.6275
2013	65	2	0.6275
2013	65	3	0.6275
2013	65	4	0.629
2013	65	5	0.6285
2013	65	6	0.625
2013	65	7	0.626
2013	65	8	0.6245
2013	65	9	0.6195
2013	65	10	0.6115
2013	65	11	0.618
2013	65	12	0.6195
2013	65	13	0.6175
2013	65	14	0.615
2013	65	15	0.613
2013	65	16	0.6105
2013	65	17	0.6105
2013	65	18	0.609
2013	65	19	0.609
2013	65	20	0.6095
2013	65	21	0.6095
2013	65	22	0.6085
2013	65	23	0.608
2013	66	0	0.6085
2013	66	1	0.6065
2013	66	2	0.607
2013	66	3	0.6055
2013	66	4	0.606
2013	66	5	0.6065
2013	66	6	0.6055
2013	66	7	0.604
2013	66	8	0.602
2013	66	9	0.5995
2013	66	10	0.5975
2013	66	11	0.5955
2013	66	12	0.595
2013	66	13	0.593
2013	66	14	0.59
2013	66	15	0.5905
2013	66	16	0.5905
2013	66	17	0.59
2013	66	18	0.587
2013	66	19	0.59
2013	66	20	0.588
2013	66	21	0.5865
2013	66	22	0.5865
2013	66	23	0.5875
2013	67	0	0.587
2013	67	1	0.5835
2013	67	2	0.5845
2013	67	3	0.581
2013	67	4	0.587
2013	67	5	0.585
2013	67	6	0.5835
2013	67	7	0.5835
2013	67	8	0.5825
2013	67	9	0.5805
2013	67	10	0.58
2013	67	11	0.5775
2013	67	12	0.577
2013	67	13	0.578
2013	67	14	0.5755
2013	67	15	0.5765
2013	67	16	0.5745
2013	67	17	0.5735
2013	67	18	0.5735
2013	67	19	0.5745
2013	67	20	0.5735
2013	67	21	0.5715
2013	67	22	0.5715
2013	67	23	0.572
2013	68	0	0.573
2013	68	1	0.5685
2013	68	2	0.564
2013	68	3	0.563
2013	68	4	0.5635
2013	68	5	0.567
2013	68	6	0.575
2013	68	7	0.5835
2013	68	8	0.5935
2013	68	9	0.6045
2013	68	10	0.604
2013	68	11	0.606
2013	68	12	0.6075
2013	68	13	0.6075
2013	68	14	0.608
2013	68	15	0.608
2013	68	16	0.611
2013	68	17	0.6175
2013	68	18	0.633
2013	68	19	0.645
2013	68	20	0.6355
2013	68	21	0.6555
2013	68	22	0.6545
2013	68	23	0.653
2013	69	0	0.6545
2013	69	1	0.6565
2013	69	2	0.656
2013	69	3	0.652
2013	69	4	0.65
2013	69	5	0.6505
2013	69	6	0.65
2013	69	7	0.6485
2013	69	8	0.649
2013	69	9	0.649
2013	69	10	0.649
2013	69	11	0.6475
2013	69	12	0.648
2013	69	13	0.647
2013	69	14	0.6465
2013	69	15	0.646
2013	69	16	0.6455
2013	69	17	0.6455
2013	69	18	0.643
2013	69	19	0.6405
2013	69	20	0.641
2013	69	21	0.6395
2013	69	22	0.6355
2013	69	23	0.642
2013	70	0	0.641
2013	70	1	0.64
2013	70	2	0.639
2013	70	3	0.64
2013	70	4	0.6385
2013	70	5	0.638
2013	70	6	0.6375
2013	70	7	0.636
2013	70	8	0.635
2013	70	9	0.634
2013	70	10	0.631
2013	70	11	0.631
2013	70	12	0.6315
2013	70	13	0.6305
2013	70	14	0.63
2013	70	15	0.63
2013	70	16	0.63
2013	70	17	0.63
2013	70	18	0.6295
2013	70	19	0.6285
2013	70	20	0.628
2013	70	21	0.627
2013	70	22	0.6255
2013	70	23	0.626
2013	71	0	0.6275
2013	71	1	0.6225
2013	71	2	0.624
2013	71	3	0.6235
2013	71	4	0.6235
2013	71	5	0.6215
2013	71	6	0.621
2013	71	7	0.6225
2013	71	8	0.6225
2013	71	9	0.619
2013	71	10	0.6205
2013	71	11	0.6205
2013	71	12	0.619
2013	71	13	0.6195
2013	71	14	0.6185
2013	71	15	0.6185
2013	71	16	0.6175
2013	71	17	0.6165
2013	71	18	0.6155
2013	71	19	0.614
2013	71	20	0.613
2013	71	21	0.6155
2013	71	22	0.613
2013	71	23	0.6155
2013	72	0	0.612
2013	72	1	0.612
2013	72	2	0.612
2013	72	3	0.612
2013	72	4	0.6095
2013	72	5	0.6095
2013	72	6	0.613
2013	72	7	0.6125
2013	72	8	0.6125
2013	72	9	0.6065
2013	72	10	0.605
2013	72	11	0.6045
2013	72	12	0.605
2013	72	13	0.6025
2013	72	14	0.5995
2013	72	15	0.6
2013	72	16	0.6005
2013	72	17	0.6015
2013	72	18	0.6015
2013	72	19	0.604
2013	72	20	0.6045
2013	72	21	0.603
2013	72	22	0.602
2013	72	23	0.603
2013	73	0	0.6045
2013	73	1	0.602
2013	73	2	0.597
2013	73	3	0.599
2013	73	4	0.6005
2013	73	5	0.5995
2013	73	6	0.5985
2013	73	7	0.5975
2013	73	8	0.5955
2013	73	9	0.5955
2013	73	10	0.597
2013	73	11	0.5965
2013	73	12	0.596
2013	73	13	0.5855
2013	73	14	0.5775
2013	73	15	0.5725
2013	73	16	0.572
2013	73	17	0.57
2013	73	18	0.572
2013	73	19	0.5735
2013	73	20	0.5715
2013	73	21	0.572
2013	73	22	0.5705
2013	73	23	0.5705
2013	74	0	0.57
2013	74	1	0.57
2013	74	2	0.57
2013	74	3	0.57
2013	74	4	0.5695
2013	74	5	0.5695
2013	74	6	0.5685
2013	74	7	0.5685
2013	74	8	0.567
2013	74	9	0.566
2013	74	10	0.565
2013	74	11	0.5665
2013	74	12	0.565
2013	74	13	0.566
2013	74	14	0.565
2013	74	15	0.565
2013	74	16	0.5645
2013	74	17	0.5655
2013	74	18	0.5705
2013	74	19	0.587
2013	74	20	0.596
2013	74	21	0.601
2013	74	22	0.6065
2013	74	23	0.607
2013	75	0	0.606
2013	75	1	0.6025
2013	75	2	0.602
2013	75	3	0.6035
2013	75	4	0.604
2013	75	5	0.6025
2013	75	6	0.598
2013	75	7	0.6055
2013	75	8	0.6015
2013	75	9	0.5985
2013	75	10	0.6
2013	75	11	0.5975
2013	75	12	0.5965
2013	75	13	0.5975
2013	75	14	0.598
2013	75	15	0.5965
2013	75	16	0.598
2013	75	17	0.5985
2013	75	18	0.597
2013	75	19	0.5955
2013	75	20	0.5915
2013	75	21	0.5945
2013	75	22	0.5965
2013	75	23	0.5945
2013	76	0	0.594
2013	76	1	0.595
2013	76	2	0.5955
2013	76	3	0.5965
2013	76	4	0.5955
2013	76	5	0.596
2013	76	6	0.5965
2013	76	7	0.598
2013	76	8	0.5935
2013	76	9	0.5905
2013	76	10	0.5885
2013	76	11	0.591
2013	76	12	0.5885
2013	76	13	0.588
2013	76	14	0.59
2013	76	15	0.589
2013	76	16	0.589
2013	76	17	0.59
2013	76	18	0.59
2013	76	19	0.5895
2013	76	20	0.5895
2013	76	21	0.589
2013	76	22	0.5885
2013	76	23	0.588
2013	77	0	0.5855
2013	77	1	0.6145
2013	77	2	0.6405
2013	77	3	0.646
2013	77	4	0.6535
2013	77	5	0.661
2013	77	6	0.665
2013	77	7	0.673
2013	77	8	0.673
2013	77	9	0.6725
2013	77	10	0.671
2013	77	11	0.67
2013	77	12	0.6685
2013	77	13	0.666
2013	77	14	0.665
2013	77	15	0.6895
2013	77	16	0.692
2013	77	17	0.6975
2013	77	18	0.7045
2013	77	19	0.7
2013	77	20	0.7085
2013	77	21	0.7015
2013	77	22	0.701
2013	77	23	0.713
2013	78	0	0.712
2013	78	1	0.711
2013	78	2	0.7095
2013	78	3	0.708
2013	78	4	0.708
2013	78	5	0.7085
2013	78	6	0.7065
2013	78	7	0.7065
2013	78	8	0.705
2013	78	9	0.7015
2013	78	10	0.698
2013	78	11	0.6945
2013	78	12	0.6935
2013	78	13	0.689
2013	78	14	0.6865
2013	78	15	0.6845
2013	78	16	0.683
2013	78	17	0.6825
2013	78	18	0.682
2013	78	19	0.6825
2013	78	20	0.681
2013	78	21	0.681
2013	78	22	0.679
2013	78	23	0.6785
2013	79	0	0.6795
2013	79	1	0.6765
2013	79	2	0.6775
2013	79	3	0.6775
2013	79	4	0.677
2013	79	5	0.678
2013	79	6	0.6765
2013	79	7	0.6765
2013	79	8	0.6745
2013	79	9	0.67
2013	79	10	0.67
2013	79	11	0.671
2013	79	12	0.6695
2013	79	13	0.667
2013	79	14	0.6675
2013	79	15	0.6665
2013	79	16	0.6675
2013	79	17	0.667
2013	79	18	0.665
2013	79	19	0.663
2013	79	20	0.666
2013	79	21	0.6675
2013	79	22	0.666
2013	79	23	0.661
2013	80	0	0.6625
2013	80	1	0.6625
2013	80	2	0.663
2013	80	3	0.6635
2013	80	4	0.6625
2013	80	5	0.6635
2013	80	6	0.6625
2013	80	7	0.6625
2013	80	8	0.662
2013	80	9	0.6595
2013	80	10	0.6555
2013	80	11	0.658
2013	80	12	0.6565
2013	80	13	0.6545
2013	80	14	0.649
2013	80	15	0.6475
2013	80	16	0.649
2013	80	17	0.6515
2013	80	18	0.648
2013	80	19	0.6455
2013	80	20	0.6455
2013	80	21	0.6475
2013	80	22	0.647
2013	80	23	0.6475
2013	81	0	0.6475
2013	81	1	0.6475
2013	81	2	0.647
2013	81	3	0.6475
2013	81	4	0.6465
2013	81	5	0.646
2013	81	6	0.6465
2013	81	7	0.6455
2013	81	8	0.6475
2013	81	9	0.6435
2013	81	10	0.641
2013	81	11	0.644
2013	81	12	0.6385
2013	81	13	0.6335
2013	81	14	0.6275
2013	81	15	0.6235
2013	81	16	0.623
2013	81	17	0.6235
2013	81	18	0.6195
2013	81	19	0.6215
2013	81	20	0.6225
2013	81	21	0.623
2013	81	22	0.623
2013	81	23	0.623
2013	82	0	0.622
2013	82	1	0.622
2013	82	2	0.623
2013	82	3	0.6225
2013	82	4	0.6245
2013	82	5	0.623
2013	82	6	0.6235
2013	82	7	0.6215
2013	82	8	0.6205
2013	82	9	0.6185
2013	82	10	0.6175
2013	82	11	0.6155
2013	82	12	0.617
2013	82	13	0.6155
2013	82	14	0.609
2013	82	15	0.611
2013	82	16	0.6105
2013	82	17	0.61
2013	82	18	0.612
2013	82	19	0.611
2013	82	20	0.611
2013	82	21	0.6105
2013	82	22	0.61
2013	82	23	0.6105
2013	83	0	0.6105
2013	83	1	0.609
2013	83	2	0.6095
2013	83	3	0.6085
2013	83	4	0.6085
2013	83	5	0.6085
2013	83	6	0.6085
2013	83	7	0.608
2013	83	8	0.606
2013	83	9	0.6055
2013	83	10	0.6045
2013	83	11	0.606
2013	83	12	0.605
2013	83	13	0.603
2013	83	14	0.602
2013	83	15	0.601
2013	83	16	0.6
2013	83	17	0.598
2013	83	18	0.5995
2013	83	19	0.5995
2013	83	20	0.5995
2013	83	21	0.6
2013	83	22	0.5995
2013	83	23	0.598
2013	84	0	0.599
2013	84	1	0.5985
2013	84	2	0.5995
2013	84	3	0.5975
2013	84	4	0.596
2013	84	5	0.594
2013	84	6	0.598
2013	84	7	0.597
2013	84	8	0.5955
2013	84	9	0.5945
2013	84	10	0.5945
2013	84	11	0.596
2013	84	12	0.5955
2013	84	13	0.593
2013	84	14	0.588
2013	84	15	0.584
2013	84	16	0.581
2013	84	17	0.582
2013	84	18	0.583
2013	84	19	0.581
2013	84	20	0.582
2013	84	21	0.5815
2013	84	22	0.5785
2013	84	23	0.58
2013	85	0	0.5805
2013	85	1	0.5805
2013	85	2	0.5795
2013	85	3	0.58
2013	85	4	0.579
2013	85	5	0.5805
2013	85	6	0.583
2013	85	7	0.58
2013	85	8	0.578
2013	85	9	0.573
2013	85	10	0.576
2013	85	11	0.574
2013	85	12	0.576
2013	85	13	0.576
2013	85	14	0.5775
2013	85	15	0.578
2013	85	16	0.578
2013	85	17	0.5775
2013	85	18	0.5765
2013	85	19	0.578
2013	85	20	0.5785
2013	85	21	0.5765
2013	85	22	0.5765
2013	85	23	0.5785
2013	86	0	0.5785
2013	86	1	0.578
2013	86	2	0.5775
2013	86	3	0.577
2013	86	4	0.577
2013	86	5	0.577
2013	86	6	0.577
2013	86	7	0.577
2013	86	8	0.5735
2013	86	9	0.572
2013	86	10	0.5725
2013	86	11	0.5665
2013	86	12	0.565
2013	86	13	0.557
2013	86	14	0.5485
2013	86	15	0.5395
2013	86	16	0.537
2013	86	17	0.539
2013	86	18	0.54
2013	86	19	0.543
2013	86	20	0.5425
2013	86	21	0.543
2013	86	22	0.542
2013	86	23	0.542
2013	87	0	0.542
2013	87	1	0.541
2013	87	2	0.542
2013	87	3	0.542
2013	87	4	0.542
2013	87	5	0.5415
2013	87	6	0.542
2013	87	7	0.5405
2013	87	8	0.5405
2013	87	9	0.536
2013	87	10	0.534
2013	87	11	0.533
2013	87	12	0.53
2013	87	13	0.5235
2013	87	14	0.5225
2013	87	15	0.5185
2013	87	16	0.509
2013	87	17	0.508
2013	87	18	0.5115
2013	87	19	0.514
2013	87	20	0.516
2013	87	21	0.5155
2013	87	22	0.516
2013	87	23	0.5155
2013	88	0	0.516
2013	88	1	0.515
2013	88	2	0.515
2013	88	3	0.515
2013	88	4	0.5155
2013	88	5	0.513
2013	88	6	0.511
2013	88	7	0.513
2013	88	8	0.5135
2013	88	9	0.5085
2013	88	10	0.509
2013	88	11	0.5045
2013	88	12	0.5015
2013	88	13	0.4955
2013	88	14	0.4905
2013	88	15	0.482
2013	88	16	0.478
2013	88	17	0.4755
2013	88	18	0.4755
2013	88	19	0.477
2013	88	20	0.479
2013	88	21	0.4755
2013	88	22	0.474
2013	88	23	0.477
2013	89	0	0.476
2013	89	1	0.4755
2013	89	2	0.474
2013	89	3	0.4715
2013	89	4	0.4665
2013	89	5	0.4645
2013	89	6	0.4675
2013	89	7	0.47
2013	89	8	0.4685
2013	89	9	0.466
2013	89	10	0.4615
2013	89	11	0.453
2013	89	12	0.446
2013	89	13	0.4345
2013	89	14	0.422
2013	89	15	0.4105
2013	89	16	0.4065
2013	89	17	0.406
2013	89	18	0.4025
2013	89	19	0.404
2013	89	20	0.4
2013	89	21	0.4005
2013	89	22	0.401
2013	89	23	0.401
2013	90	0	0.3995
2013	90	1	0.399
2013	90	2	0.3975
2013	90	3	0.395
2013	90	4	0.3955
2013	90	5	0.4005
2013	90	6	0.3985
2013	90	7	0.4085
2013	90	8	0.404
2013	90	9	0.3985
2013	90	10	0.4025
2013	90	11	0.398
2013	90	12	0.3965
2013	90	13	0.3885
2013	90	14	0.3865
2013	90	15	0.3885
2013	90	16	0.3905
2013	90	17	0.3935
2013	90	18	0.3925
2013	90	19	0.3925
2013	90	20	0.3925
2013	90	21	0.3915
2013	90	22	0.392
2013	90	23	0.392
2013	91	0	0.392
2013	91	1	0.394
2013	91	2	0.3925
2013	91	3	0.3905
2013	91	4	0.3905
2013	91	5	0.3925
2013	91	6	0.3915
2013	91	7	0.3905
2013	91	8	0.389
2013	91	9	0.386
2013	91	10	0.387
2013	91	11	0.386
2013	91	12	0.3855
2013	91	13	0.385
2013	91	14	0.38
2013	91	15	0.3815
2013	91	16	0.3815
2013	91	17	0.3835
2013	91	18	0.3845
2013	91	19	0.385
2013	91	20	0.387
2013	91	21	0.3835
2013	91	22	0.3845
2013	91	23	0.386
2013	92	0	0.3815
2013	92	1	0.3845
2013	92	2	0.385
2013	92	3	0.3855
2013	92	4	0.383
2013	92	5	0.385
2013	92	6	0.386
2013	92	7	0.3855
2013	92	8	0.384
2013	92	9	0.3845
2013	92	10	0.3805
2013	92	11	0.3805
2013	92	12	0.381
2013	92	13	0.3755
2013	92	14	0.374
2013	92	15	0.368
2013	92	16	0.3685
2013	92	17	0.376
2013	92	18	0.3735
2013	92	19	0.3755
2013	92	20	0.3755
2013	92	21	0.3775
2013	92	22	0.379
2013	92	23	0.3795
2013	93	0	0.379
2013	93	1	0.3795
2013	93	2	0.3795
2013	93	3	0.3795
2013	93	4	0.3795
2013	93	5	0.38
2013	93	6	0.3815
2013	93	7	0.3775
2013	93	8	0.374
2013	93	9	0.3725
2013	93	10	0.3725
2013	93	11	0.373
2013	93	12	0.368
2013	93	13	0.3655
2013	93	14	0.363
2013	93	15	0.363
2013	93	16	0.362
2013	93	17	0.362
2013	93	18	0.3615
2013	93	19	0.3615
2013	93	20	0.361
2013	93	21	0.3615
2013	93	22	0.3635
2013	93	23	0.363
2013	94	0	0.3615
2013	94	1	0.362
2013	94	2	0.3625
2013	94	3	0.361
2013	94	4	0.3625
2013	94	5	0.361
2013	94	6	0.363
2013	94	7	0.3615
2013	94	8	0.361
2013	94	9	0.358
2013	94	10	0.356
2013	94	11	0.3555
2013	94	12	0.3565
2013	94	13	0.3595
2013	94	14	0.355
2013	94	15	0.3505
2013	94	16	0.3505
2013	94	17	0.352
2013	94	18	0.354
2013	94	19	0.352
2013	94	20	0.3535
2013	94	21	0.3545
2013	94	22	0.353
2013	94	23	0.3515
2013	95	0	0.353
2013	95	1	0.353
2013	95	2	0.353
2013	95	3	0.3535
2013	95	4	0.354
2013	95	5	0.354
2013	95	6	0.353
2013	95	7	0.354
2013	95	8	0.353
2013	95	9	0.351
2013	95	10	0.351
2013	95	11	0.351
2013	95	12	0.348
2013	95	13	0.3475
2013	95	14	0.348
2013	95	15	0.3495
2013	95	16	0.348
2013	95	17	0.3475
2013	95	18	0.345
2013	95	19	0.3465
2013	95	20	0.344
2013	95	21	0.3455
2013	95	22	0.3455
2013	95	23	0.348
2013	96	0	0.3445
2013	96	1	0.345
2013	96	2	0.3465
2013	96	3	0.348
2013	96	4	0.348
2013	96	5	0.35
2013	96	6	0.3505
2013	96	7	0.35
2013	96	8	0.3595
2013	96	9	0.429
2013	96	10	0.4895
2013	96	11	0.5
2013	96	12	0.5145
2013	96	13	0.5165
2013	96	14	0.5165
2013	96	15	0.5025
2013	96	16	0.498
2013	96	17	0.4905
2013	96	18	0.4825
2013	96	19	0.481
2013	96	20	0.4795
2013	96	21	0.4775
2013	96	22	0.4765
2013	96	23	0.4755
2013	97	0	0.477
2013	97	1	0.477
2013	97	2	0.4775
2013	97	3	0.4765
2013	97	4	0.4785
2013	97	5	0.479
2013	97	6	0.477
2013	97	7	0.4745
2013	97	8	0.4725
2013	97	9	0.4675
2013	97	10	0.4565
2013	97	11	0.448
2013	97	12	0.4375
2013	97	13	0.4325
2013	97	14	0.421
2013	97	15	0.416
2013	97	16	0.4165
2013	97	17	0.415
2013	97	18	0.411
2013	97	19	0.4085
2013	97	20	0.4055
2013	97	21	0.425
2013	97	22	0.432
2013	97	23	0.454
2013	98	0	0.4655
2013	98	1	0.4655
2013	98	2	0.457
2013	98	3	0.453
2013	98	4	0.4395
2013	98	5	0.438
2013	98	6	0.4385
2013	98	7	0.454
2013	98	8	0.4535
2013	98	9	0.446
2013	98	10	0.444
2013	98	11	0.4385
2013	98	12	0.4325
2013	98	13	0.4275
2013	98	14	0.42
2013	98	15	0.4125
2013	98	16	0.414
2013	98	17	0.41
2013	98	18	0.4095
2013	98	19	0.4085
2013	98	20	0.407
2013	98	21	0.408
2013	98	22	0.408
2013	98	23	0.407
2013	99	0	0.407
2013	99	1	0.406
2013	99	2	0.406
2013	99	3	0.406
2013	99	4	0.4055
2013	99	5	0.4055
2013	99	6	0.4055
2013	99	7	0.405
2013	99	8	0.4045
2013	99	9	0.405
2013	99	10	NA
2013	99	11	NA
2013	99	12	NA
2013	99	13	NA
2013	99	14	NA
2013	99	15	NA
2013	99	16	NA
2013	99	17	NA
2013	99	18	NA
2013	99	19	NA
2013	99	20	NA
2013	99	21	NA
2013	99	22	NA
2013	99	23	NA
2013	100	0	NA
2013	100	1	NA
2013	100	2	NA
2013	100	3	NA
2013	100	4	NA
2013	100	5	NA
2013	100	6	NA
2013	100	7	NA
2013	100	8	NA
2013	100	9	NA
2013	100	10	NA
2013	100	11	NA
2013	100	12	NA
2013	100	13	NA
2013	100	14	NA
2013	100	15	NA
2013	100	16	NA
2013	100	17	NA
2013	100	18	NA
2013	100	19	NA
2013	100	20	NA
2013	100	21	NA
2013	100	22	NA
2013	100	23	NA
2013	101	0	NA
2013	101	1	NA
2013	101	2	NA
2013	101	3	NA
2013	101	4	NA
2013	101	5	NA
2013	101	6	NA
2013	101	7	NA
2013	101	8	NA
2013	101	9	NA
2013	101	10	NA
2013	101	11	NA
2013	101	12	NA
2013	101	13	NA
2013	101	14	NA
2013	101	15	NA
2013	101	16	NA
2013	101	17	NA
2013	101	18	NA
2013	101	19	NA
2013	101	20	NA
2013	101	21	NA
2013	101	22	NA
2013	101	23	NA
2013	102	0	NA
2013	102	1	NA
2013	102	2	NA
2013	102	3	NA
2013	102	4	NA
2013	102	5	NA
2013	102	6	NA
2013	102	7	NA
2013	102	8	NA
2013	102	9	NA
2013	102	10	NA
2013	102	11	NA
2013	102	12	NA
2013	102	13	NA
2013	102	14	NA
2013	102	15	NA
2013	102	16	NA
2013	102	17	NA
2013	102	18	NA
2013	102	19	NA
2013	102	20	NA
2013	102	21	NA
2013	102	22	NA
2013	102	23	NA
2013	103	0	NA
2013	103	1	NA
2013	103	2	NA
2013	103	3	NA
2013	103	4	NA
2013	103	5	NA
2013	103	6	NA
2013	103	7	NA
2013	103	8	NA
2013	103	9	NA
2013	103	10	NA
2013	103	11	NA
2013	103	12	NA
2013	103	13	NA
2013	103	14	NA
2013	103	15	NA
2013	103	16	NA
2013	103	17	NA
2013	103	18	NA
2013	103	19	NA
2013	103	20	NA
2013	103	21	NA
2013	103	22	NA
2013	103	23	NA
2013	104	0	NA
2013	104	1	NA
2013	104	2	NA
2013	104	3	NA
2013	104	4	NA
2013	104	5	NA
2013	104	6	NA
2013	104	7	NA
2013	104	8	NA
2013	104	9	NA
2013	104	10	NA
2013	104	11	NA
2013	104	12	NA
2013	104	13	NA
2013	104	14	NA
2013	104	15	NA
2013	104	16	NA
2013	104	17	NA
2013	104	18	NA
2013	104	19	NA
2013	104	20	NA
2013	104	21	NA
2013	104	22	NA
2013	104	23	NA
2013	105	0	NA
2013	105	1	NA
2013	105	2	NA
2013	105	3	NA
2013	105	4	NA
2013	105	5	NA
2013	105	6	NA
2013	105	7	NA
2013	105	8	NA
2013	105	9	NA
2013	105	10	NA
2013	105	11	NA
2013	105	12	NA
2013	105	13	NA
2013	105	14	NA
2013	105	15	NA
2013	105	16	NA
2013	105	17	NA
2013	105	18	NA
2013	105	19	NA
2013	105	20	NA
2013	105	21	NA
2013	105	22	NA
2013	105	23	NA
2013	106	0	NA
2013	106	1	NA
