year	doy	hour	CAM1_DBTCDT
2011	315	12	-0.0045
2011	315	13	-0.006
2011	315	14	-0.0035
2011	315	15	-0.0065
2011	315	16	-0.0075
2011	315	17	-0.003
2011	315	18	-0.002
2011	315	19	-5e-04
2011	315	20	0
2011	315	21	-5e-04
2011	315	22	-0.002
2011	315	23	-0.002
2011	316	0	-0.001
2011	316	1	-0.0025
2011	316	2	-5e-04
2011	316	3	-0.0015
2011	316	4	-5e-04
2011	316	5	-0.0025
2011	316	6	-0.003
2011	316	7	-5e-04
2011	316	8	-0.001
2011	316	9	-0.0045
2011	316	10	-0.0055
2011	316	11	-0.0025
2011	316	12	-0.0035
2011	316	13	-0.003
2011	316	14	-0.0035
2011	316	15	-0.005
2011	316	16	-0.0045
2011	316	17	-0.0035
2011	316	18	-0.006
2011	316	19	-0.001
2011	316	20	-0.0015
2011	316	21	-0.0035
2011	316	22	-0.0055
2011	316	23	-0.0025
2011	317	0	-0.0055
2011	317	1	-0.002
2011	317	2	-0.001
2011	317	3	-0.003
2011	317	4	-0.0025
2011	317	5	-0.0025
2011	317	6	-0.005
2011	317	7	-5e-04
2011	317	8	0
2011	317	9	5e-04
2011	317	10	5e-04
2011	317	11	-5e-04
2011	317	12	0
2011	317	13	5e-04
2011	317	14	5e-04
2011	317	15	5e-04
2011	317	16	-5e-04
2011	317	17	-5e-04
2011	317	18	5e-04
2011	317	19	-5e-04
2011	317	20	-0.0025
2011	317	21	-5e-04
2011	317	22	-5e-04
2011	317	23	-0.0015
2011	318	0	-0.002
2011	318	1	-0.001
2011	318	2	5e-04
2011	318	3	-0.0015
2011	318	4	-0.0025
2011	318	5	-0.0025
2011	318	6	-0.0015
2011	318	7	0
2011	318	8	5e-04
2011	318	9	5e-04
2011	318	10	-0.0025
2011	318	11	-0.0025
2011	318	12	-0.006
2011	318	13	-0.003
2011	318	14	-0.002
2011	318	15	-0.002
2011	318	16	-0.0055
2011	318	17	-0.003
2011	318	18	-0.002
2011	318	19	-0.002
2011	318	20	-0.003
2011	318	21	-0.0015
2011	318	22	-0.003
2011	318	23	-0.002
2011	319	0	-0.0015
2011	319	1	-0.003
2011	319	2	-5e-04
2011	319	3	-0.0025
2011	319	4	-0.0025
2011	319	5	-0.0025
2011	319	6	-0.0035
2011	319	7	-0.0015
2011	319	8	5e-04
2011	319	9	-5e-04
2011	319	10	-0.005
2011	319	11	-0.0055
2011	319	12	-0.001
2011	319	13	-0.002
2011	319	14	-0.002
2011	319	15	-5e-04
2011	319	16	-0.001
2011	319	17	0
2011	319	18	0.004
2011	319	19	0.001
2011	319	20	0.0065
2011	319	21	0.0215
2011	319	22	0.024
2011	319	23	0.0225
2011	320	0	0.022
2011	320	1	0.021
2011	320	2	0.0205
2011	320	3	0.02
2011	320	4	0.0155
2011	320	5	0.0145
2011	320	6	0.006
2011	320	7	0.0035
2011	320	8	0.015
2011	320	9	0.0115
2011	320	10	0.0125
2011	320	11	0.014
2011	320	12	0.015
2011	320	13	0.0165
2011	320	14	0.0155
2011	320	15	0.016
2011	320	16	0.015
2011	320	17	0.0085
2011	320	18	0.0085
2011	320	19	0.0135
2011	320	20	0.014
2011	320	21	0.014
2011	320	22	0.0135
2011	320	23	0.0155
2011	321	0	0.016
2011	321	1	0.017
2011	321	2	0.017
2011	321	3	0.018
2011	321	4	0.019
2011	321	5	0.0185
2011	321	6	0.0155
2011	321	7	0.0165
2011	321	8	0.018
2011	321	9	0.0165
2011	321	10	0.0165
2011	321	11	0.011
2011	321	12	0.0135
2011	321	13	0.016
2011	321	14	0.0155
2011	321	15	0.0175
2011	321	16	0.015
2011	321	17	0.02
2011	321	18	0.0235
2011	321	19	0.024
2011	321	20	0.024
2011	321	21	0.022
2011	321	22	0.022
2011	321	23	0.022
2011	322	0	0.021
2011	322	1	0.021
2011	322	2	0.0205
2011	322	3	0.0205
2011	322	4	0.0185
2011	322	5	0.0205
2011	322	6	0.0195
2011	322	7	0.0205
2011	322	8	0.0215
2011	322	9	0.0215
2011	322	10	0.021
2011	322	11	0.021
2011	322	12	0.0215
2011	322	13	0.0285
2011	322	14	0.037
2011	322	15	0.046
2011	322	16	0.0495
2011	322	17	0.061
2011	322	18	0.0575
2011	322	19	0.059
2011	322	20	0.058
2011	322	21	0.0585
2011	322	22	0.058
2011	322	23	0.0575
2011	323	0	0.0585
2011	323	1	0.059
2011	323	2	0.0595
2011	323	3	0.059
2011	323	4	0.059
2011	323	5	0.0585
2011	323	6	0.0585
2011	323	7	0.0585
2011	323	8	0.0575
2011	323	9	0.0575
2011	323	10	0.057
2011	323	11	0.0565
2011	323	12	0.056
2011	323	13	0.056
2011	323	14	0.0555
2011	323	15	0.056
2011	323	16	0.055
2011	323	17	0.055
2011	323	18	0.055
2011	323	19	0.0535
2011	323	20	0.054
2011	323	21	0.0535
2011	323	22	0.0535
2011	323	23	0.0535
2011	324	0	0.0525
2011	324	1	0.0525
2011	324	2	0.055
2011	324	3	0.0535
2011	324	4	0.0555
2011	324	5	0.054
2011	324	6	0.053
2011	324	7	0.0535
2011	324	8	0.05
2011	324	9	0.0475
2011	324	10	0.047
2011	324	11	0.048
2011	324	12	0.044
2011	324	13	0.045
2011	324	14	0.046
2011	324	15	0.046
2011	324	16	0.0475
2011	324	17	0.0495
2011	324	18	0.0505
2011	324	19	0.052
2011	324	20	0.0515
2011	324	21	0.0515
2011	324	22	0.0515
2011	324	23	0.0505
2011	325	0	0.051
2011	325	1	0.0505
2011	325	2	0.0515
2011	325	3	0.046
2011	325	4	0.048
2011	325	5	0.0485
2011	325	6	0.0535
2011	325	7	0.0525
2011	325	8	0.0525
2011	325	9	0.0505
2011	325	10	0.0515
2011	325	11	0.051
2011	325	12	0.051
2011	325	13	0.0505
2011	325	14	0.05
2011	325	15	0.051
2011	325	16	0.0505
2011	325	17	0.051
2011	325	18	0.051
2011	325	19	0.051
2011	325	20	0.0505
2011	325	21	0.0505
2011	325	22	0.051
2011	325	23	0.051
2011	326	0	0.05
2011	326	1	0.0505
2011	326	2	0.0505
2011	326	3	0.05
2011	326	4	0.05
2011	326	5	0.05
2011	326	6	0.0495
2011	326	7	0.05
2011	326	8	0.0495
2011	326	9	0.0495
2011	326	10	0.049
2011	326	11	0.0445
2011	326	12	0.0405
2011	326	13	0.039
2011	326	14	0.034
2011	326	15	0.0325
2011	326	16	0.031
2011	326	17	0.031
2011	326	18	0.0295
2011	326	19	0.0305
2011	326	20	0.032
2011	326	21	0.0295
2011	326	22	0.031
2011	326	23	0.0305
2011	327	0	0.03
2011	327	1	0.03
2011	327	2	0.0305
2011	327	3	0.03
2011	327	4	0.0305
2011	327	5	0.0305
2011	327	6	0.03
2011	327	7	0.03
2011	327	8	0.03
2011	327	9	0.029
2011	327	10	0.0275
2011	327	11	0.0285
2011	327	12	0.0235
2011	327	13	0.0235
2011	327	14	0.0185
2011	327	15	0.022
2011	327	16	0.024
2011	327	17	0.027
2011	327	18	0.028
2011	327	19	0.0265
2011	327	20	0.027
2011	327	21	0.0275
2011	327	22	0.026
2011	327	23	0.025
2011	328	0	0.032
2011	328	1	0.0255
2011	328	2	0.024
2011	328	3	0.025
2011	328	4	0.025
2011	328	5	0.025
2011	328	6	0.0245
2011	328	7	0.024
2011	328	8	0.0255
2011	328	9	0.029
2011	328	10	0.029
2011	328	11	0.029
2011	328	12	0.0255
2011	328	13	0.016
2011	328	14	0.0185
2011	328	15	0.0215
2011	328	16	0.0235
2011	328	17	0.0265
2011	328	18	0.0275
2011	328	19	0.029
2011	328	20	0.028
2011	328	21	0.0275
2011	328	22	0.028
2011	328	23	0.028
2011	329	0	0.0275
2011	329	1	0.0275
2011	329	2	0.0285
2011	329	3	0.028
2011	329	4	0.025
2011	329	5	0.025
2011	329	6	0.0265
2011	329	7	0.0265
2011	329	8	0.0285
2011	329	9	0.0275
2011	329	10	0.0265
2011	329	11	0.0265
2011	329	12	0.027
2011	329	13	0.027
2011	329	14	0.027
2011	329	15	0.027
2011	329	16	0.0225
2011	329	17	0.0255
2011	329	18	0.027
2011	329	19	0.0265
2011	329	20	0.0255
2011	329	21	0.0245
2011	329	22	0.025
2011	329	23	0.024
2011	330	0	0.0235
2011	330	1	0.0235
2011	330	2	0.0175
2011	330	3	0.0175
2011	330	4	0.018
2011	330	5	0.0185
2011	330	6	0.0165
2011	330	7	0.008
2011	330	8	0.0205
2011	330	9	0.03
2011	330	10	0.0315
2011	330	11	0.034
2011	330	12	0.0415
2011	330	13	0.0395
2011	330	14	0.041
2011	330	15	0.042
2011	330	16	0.044
2011	330	17	0.044
2011	330	18	0.047
2011	330	19	0.0475
2011	330	20	0.048
2011	330	21	0.0475
2011	330	22	0.048
2011	330	23	0.0475
2011	331	0	0.0485
2011	331	1	0.048
2011	331	2	0.0485
2011	331	3	0.048
2011	331	4	0.0495
2011	331	5	0.0495
2011	331	6	0.05
2011	331	7	0.048
2011	331	8	0.0465
2011	331	9	0.047
2011	331	10	0.0465
2011	331	11	0.0465
2011	331	12	0.0465
2011	331	13	0.046
2011	331	14	0.046
2011	331	15	0.046
2011	331	16	0.0455
2011	331	17	0.046
2011	331	18	0.0455
2011	331	19	0.0445
2011	331	20	0.044
2011	331	21	0.0445
2011	331	22	0.044
2011	331	23	0.044
2011	332	0	0.043
2011	332	1	0.043
2011	332	2	0.0425
2011	332	3	0.043
2011	332	4	0.0415
2011	332	5	0.0405
2011	332	6	0.04
2011	332	7	0.0425
2011	332	8	0.0435
2011	332	9	0.043
2011	332	10	0.0435
2011	332	11	0.0425
2011	332	12	0.039
2011	332	13	0.04
2011	332	14	0.0355
2011	332	15	0.0385
2011	332	16	0.0385
2011	332	17	0.039
2011	332	18	0.044
2011	332	19	0.0375
2011	332	20	0.0335
2011	332	21	0.0385
2011	332	22	0.04
2011	332	23	0.036
2011	333	0	0.0385
2011	333	1	0.036
2011	333	2	0.037
2011	333	3	0.04
2011	333	4	0.0375
2011	333	5	0.04
2011	333	6	0.0395
2011	333	7	0.04
2011	333	8	0.0405
2011	333	9	0.0345
2011	333	10	0.0335
2011	333	11	0.0355
2011	333	12	0.03
2011	333	13	0.034
2011	333	14	0.0295
2011	333	15	0.033
2011	333	16	0.035
2011	333	17	0.038
2011	333	18	0.037
2011	333	19	0.0375
2011	333	20	0.039
2011	333	21	0.039
2011	333	22	0.0385
2011	333	23	0.037
2011	334	0	0.0335
2011	334	1	0.036
2011	334	2	0.0365
2011	334	3	0.0375
2011	334	4	0.0395
2011	334	5	0.04
2011	334	6	0.0395
2011	334	7	0.041
2011	334	8	0.0415
2011	334	9	0.0405
2011	334	10	0.0405
2011	334	11	0.0395
2011	334	12	0.0405
2011	334	13	0.0395
2011	334	14	0.0405
2011	334	15	0.041
2011	334	16	0.041
2011	334	17	0.041
2011	334	18	0.0415
2011	334	19	0.041
2011	334	20	0.041
2011	334	21	0.041
2011	334	22	0.0405
2011	334	23	0.04
2011	335	0	0.0395
2011	335	1	0.0405
2011	335	2	0.04
2011	335	3	0.0385
2011	335	4	0.037
2011	335	5	0.038
2011	335	6	0.0355
2011	335	7	0.0345
2011	335	8	0.037
2011	335	9	0.035
2011	335	10	0.0345
2011	335	11	0.0305
2011	335	12	0.032
2011	335	13	0.0335
2011	335	14	0.0335
2011	335	15	0.032
2011	335	16	0.031
2011	335	17	0.0305
2011	335	18	0.0345
2011	335	19	0.0355
2011	335	20	0.0375
2011	335	21	0.0365
2011	335	22	0.037
2011	335	23	0.037
2011	336	0	0.0375
2011	336	1	0.0375
2011	336	2	0.0375
2011	336	3	0.037
2011	336	4	0.0365
2011	336	5	0.0375
2011	336	6	0.0365
2011	336	7	0.039
2011	336	8	0.0405
2011	336	9	0.041
2011	336	10	0.0395
2011	336	11	0.0385
2011	336	12	0.0385
2011	336	13	0.0375
2011	336	14	0.0375
2011	336	15	0.036
2011	336	16	0.034
2011	336	17	0.036
2011	336	18	0.0325
2011	336	19	0.0345
2011	336	20	0.0375
2011	336	21	0.0335
2011	336	22	0.0365
2011	336	23	0.0375
2011	337	0	0.0355
2011	337	1	0.037
2011	337	2	0.039
2011	337	3	0.035
2011	337	4	0.037
2011	337	5	0.0365
2011	337	6	0.035
2011	337	7	0.0375
2011	337	8	0.04
2011	337	9	0.0405
2011	337	10	0.039
2011	337	11	0.0385
2011	337	12	0.0405
2011	337	13	0.039
2011	337	14	0.041
2011	337	15	0.04
2011	337	16	0.04
2011	337	17	0.04
2011	337	18	0.04
2011	337	19	0.04
2011	337	20	0.04
2011	337	21	0.04
2011	337	22	0.039
2011	337	23	0.0385
2011	338	0	0.039
2011	338	1	0.0405
2011	338	2	0.0385
2011	338	3	0.04
2011	338	4	0.038
2011	338	5	0.0365
2011	338	6	0.039
2011	338	7	0.04
2011	338	8	0.0355
2011	338	9	0.037
2011	338	10	0.04
2011	338	11	0.0365
2011	338	12	0.0375
2011	338	13	0.0385
2011	338	14	0.042
2011	338	15	0.0435
2011	338	16	0.0405
2011	338	17	0.046
2011	338	18	0.045
2011	338	19	0.041
2011	338	20	0.04
2011	338	21	0.0435
2011	338	22	0.0435
2011	338	23	0.044
2011	339	0	0.047
2011	339	1	0.048
2011	339	2	0.0465
2011	339	3	0.0455
2011	339	4	0.046
2011	339	5	0.0505
2011	339	6	0.0455
2011	339	7	0.046
2011	339	8	0.0385
2011	339	9	0.039
2011	339	10	0.04
2011	339	11	0.0465
2011	339	12	0.044
2011	339	13	0.0405
2011	339	14	0.04
2011	339	15	0.043
2011	339	16	0.039
2011	339	17	0.04
2011	339	18	0.039
2011	339	19	0.0435
2011	339	20	0.0445
2011	339	21	0.0455
2011	339	22	0.044
2011	339	23	0.046
2011	340	0	0.0465
2011	340	1	0.0475
2011	340	2	0.046
2011	340	3	0.047
2011	340	4	0.0475
2011	340	5	0.048
2011	340	6	0.0485
2011	340	7	0.0465
2011	340	8	0.049
2011	340	9	0.0445
2011	340	10	0.044
2011	340	11	0.0445
2011	340	12	0.0435
2011	340	13	0.0435
2011	340	14	0.047
2011	340	15	0.047
2011	340	16	0.047
2011	340	17	0.0475
2011	340	18	0.048
2011	340	19	0.046
2011	340	20	0.0445
2011	340	21	0.047
2011	340	22	0.048
2011	340	23	0.0495
2011	341	0	0.0495
2011	341	1	0.05
2011	341	2	0.049
2011	341	3	0.0505
2011	341	4	0.048
2011	341	5	0.047
2011	341	6	0.046
2011	341	7	0.0455
2011	341	8	0.046
2011	341	9	0.046
2011	341	10	0.043
2011	341	11	0.041
2011	341	12	0.0395
2011	341	13	0.043
2011	341	14	0.0445
2011	341	15	0.0495
2011	341	16	0.05
2011	341	17	0.048
2011	341	18	0.044
2011	341	19	0.066
2011	341	20	0.0695
2011	341	21	0.066
2011	341	22	0.066
2011	341	23	0.067
2011	342	0	0.0505
2011	342	1	0.0585
2011	342	2	0.0545
2011	342	3	0.054
2011	342	4	0.0515
2011	342	5	0.0455
2011	342	6	0.0515
2011	342	7	0.0655
2011	342	8	0.067
2011	342	9	0.07
2011	342	10	0.0715
2011	342	11	0.0735
2011	342	12	0.0735
2011	342	13	0.074
2011	342	14	0.074
2011	342	15	0.074
2011	342	16	0.0695
2011	342	17	0.0685
2011	342	18	0.07
2011	342	19	0.069
2011	342	20	0.0695
2011	342	21	0.069
2011	342	22	0.07
2011	342	23	0.071
2011	343	0	0.07
2011	343	1	0.07
2011	343	2	0.0685
2011	343	3	0.071
2011	343	4	0.07
2011	343	5	0.0705
2011	343	6	0.0695
2011	343	7	0.072
2011	343	8	0.0725
2011	343	9	0.0715
2011	343	10	0.07
2011	343	11	0.0695
2011	343	12	0.0695
2011	343	13	0.0705
2011	343	14	0.07
2011	343	15	0.0715
2011	343	16	0.0665
2011	343	17	0.0695
2011	343	18	0.0705
2011	343	19	0.0725
2011	343	20	0.069
2011	343	21	0.072
2011	343	22	0.07
2011	343	23	0.07
2011	344	0	0.0745
2011	344	1	0.073
2011	344	2	0.0725
2011	344	3	0.0735
2011	344	4	0.0715
2011	344	5	0.072
2011	344	6	0.071
2011	344	7	0.071
2011	344	8	0.072
2011	344	9	0.07
2011	344	10	0.0655
2011	344	11	0.0655
2011	344	12	0.064
2011	344	13	0.0655
2011	344	14	0.0655
2011	344	15	0.0645
2011	344	16	0.0645
2011	344	17	0.067
2011	344	18	0.068
2011	344	19	0.0685
2011	344	20	0.069
2011	344	21	0.068
2011	344	22	0.0655
2011	344	23	0.068
2011	345	0	0.065
2011	345	1	0.065
2011	345	2	0.063
2011	345	3	0.066
2011	345	4	0.065
2011	345	5	0.065
2011	345	6	0.065
2011	345	7	0.067
2011	345	8	0.0665
2011	345	9	0.0645
2011	345	10	0.0625
2011	345	11	0.062
2011	345	12	0.0635
2011	345	13	0.0615
2011	345	14	0.0615
2011	345	15	0.062
2011	345	16	0.064
2011	345	17	0.065
2011	345	18	0.0665
2011	345	19	0.067
2011	345	20	0.0645
2011	345	21	0.065
2011	345	22	0.0675
2011	345	23	0.067
2011	346	0	0.0685
2011	346	1	0.068
2011	346	2	0.0675
2011	346	3	0.0665
2011	346	4	0.0655
2011	346	5	0.065
2011	346	6	0.0655
2011	346	7	0.0655
2011	346	8	0.0665
2011	346	9	0.0655
2011	346	10	0.066
2011	346	11	0.0655
2011	346	12	0.066
2011	346	13	0.065
2011	346	14	0.066
2011	346	15	0.0655
2011	346	16	0.066
2011	346	17	0.0645
2011	346	18	0.065
2011	346	19	0.064
2011	346	20	0.064
2011	346	21	0.064
2011	346	22	0.064
2011	346	23	0.065
2011	347	0	0.064
2011	347	1	0.064
2011	347	2	0.063
2011	347	3	0.064
2011	347	4	0.063
2011	347	5	0.063
2011	347	6	0.063
2011	347	7	0.0635
2011	347	8	0.063
2011	347	9	0.0645
2011	347	10	0.065
2011	347	11	0.0645
2011	347	12	0.0635
2011	347	13	0.063
2011	347	14	0.064
2011	347	15	0.064
2011	347	16	0.0645
2011	347	17	0.0645
2011	347	18	0.0655
2011	347	19	0.0655
2011	347	20	0.0645
2011	347	21	0.065
2011	347	22	0.065
2011	347	23	0.0655
2011	348	0	0.068
2011	348	1	0.0685
2011	348	2	0.069
2011	348	3	0.069
2011	348	4	0.068
2011	348	5	0.068
2011	348	6	0.068
2011	348	7	0.0675
2011	348	8	0.067
2011	348	9	0.068
2011	348	10	0.0675
2011	348	11	0.0645
2011	348	12	0.0635
2011	348	13	0.0625
2011	348	14	0.0625
2011	348	15	0.062
2011	348	16	0.0615
2011	348	17	0.0615
2011	348	18	0.062
2011	348	19	0.061
2011	348	20	0.061
2011	348	21	0.0605
2011	348	22	0.06
2011	348	23	0.061
2011	349	0	0.0615
2011	349	1	0.06
2011	349	2	0.06
2011	349	3	0.057
2011	349	4	0.055
2011	349	5	0.055
2011	349	6	0.058
2011	349	7	0.059
2011	349	8	0.0535
2011	349	9	0.052
2011	349	10	0.055
2011	349	11	0.0565
2011	349	12	0.056
2011	349	13	0.0645
2011	349	14	0.0675
2011	349	15	0.068
2011	349	16	0.0695
2011	349	17	0.067
2011	349	18	0.0685
2011	349	19	0.0675
2011	349	20	0.0675
2011	349	21	0.0675
2011	349	22	0.0675
2011	349	23	0.0685
2011	350	0	0.069
2011	350	1	0.069
2011	350	2	0.0685
2011	350	3	0.068
2011	350	4	0.0695
2011	350	5	0.069
2011	350	6	0.069
2011	350	7	0.0685
2011	350	8	0.068
2011	350	9	0.0685
2011	350	10	0.067
2011	350	11	0.062
2011	350	12	0.0635
2011	350	13	0.0645
2011	350	14	0.0665
2011	350	15	0.0655
2011	350	16	0.0655
2011	350	17	0.0685
2011	350	18	0.0685
2011	350	19	0.068
2011	350	20	0.069
2011	350	21	0.0685
2011	350	22	0.0695
2011	350	23	0.069
2011	351	0	0.0695
2011	351	1	0.0715
2011	351	2	0.0715
2011	351	3	0.0685
2011	351	4	0.067
2011	351	5	0.068
2011	351	6	0.0685
2011	351	7	0.0645
2011	351	8	0.065
2011	351	9	0.065
2011	351	10	0.0655
2011	351	11	0.065
2011	351	12	0.0655
2011	351	13	0.065
2011	351	14	0.0675
2011	351	15	0.0675
2011	351	16	0.068
2011	351	17	0.068
2011	351	18	0.0665
2011	351	19	0.0615
2011	351	20	0.062
2011	351	21	0.065
2011	351	22	0.068
2011	351	23	0.0685
2011	352	0	0.066
2011	352	1	0.07
2011	352	2	0.0645
2011	352	3	0.069
2011	352	4	0.067
2011	352	5	0.0675
2011	352	6	0.076
2011	352	7	0.067
2011	352	8	0.069
2011	352	9	0.0695
2011	352	10	0.067
2011	352	11	0.0635
2011	352	12	0.067
2011	352	13	0.0655
2011	352	14	0.067
2011	352	15	0.0655
2011	352	16	0.0665
2011	352	17	0.067
2011	352	18	0.067
2011	352	19	0.067
2011	352	20	0.0685
2011	352	21	0.0705
2011	352	22	0.07
2011	352	23	0.07
2011	353	0	0.07
2011	353	1	0.0705
2011	353	2	0.0705
2011	353	3	0.0705
2011	353	4	0.0695
2011	353	5	0.07
2011	353	6	0.0695
2011	353	7	0.07
2011	353	8	0.07
2011	353	9	0.07
2011	353	10	0.07
2011	353	11	0.07
2011	353	12	0.07
2011	353	13	0.069
2011	353	14	0.069
2011	353	15	0.0695
2011	353	16	0.07
2011	353	17	0.07
2011	353	18	0.0695
2011	353	19	0.07
2011	353	20	0.0695
2011	353	21	0.07
2011	353	22	0.0695
2011	353	23	0.0695
2011	354	0	0.0695
2011	354	1	0.066
2011	354	2	0.0655
2011	354	3	0.0695
2011	354	4	0.067
2011	354	5	0.0655
2011	354	6	0.0685
2011	354	7	0.067
2011	354	8	0.068
2011	354	9	0.0715
2011	354	10	0.0705
2011	354	11	0.068
2011	354	12	0.0685
2011	354	13	0.0685
2011	354	14	0.068
2011	354	15	0.067
2011	354	16	0.067
2011	354	17	0.071
2011	354	18	0.07
2011	354	19	0.071
2011	354	20	0.069
2011	354	21	0.0705
2011	354	22	0.071
2011	354	23	0.072
2011	355	0	0.07
2011	355	1	0.071
2011	355	2	0.0705
2011	355	3	0.0695
2011	355	4	0.07
2011	355	5	0.0715
2011	355	6	0.07
2011	355	7	0.071
2011	355	8	0.072
2011	355	9	0.072
2011	355	10	0.072
2011	355	11	0.071
2011	355	12	0.0715
2011	355	13	0.071
2011	355	14	0.0715
2011	355	15	0.071
2011	355	16	0.071
2011	355	17	0.07
2011	355	18	0.0695
2011	355	19	0.0685
2011	355	20	0.069
2011	355	21	0.069
2011	355	22	0.069
2011	355	23	0.0685
2011	356	0	0.0685
2011	356	1	0.0685
2011	356	2	0.0665
2011	356	3	0.0665
2011	356	4	0.0675
2011	356	5	0.0675
2011	356	6	0.0685
2011	356	7	0.072
2011	356	8	0.071
2011	356	9	0.071
2011	356	10	0.0705
2011	356	11	0.069
2011	356	12	0.0705
2011	356	13	0.0685
2011	356	14	0.0675
2011	356	15	0.068
2011	356	16	0.0685
2011	356	17	0.068
2011	356	18	0.068
2011	356	19	0.07
2011	356	20	0.0695
2011	356	21	0.07
2011	356	22	0.0675
2011	356	23	0.065
2011	357	0	0.066
2011	357	1	0.0675
2011	357	2	0.068
2011	357	3	0.069
2011	357	4	0.069
2011	357	5	0.0675
2011	357	6	0.0705
2011	357	7	0.0785
2011	357	8	0.0765
2011	357	9	0.092
2011	357	10	0.0945
2011	357	11	0.0745
2011	357	12	0.093
2011	357	13	0.094
2011	357	14	0.097
2011	357	15	0.0985
2011	357	16	0.099
2011	357	17	0.098
2011	357	18	0.098
2011	357	19	0.0985
2011	357	20	0.0985
2011	357	21	0.0995
2011	357	22	0.1
2011	357	23	0.1005
2011	358	0	0.0995
2011	358	1	0.0995
2011	358	2	0.1
2011	358	3	0.1
2011	358	4	0.0995
2011	358	5	0.098
2011	358	6	0.098
2011	358	7	0.0925
2011	358	8	0.0955
2011	358	9	0.096
2011	358	10	0.0955
2011	358	11	0.092
2011	358	12	0.0945
2011	358	13	0.095
2011	358	14	0.0975
2011	358	15	0.0975
2011	358	16	0.0975
2011	358	17	0.096
2011	358	18	0.094
2011	358	19	0.093
2011	358	20	0.091
2011	358	21	0.095
2011	358	22	0.094
2011	358	23	0.095
2011	359	0	0.096
2011	359	1	0.104
2011	359	2	0.1035
2011	359	3	0.103
2011	359	4	0.09
2011	359	5	0.0965
2011	359	6	0.098
2011	359	7	0.1
2011	359	8	0.0995
2011	359	9	0.101
2011	359	10	0.101
2011	359	11	0.1035
2011	359	12	0.1015
2011	359	13	0.1015
2011	359	14	0.099
2011	359	15	0.099
2011	359	16	0.098
2011	359	17	0.1015
2011	359	18	0.1
2011	359	19	0.1005
2011	359	20	0.1015
2011	359	21	0.099
2011	359	22	0.0995
2011	359	23	0.1
2011	360	0	0.1015
2011	360	1	0.0995
2011	360	2	0.1015
2011	360	3	0.098
2011	360	4	0.0965
2011	360	5	0.1005
2011	360	6	0.0975
2011	360	7	0.101
2011	360	8	0.1
2011	360	9	0.099
2011	360	10	0.099
2011	360	11	0.097
2011	360	12	0.099
2011	360	13	0.0975
2011	360	14	0.099
2011	360	15	0.096
2011	360	16	0.1005
2011	360	17	0.0975
2011	360	18	0.0985
2011	360	19	0.0955
2011	360	20	0.094
2011	360	21	0.0935
2011	360	22	0.0925
2011	360	23	0.0925
2011	361	0	0.0925
2011	361	1	0.092
2011	361	2	0.0925
2011	361	3	0.0915
2011	361	4	0.092
2011	361	5	0.09
2011	361	6	0.091
2011	361	7	0.091
2011	361	8	0.09
2011	361	9	0.09
2011	361	10	0.09
2011	361	11	0.09
2011	361	12	0.0885
2011	361	13	0.0885
2011	361	14	0.0895
2011	361	15	0.091
2011	361	16	0.0865
2011	361	17	0.0885
2011	361	18	0.0915
2011	361	19	0.094
2011	361	20	0.091
2011	361	21	0.0915
2011	361	22	0.0895
2011	361	23	0.0905
2011	362	0	0.0885
2011	362	1	0.091
2011	362	2	0.09
2011	362	3	0.0915
2011	362	4	0.0925
2011	362	5	0.092
2011	362	6	0.091
2011	362	7	0.0905
2011	362	8	0.0915
2011	362	9	0.0905
2011	362	10	0.089
2011	362	11	0.088
2011	362	12	0.089
2011	362	13	0.0835
2011	362	14	0.09
2011	362	15	0.0915
2011	362	16	0.0925
2011	362	17	0.092
2011	362	18	0.09
2011	362	19	0.091
2011	362	20	0.0925
2011	362	21	0.092
2011	362	22	0.0915
2011	362	23	0.0915
2011	363	0	0.089
2011	363	1	0.092
2011	363	2	0.0985
2011	363	3	0.0985
2011	363	4	0.099
2011	363	5	0.1
2011	363	6	0.1
2011	363	7	0.1
2011	363	8	0.0995
2011	363	9	0.0995
2011	363	10	0.0995
2011	363	11	0.0995
2011	363	12	0.0985
2011	363	13	0.099
2011	363	14	0.099
2011	363	15	0.099
2011	363	16	0.099
2011	363	17	0.098
2011	363	18	0.094
2011	363	19	0.0965
2011	363	20	0.0965
2011	363	21	0.097
2011	363	22	0.1
2011	363	23	0.1005
2011	364	0	0.1015
2011	364	1	0.0975
2011	364	2	0.099
2011	364	3	0.0985
2011	364	4	0.099
2011	364	5	0.099
2011	364	6	0.099
2011	364	7	0.099
2011	364	8	0.0985
2011	364	9	0.099
2011	364	10	0.097
2011	364	11	0.099
2011	364	12	0.096
2011	364	13	0.097
2011	364	14	0.0985
2011	364	15	0.099
2011	364	16	0.095
2011	364	17	0.0985
2011	364	18	0.097
2011	364	19	0.095
2011	364	20	0.0955
2011	364	21	0.097
2011	364	22	0.0975
2011	364	23	0.098
2011	365	0	0.101
2011	365	1	0.1
2011	365	2	0.097
2011	365	3	0.1
2011	365	4	0.0985
2011	365	5	0.098
2011	365	6	0.098
2011	365	7	0.0985
2011	365	8	0.0975
2011	365	9	0.098
2011	365	10	0.0975
2011	365	11	0.098
2011	365	12	0.101
2011	365	13	0.1035
2011	365	14	0.0915
2011	365	15	0.101
2011	365	16	0.097
2011	365	17	0.105
2011	365	18	0.1055
2011	365	19	0.1065
2011	365	20	0.106
2011	365	21	0.108
