V1	V2
608	-164.3125
609	-172.9791667
610	-180.8125
611	-186.625
612	-191.6458333
613	-198.6666667
614	-198.7291667
615	-203.8333333
616	-203.375
617	-208.4583333
618	-214
619	-220.8541667
620	-225.5625
621	-230.2291667
622	-238.9166667
623	-245.9166667
624	-252.0208333
625	-257.3541667
626	-256.4791667
627	-255.9791667
628	-257.4375
629	-247.7916667
630	-230.4791667
631	-222.625
632	-235.375
633	-244.4166667
634	-250.4166667
635	-257.7708333
636	-264.1666667
637	-266.9375
638	-270.7291667
639	-274.7291667
640	-279.5833333
641	-284.1875
642	-288.375
643	-279.125
644	-244.625
645	-227.9375
646	-236.5
647	-227.5416667
648	-210.4583333
649	-210.1041667
650	-211.125
651	-219.4791667
652	-221.6875
653	-222.1458333
654	-225.4375
655	-226.0625
656	-220.3333333
657	-203.5
658	-188.2083333
659	-187.7708333
660	-192.125
661	-195.1458333
662	-172.7916667
663	-160.2291667
664	-157.125
665	-158.9791667
666	-174.5208333
667	-178.1875
668	-177.5416667
669	-176.4166667
670	-180.3125
671	-179.5416667
672	-180.8958333
673	-184.7083333
674	-191.3333333
675	-194.8333333
676	-180.4375
677	-167.2083333
678	-165.375
679	-161.8541667
680	-132.7083333
681	-106.5
682	-116.5
683	-119.8958333
684	-119.6458333
685	-121.625
686	-125
687	-123.0416667
688	-122.1666667
689	-121.7291667
690	-123.875
691	-125.3958333
692	-127.125
693	-131.875
694	-137.2608696
695	-135.1041667
696	-139
697	-136.6666667
698	-137.8333333
699	-137.8125
700	-136.9791667
701	-136.1458333
702	-136.0416667
703	-132.7708333
704	-141.9166667
705	-149.6875
706	-143.2291667
707	-153.6875
708	-161.5
709	-159.2291667
710	-9999
711	-9999
712	-9999
713	-9999
714	-9999
715	-9999
716	-9999
717	-9999
718	-9999
719	-9999
720	-9999
721	-9999
722	-9999
723	-9999
724	-9999
725	-9999
726	-9999
727	-9999
728	-9999
729	-9999
730	-9999
731	-9999
732	-9999
733	-9999
734	-9999
735	-9999
736	-9999
737	-9999
738	-9999
739	-9999
740	-9999
741	-9999
742	-9999
743	-9999
744	-9999
745	-9999
746	-9999
747	-9999
748	-9999
749	-9999
750	-9999
751	-9999
752	-9999
753	-9999
754	-9999
755	-9999
756	-9999
757	-9999
758	-9999
759	-9999
760	-9999
761	-9999
762	-9999
763	-9999
764	-9999
765	-9999
766	-9999
767	-9999
768	-9999
769	-9999
770	-9999
771	-9999
772	-9999
773	-9999
774	-9999
775	-9999
776	-9999
777	-9999
778	-9999
779	-9999
780	-9999
781	-9999
782	-9999
783	-9999
784	-9999
785	-9999
786	-9999
787	-9999
788	-9999
789	-9999
790	-9999
791	-9999
792	-9999
793	-9999
794	-9999
795	-9999
796	-9999
797	-9999
798	-9999
799	-9999
800	-9999
801	-9999
802	-9999
803	-9999
804	-9999
805	-9999
806	-9999
807	-9999
808	-9999
809	-226.7173913
810	-227.8541667
811	-228.1041667
812	-228.9375
813	-228.1666667
814	-225.1666667
815	-225.7291667
816	-225.7708333
817	-225.7916667
818	-224.5
819	-207.3333333
820	-153.4375
821	-121.1458333
822	-126.0625
823	-126.9791667
824	-126.5208333
825	-119.3333333
826	-109.8958333
827	-108.5625
828	-107.1458333
829	-103.3333333
830	-102.1041667
831	-102.3958333
832	-101.7083333
833	-99.85416667
834	-99.20833333
835	-100.7916667
836	-97.85416667
837	-97.47916667
838	-95.25
839	-96.79166667
840	-98.29166667
841	-99.02083333
842	-95.47916667
843	-87.04166667
844	-81.20833333
845	-66.83333333
846	-54.72916667
847	-25.95833333
848	-0.895833333
849	35.41666667
850	61.91666667
851	105.625
852	159.9166667
853	155.8333333
854	109.0833333
855	73.08333333
856	61.85416667
857	51.60416667
858	40.58333333
859	29.375
860	16.4375
861	4.270833333
862	-4.979166667
863	-13.79166667
864	-20.39583333
865	-21.04166667
866	-27.64583333
867	-30.58333333
868	-36.1875
869	-39.875
870	-38.95833333
871	-22.6875
872	-9.9375
873	-12.64583333
874	-23.33333333
875	-27.70833333
876	-32.3125
877	-38.4375
878	-45.58333333
879	-48.04166667
880	-47.66666667
881	-31.1875
882	-32.83333333
883	-39.60416667
884	-47.5625
885	-55.4375
886	-58.625
887	21.45454545
888	15.58333333
889	7.25
890	1.833333333
891	5.104166667
892	16.60416667
893	6.583333333
894	-3.895833333
895	-11.89583333
896	-15.97916667
897	-15.89583333
898	-19.125
899	-19.1875
900	-24.5
901	-28.875
902	-26.58333333
903	5.083333333
904	0.145833333
905	-1.166666667
906	-7.5625
907	-15.02083333
908	-17.8125
909	-11
910	-8.5
911	2.5625
912	-10.45833333
913	-18.3125
914	-25.27083333
915	-31.08333333
916	-35.52083333
917	-39.33333333
918	-41.79166667
919	-37.0625
920	-26.75
921	-12.83333333
922	-3.25
923	-11.625
924	-17.125
925	0.875
926	-1.166666667
927	7.583333333
928	2.895833333
929	-1.5625
930	18.52083333
931	52.29166667
932	33.60416667
933	24.6875
934	19.79166667
935	13.27083333
936	9.604166667
937	6.208333333
938	4.020833333
939	2.270833333
940	0.708333333
941	-3.458333333
942	-5.479166667
943	-9.5625
944	-15.14583333
945	-20.60416667
946	-26.60416667
947	-31.70833333
948	-6.104166667
949	-6.479166667
950	-7.958333333
951	-14.14583333
952	-20.39583333
953	-24.58333333
954	-28.89583333
955	-33.70833333
956	-37.39583333
957	-37.20833333
958	-38.3125
959	-40.4375
960	-44.54166667
961	-49.72916667
962	-55.16666667
963	-58.33333333
964	-48.75
965	-55.5
966	-66.66666667
967	-74.47916667
968	-83.4375
969	-83.5
970	-76.16666667
971	-83.16666667
972	-53.54166667
973	-33.97916667
974	-35.625
975	-33.16666667
976	-36.10416667
977	-41.16666667
978	-46.64583333
979	-58.45833333
980	-61.16666667
981	-67.3125
982	-72.52083333
983	-65.29166667
984	-58.54166667
985	-60.95833333
986	-67.91666667
987	-78.22916667
988	-82.14583333
989	-80.29166667
990	-90.54166667
991	-96.5
992	-97.1875
993	-94.375
994	-86.125
995	-93.5
996	-100.875
997	-105.7916667
998	-109.9583333
999	-114.4375
1000	-118.6875
1001	-117.0833333
1002	-89.52083333
1003	-72.75
1004	-78.89583333
1005	-85.97916667
1006	-96.4375
1007	-101.0208333
1008	-103.4791667
1009	-75.20833333
1010	-19.39583333
1011	-27.9375
1012	-29.25
1013	-30.375
1014	-31.95833333
1015	-32.625
1016	-26.9375
1017	-30.375
1018	-28.45833333
1019	3.8125
1020	2.666666667
1021	-2.729166667
1022	-9
1023	-12.0625
1024	-13
1025	-9.541666667
1026	-11.27083333
1027	-14.60416667
1028	-16.35416667
1029	-18.54166667
1030	-19.35416667
1031	-21.33333333
1032	-28.89583333
1033	-31.125
1034	-28.0625
1035	-23.125
1036	-24.125
1037	-27.875
1038	-27.8125
1039	-24.625
1040	-25.5625
1041	-27.29166667
1042	-31.4375
1043	-29.97916667
1044	-26.27083333
1045	-26.95833333
1046	-31.52083333
1047	-35.45833333
1048	-34.77083333
1049	-31.79166667
1050	-30.6875
1051	-29.10416667
1052	-24.14583333
1053	-28.04166667
1054	-31.1875
1055	-30.0625
1056	-31.5625
1057	-37.72916667
1058	-42.69444444
1059	-42.43478261
1060	-37.83333333
1061	-50.70833333
1062	-51.91666667
1063	-46.02173913
1064	-50.61111111
1065	-48.04166667
1066	-49.16666667
1067	-48.85416667
1068	-46.33333333
1069	-47.14583333
1070	-46.04761905
1071	-9999
1072	-9999
1073	-9999
1074	-9999
1075	-9999
1076	-9999
1077	-9999
1078	-9999
1079	-9999
1080	-9999
1081	-9999
1082	-9999
1083	-9999
1084	-9999
1085	-9999
1086	-9999
1087	-9999
1088	-9999
1089	-9999
1090	-9999
1091	-9999
1092	-9999
1093	-9999
1094	-9999
1095	-9999
1096	-9999
1097	-9999
1098	-9999
1099	-9999
1100	-9999
1101	-9999
1102	-9999
1103	-9999
1104	-9999
1105	-9999
1106	-9999
1107	-9999
1108	-9999
1109	-9999
1110	-9999
1111	-9999
1112	-9999
1113	-9999
1114	-9999
1115	-9999
1116	-9999
1117	-9999
1118	-9999
1119	-9999
1120	-9999
1121	-9999
1122	-9999
1123	-9999
1124	-9999
1125	-9999
1126	-9999
1127	-9999
1128	-9999
1129	-9999
1130	-9999
1131	-9999
1132	-9999
1133	-9999
1134	-9999
1135	-9999
1136	-9999
1137	-9999
1138	-9999
1139	-190.1666667
1140	-188.25
1141	-190.6458333
1142	-189.9791667
1143	-191.5625
1144	-186.875
1145	-184.3541667
1146	-183.7708333
1147	-179.875
1148	-171.6041667
1149	-172.5
1150	-173.2708333
1151	-173.3958333
1152	-173.1041667
1153	-169.125
1154	-174.1458333
1155	-176.2083333
1156	-183.0833333
1157	-187.625
1158	-190.8125
1159	-192.5625
1160	-195.3125
1161	-194
1162	-194.3333333
1163	-195.2708333
1164	-186.7916667
1165	-163.3541667
1166	-155.9166667
1167	-166.0833333
1168	-162.125
1169	-161.2291667
1170	-169.75
1171	-169.09375
1172	-163.0625
1173	-164.7291667
1174	-165.4375
1175	-164.5208333
1176	-159.2083333
1177	-161.375
1178	-163.7916667
1179	-164.1875
1180	-168.2291667
1181	-170.7291667
1182	-169.4583333
1183	-172.125
1184	-166.9375
1185	-157.0833333
1186	-137.3333333
1187	-87.6875
1188	-91.22916667
1189	-91.8125
1190	-89.77083333
1191	-76.58333333
1192	-47.08333333
1193	13.125
1194	47.85416667
1195	65.72916667
1196	94.85416667
1197	111.2916667
1198	118.9791667
1199	119.75
1200	-9999
1201	-9999
1202	-9999
1203	-9999
1204	-9999
1205	-9999
1206	-9999
1207	-9999
1208	-9999
1209	-9999
1210	-9999
1211	-9999
1212	-9999
1213	-9999
1214	-9999
1215	-9999
1216	-9999
1217	-9999
1218	-9999
1219	-9999
1220	-9999
1221	-9999
1222	-9999
1223	-9999
1224	-9999
1225	-9999
1226	-9999
1227	-9999
1228	-9999
1229	-9999
1230	-9999
1231	-9999
1232	-9999
1233	-9999
1234	-9999
1235	-9999
1236	-9999
1237	-9999
1238	-9999
1239	-9999
1240	-9999
1241	-9999
1242	-9999
1243	-9999
1244	-9999
1245	-9999
1246	-9999
1247	-9999
1248	-9999
1249	-9999
1250	-9999
1251	-9999
1252	-9999
1253	-9999
1254	-9999
1255	-9999
1256	-9999
1257	-9999
1258	-9999
1259	-9999
1260	-9999
1261	-9999
1262	-9999
1263	-9999
1264	-9999
1265	-9999
1266	-9999
1267	-9999
1268	-9999
1269	-9999
1270	-9999
1271	-9999
1272	-9999
1273	-9999
1274	-9999
1275	-9999
1276	-9999
1277	-9999
1278	-9999
1279	-9999
1280	-9999
1281	-9999
1282	-9999
1283	-9999
1284	-9999
1285	-9999
1286	-9999
1287	-9999
1288	-9999
1289	-9999
1290	-9999
1291	-9999
1292	-9999
1293	-9999
1294	-9999
1295	-9999
1296	-9999
1297	-9999
1298	-9999
1299	-9999
1300	-9999
1301	-9999
1302	-9999
1303	-9999
1304	-9999
1305	-9999
1306	-9999
1307	-9999
1308	-9999
1309	-9999
1310	-9999
1311	-9999
1312	-9999
1313	-9999
1314	-9999
1315	-9999
1316	-9999
1317	-9999
1318	-9999
1319	-9999
1320	-9999
1321	-9999
1322	-9999
1323	-112.5357143
1324	-113.1041667
1325	-114.2291667
1326	-99.3125
1327	-48.625
1328	-50.3125
1329	-56.875
1330	-61.6875
1331	-64.33333333
1332	-48.4375
1333	-43.10416667
1334	-43.79166667
1335	-50.33333333
1336	-58.35416667
1337	-28.8125
1338	-20.83333333
1339	-24.83333333
1340	-28.10416667
1341	-31.85416667
1342	-30.79166667
1343	-16.54166667
1344	-19.29166667
1345	-25.54166667
1346	-26.20833333
1347	-27.08333333
1348	-31.1875
1349	-17.45833333
1350	-20.60416667
1351	-22.70833333
1352	-21.8125
1353	-24.04166667
1354	-28.08333333
1355	-32.54166667
1356	-37.29166667
1357	-40.52083333
1358	-40.47916667
1359	-32.97916667
1360	-4.75
1361	-10.85416667
1362	-13.0625
1363	-12.79166667
1364	-16.25
1365	-22.125
1366	-27.14583333
1367	-30.95833333
1368	-29.85416667
1369	-31.0625
1370	-32.8125
1371	-29.375
1372	-17.3125
1373	-5.791666667
1374	-7.8125
1375	-8.416666667
1376	-13.47916667
1377	-18.72916667
1378	-25.52083333
1379	-27.14583333
1380	-28.83333333
1381	-29.4375
1382	-12.14583333
1383	-4.208333333
1384	-7.9375
1385	-10.25
1386	-12.10416667
1387	-16.1875
1388	-16.8125
1389	-19.33333333
1390	-21.75
1391	-23.83333333
1392	-22.16666667
1393	-21.72916667
1394	-25.77083333
1395	-29.54166667
1396	-28.625
1397	-10.3125
1398	-2.416666667
1399	-4.625
1400	-11.20833333
1401	-14.91666667
1402	-15.375
1403	-15.02083333
1404	-12.9375
1405	-13.72916667
1406	-14.83333333
1407	-12.5
1408	-5.25
1409	-10.20833333
1410	-14.91666667
1411	-18.54166667
1412	-20.52083333
1413	-22.27083333
1414	-26.08695652
1415	-29.4
1416	-30.52083333
1417	-31.58333333
1418	-31.41666667
1419	-31.79166667
1420	-32.91176471
1421	-35.93181818
1422	-34.85416667
1423	-34.9375
1424	-36.1875
1425	-39.14285714
1426	-41.55263158
1427	-50.75
1428	-50.75
1429	-47.375
1430	-51.76086957
1431	-58.35
1432	-59.14583333
1433	-60.325
1434	-64.14705882
1435	-64.625
1436	-67.72222222
1437	-64.125
1438	-62.70833333
1439	-66.39583333
1440	-66.22916667
1441	-64.72916667
1442	-62.52083333
1443	-61.54166667
1444	-61.125
1445	-58.72916667
1446	-60.0625
1447	-62.875
1448	-67.93333333
1449	-67.75
1450	-64.95833333
1451	-60.875
1452	-59.35416667
1453	-56.54166667
1454	-54.9375
1455	-53.875
1456	-56.125
1457	-62.10416667
1458	-63.92857143
1459	-9999
1460	-9999
1461	-74.42105263
