Group.1	EM1_HollowSurf	EM1_Hollow5cm	EM1_Hollow20cm	EM1_Hollow40cm	EM1_Hollow80cm	EM1_Hollow160cm	EM1_Hollow200cm
313	1.5573125	2.760708333	5.102354167	6.819583333	8.51625	8.638333333	8.04475
314	1.959729167	2.807083333	4.7458125	6.569333333	8.333125	8.522916667	7.941729167
315	1.573083333	2.5376875	4.59925	6.46425	8.309166667	8.564375	8.004979167
316	1.452229167	2.38725	4.428354167	6.310208333	8.225	8.547916667	8.005479167
317	1.861854167	2.520833333	4.23075	6.0939375	8.063770833	8.454375	7.927166667
318	1.396875	2.276375	4.1371875	5.982645833	7.999583333	8.459791667	7.953375
319	1.352708333	2.162270833	4.005395833	5.849291667	7.901604167	8.431666667	7.941875
320	1.168354167	2.031166667	3.8311875	5.659354167	7.7410625	8.338958333	7.867833333
321	0.572583333	1.689666667	3.725645833	5.550166667	7.656791667	8.324375	7.872416667
322	0.662104167	1.610208333	3.608916667	5.446708333	7.571479167	8.306666667	7.872395833
323	0.962	1.7124375	3.451895833	5.272625	7.411125	8.207916667	7.790541667
324	0.186125	1.325270833	3.332833333	5.150333333	7.307854167	8.166479167	7.770270833
325	0.24475	1.232666667	3.228791667	5.07375	7.258020833	8.18125	7.805916667
326	0.88375	1.5043125	3.178291667	5.015166667	7.219041667	8.200833333	7.840583333
327	1.072979167	1.629708333	3.1305	4.9224375	7.143791667	8.1823125	7.839208333
328	0.671791667	1.418979167	3.037916667	4.799083333	7.035625	8.133041667	7.810625
329	0.8140625	1.469604167	2.997541667	4.7136875	6.9556875	8.10875	7.805020833
330	1.215395833	1.628875	2.9216875	4.609	6.845020833	8.050708333	7.763625
331	1.111104167	1.571104167	2.855020833	4.501020833	6.734083333	7.991416667	7.724270833
332	0.9541875	1.517354167	2.835333333	4.4288125	6.653020833	7.961041667	7.712729167
333	0.007854167	1.030666667	2.729166667	4.309416667	6.513854167	7.868791667	7.638083333
334	0.211458333	1.008395833	2.6595	4.269770833	6.463083333	7.86375	7.6535
335	-0.171145833	0.786854167	2.503645833	4.1281875	6.3101875	7.749520833	7.553979167
336	-0.269	0.6525	2.426020833	4.092208333	6.289416667	7.771791667	7.599645833
337	0.035375	0.729375	2.346270833	4.024895833	6.2290625	7.745270833	7.5874375
338	-0.261479167	0.56825	2.216604167	3.8961875	6.113083333	7.6629375	7.522979167
339	-0.550208333	0.348770833	2.0359375	3.717729167	5.950604167	7.537020833	7.414666667
340	-0.796458333	0.2106875	1.9994375	3.700895833	5.9534375	7.576625	7.477229167
341	-0.1561875	0.454458333	2.0135625	3.7065625	5.964333333	7.619708333	7.5316875
342	-0.530833333	0.194354167	1.7761875	3.465958333	5.738083333	7.429416667	7.3596875
343	-0.854166667	0.017020833	1.670291667	3.356770833	5.6415	7.3674375	7.315791667
344	-0.477708333	0.180875	1.7233125	3.403208333	5.6999375	7.4605625	7.426375
345	-0.440354167	0.164291667	1.6498125	3.3131875	5.613041667	7.406375	7.38525
346	-0.140208333	0.270645833	1.626791667	3.274333333	5.583270833	7.411666667	7.407229167
347	-0.037020833	0.314270833	1.589166667	3.207458333	5.517625	7.378479167	7.388166667
348	0.054729167	0.347666667	1.549270833	3.132875	5.438916667	7.33175	7.3558125
349	-0.1693125	0.21975	1.443729167	2.996916667	5.291583333	7.214770833	7.2530625
350	-0.722708333	-0.011104167	1.366229167	2.90025	5.184729167	7.138104167	7.194083333
351	-0.549583333	0.032104167	1.357229167	2.8754375	5.1516875	7.1364375	7.20875
352	-0.369416667	0.131333333	1.4050625	2.907520833	5.168604167	7.1800625	7.267625
353	-0.23875	0.141729167	1.3226875	2.801291667	5.0451875	7.079458333	7.177479167
354	-0.476458333	0.055083333	1.308791667	2.773875	5.008208333	7.06775	7.1830625
355	-0.215	0.134875	1.277979167	2.723395833	4.942625	7.023041667	7.150916667
356	-0.507916667	-0.013916667	1.1891875	2.620666667	4.8275625	6.9289375	7.0713125
357	-0.315625	0.065395833	1.201791667	2.615875	4.8095625	6.9293125	7.085770833
358	-0.233291667	0.11475	1.214104167	2.6110625	4.790458333	6.927520833	7.098895833
359	-0.137875	0.130770833	1.164208333	2.538479167	4.7019375	6.8565625	7.03825
360	-0.171104167	0.150625	1.205583333	2.564333333	4.712291667	6.882020833	7.07925
361	-0.41125	0.0035625	1.083541667	2.419875	4.548041667	6.7304375	6.938145833
362	-0.565	-0.053083333	1.09675	2.430020833	4.549770833	6.749020833	6.973916667
363	-0.313958333	0.0018125	1.031416667	2.342375	4.440541667	6.650020833	6.882708333
364	-0.410833333	-0.040083333	1.012979167	2.316166667	4.4024375	6.624333333	6.8711875
365	-0.321875	0.0145625	1.046208333	2.339958333	4.4165	6.649604167	6.910479167
366	-0.19125	0.0398125	0.988875	2.259854167	4.316125	6.556416667	6.825458333
367	-0.533541667	-0.126125	0.9056875	2.163625	4.205354167	6.4528125	6.735916667
368	-0.651041667	-0.181645833	0.894833333	2.146979167	4.181208333	6.441145833	6.7371875
369	-0.505479167	-0.110875	0.920916667	2.158770833	4.175395833	6.442458333	6.74725
370	-0.288541667	0.0081875	0.986854167	2.2155625	4.220833333	6.494729167	6.810375
371	-0.1234375	0.061333333	0.9559375	2.164020833	4.1524375	6.432416667	6.755291667
372	-0.194583333	0.002791667	0.886166667	2.080895833	4.060354167	6.3455	6.6794375
373	-0.351854167	-0.043854167	0.894479167	2.076541667	4.046	6.338583333	6.684791667
374	-0.234479167	0.016333333	0.914520833	2.077520833	4.027208333	6.322041667	6.6740625
375	-0.375416667	-0.053520833	0.884520833	2.042979167	3.983270833	6.285208333	6.648895833
376	-0.272916667	-0.0559375	0.807916667	1.948541667	3.869583333	6.1729375	6.544166667
377	-0.610625	-0.219583333	0.734145833	1.870125	3.780270833	6.0876875	6.471208333
378	-0.661041667	-0.256041667	0.701458333	1.826916667	3.7226875	6.0331875	6.424333333
379	-0.710416667	-0.263541667	0.720354167	1.845708333	3.735229167	6.050583333	6.452708333
380	-0.3645	-0.113520833	0.777895833	1.8910625	3.766645833	6.083625	6.491645833
381	-0.51125	-0.199375	0.7035625	1.810666667	3.676895833	5.9953125	6.4113125
382	-0.970208333	-0.415833333	0.584625	1.683541667	3.537583333	5.856208333	6.28025
383	-1.237291667	-0.569583333	0.531875	1.6383125	3.490583333	5.8139375	6.248479167
384	-1.533541667	-0.749166667	0.454291667	1.565958333	3.410333333	5.7350625	6.178083333
385	-1.701458333	-0.876458333	0.4303125	1.551020833	3.395020833	5.722104167	6.172354167
386	-1.524166667	-0.83125	0.458166667	1.590520833	3.44325	5.776270833	6.235729167
387	-0.672291667	-0.402916667	0.533520833	1.652729167	3.502104167	5.835354167	6.296583333
388	-0.468333333	-0.303958333	0.495375	1.601333333	3.45125	5.786895833	6.2544375
389	-0.412708333	-0.271416667	0.475625	1.565708333	3.414104167	5.7523125	6.227645833
390	-0.391458333	-0.243541667	0.497291667	1.574395833	3.421791667	5.766958333	6.249791667
391	-0.264375	-0.192291667	0.469395833	1.5235625	3.357354167	5.705854167	6.191166667
392	-0.53875	-0.339583333	0.399354167	1.443395833	3.269604167	5.622229167	6.117208333
393	-0.491458333	-0.325208333	0.409625	1.444208333	3.258208333	5.6141875	6.115083333
394	-0.556666667	-0.367916667	0.3635625	1.385770833	3.184645833	5.538875	6.048416667
395	-0.510208333	-0.308125	0.454166667	1.472520833	3.265416667	5.627479167	6.141583333
396	-0.33875	-0.230416667	0.431833333	1.434354167	3.212416667	5.575395833	6.0924375
397	-0.216458333	-0.145625	0.467645833	1.456583333	3.223104167	5.588166667	6.111458333
398	-0.149166667	-0.105	0.469416667	1.441395833	3.193541667	5.558854167	6.0861875
399	-0.143458333	-0.102395833	0.461395833	1.421916667	3.1610625	5.525083333	6.0593125
400	-0.239729167	-0.1176875	0.4879375	1.437354167	3.161729167	5.524145833	6.064416667
401	-0.269583333	-0.170208333	0.439208333	1.378	3.088729167	5.451895833	5.997583333
402	-0.431458333	-0.256104167	0.4058125	1.336520833	3.032875	5.3948125	5.945083333
403	-0.675833333	-0.416791667	0.322604167	1.247770833	2.928916667	5.287125	5.844145833
404	-0.916458333	-0.533333333	0.365625	1.295083333	2.968979167	5.327458333	5.892395833
405	-0.827291667	-0.52125	0.344583333	1.2694375	2.931145833	5.287458333	5.853833333
406	-0.932291667	-0.603541667	0.257291667	1.1794375	2.832145833	5.183354167	5.7566875
407	-1.210208333	-0.765	0.253104167	1.180770833	2.828625	5.1785	5.758375
408	-1.180833333	-0.780208333	0.240541667	1.168583333	2.807104167	5.153770833	5.73675
409	-1.187291667	-0.797083333	0.230770833	1.173520833	2.816	5.164333333	5.753729167
410	-0.611458333	-0.434791667	0.324479167	1.251125	2.879854167	5.2204375	5.808833333
411	-0.563125	-0.376666667	0.339270833	1.262291667	2.891104167	5.231291667	5.8258125
412	-0.300416667	-0.246875	0.285166667	1.189770833	2.810020833	5.148416667	5.7441875
413	-0.277291667	-0.221041667	0.26975	1.158208333	2.7695625	5.105020833	5.704291667
414	-0.461041667	-0.346395833	0.1796875	1.0604375	2.663583333	4.9974375	5.6048125
415	-0.579583333	-0.371458333	0.2898125	1.171645833	2.769083333	5.101104167	5.71375
416	-0.477708333	-0.340625	0.2896875	1.1626875	2.745895833	5.075583333	5.687625
417	-0.261458333	-0.213125	0.280604167	1.140395833	2.713979167	5.040958333	5.654875
418	-0.239583333	-0.197083333	0.2525625	1.103104167	2.667770833	4.9911875	5.609666667
419	-0.25625	-0.195395833	0.257854167	1.100604167	2.657916667	4.979979167	5.604354167
420	-0.274166667	-0.2040625	0.257416667	1.087770833	2.62975	4.94425	5.569979167
421	-0.346041667	-0.238145833	0.2630625	1.091229167	2.627979167	4.9415	5.574291667
422	-0.39375	-0.281666667	0.243208333	1.06375	2.589104167	4.8993125	5.5311875
423	-0.304875	-0.232708333	0.256375	1.070354167	2.5825625	4.885666667	5.521708333
424	-0.267083333	-0.19625	0.266125	1.074979167	2.583270833	4.886520833	5.525583333
425	-0.210208333	-0.161666667	0.272145833	1.070520833	2.568958333	4.8686875	5.508645833
426	-0.171458333	-0.1313125	0.285020833	1.0773125	2.565541667	4.857895833	5.501083333
427	-0.148333333	-0.118666667	0.279729167	1.062479167	2.537958333	4.8275625	5.471479167
428	-0.188958333	-0.166875	0.21875	0.993854167	2.4615625	4.7454375	5.392895833
429	-0.277166667	-0.234375	0.155833333	0.924958333	2.383	4.660645833	5.3129375
430	-0.355625	-0.255416667	0.183291667	0.955166667	2.412208333	4.6894375	5.347854167
431	-0.216395833	-0.126895833	0.330375	1.09075	2.5315625	4.8015625	5.4565
432	-0.224375	-0.179583333	0.237833333	0.991395833	2.422354167	4.689416667	5.3459375
433	-0.294583333	-0.223916667	0.192625	0.942270833	2.366791667	4.62775	5.288520833
434	-0.36875	-0.256604167	0.2044375	0.952520833	2.370666667	4.626020833	5.2915625
435	-0.238958333	-0.1466875	0.323041667	1.069	2.479270833	4.732520833	5.3986875
436	-0.072520833	-0.046125	0.3346875	1.0895	2.495375	4.742625	5.411770833
437	-0.037020833	-0.0455625	0.247166667	1.009916667	2.410291667	4.646895833	5.3096875
438	-0.003479167	0.003333333	0.3094375	1.057979167	2.455395833	4.693520833	5.365041667
439	0.014958333	0.015145833	0.3156875	1.051333333	2.440041667	4.6723125	5.342125
440	-0.0655625	-0.059020833	0.2466875	0.9716875	2.354958333	4.587604167	5.262791667
441	1.16E-18	0.015833333	0.332854167	1.051833333	2.428520833	4.658166667	5.336854167
442	0.0339375	0.009770833	0.310229167	1.013020833	2.373520833	4.595604167	5.2713125
443	0.182333333	0.076520833	0.35925	1.05825	2.411666667	4.633020833	5.312354167
444	0.316166667	0.078479167	0.321895833	1.008541667	2.348895833	4.563958333	5.2424375
445	0.215958333	0.030479167	0.281291667	0.958104167	2.2845	4.490083333	5.168895833
446	0.209645833	0.0371875	0.300208333	0.977520833	2.297645833	4.495	5.178479167
447	0.273708333	0.056229167	0.310208333	0.98575	2.300791667	4.496645833	5.1828125
448	0.5258125	0.127458333	0.317458333	0.983333333	2.286541667	4.475645833	5.161
449	0.663229167	0.170083333	0.318854167	0.977270833	2.269291667	4.45025	5.136145833
450	0.132854167	0.042354167	0.324354167	0.984916667	2.2708125	4.444833333	5.1359375
451	-0.071145833	-0.045625	0.280145833	0.9380625	2.217666667	4.384270833	5.073916667
452	0.316145833	0.0944375	0.328	0.978416667	2.247145833	4.403979167	5.093729167
453	0.251375	0.044416667	0.280791667	0.923416667	2.182875	4.336875	5.027520833
454	-0.0996875	-0.068645833	0.2568125	0.901645833	2.158958333	4.309020833	5.003916667
455	-0.01725	-0.011666667	0.301208333	0.943375	2.1945625	4.330958333	5.024375
456	0.099	0.028	0.309458333	0.951791667	2.193375	4.324479167	5.018541667
457	0.561041667	0.183208333	0.356166667	0.996791667	2.235770833	4.3690625	5.0646875
458	0.5893125	0.172125	0.325208333	0.9535625	2.180708333	4.306395833	5.001291667
459	0.560708333	0.191416667	0.359416667	0.9831875	2.1955625	4.312708333	5.007895833
460	0.055229167	0.022708333	0.344958333	0.970666667	2.173458333	4.288125	4.9890625
461	0.1503125	0.064645833	0.367104167	0.993333333	2.1841875	4.291	4.992916667
462	0.287520833	0.108875	0.374458333	0.995833333	2.178354167	4.277395833	4.979020833
463	0.276083333	0.081583333	0.338041667	0.9488125	2.119791667	4.207520833	4.906041667
464	0.286708333	0.094375	0.350458333	0.959166667	2.119104167	4.199645833	4.898583333
465	-0.089854167	-0.06025	0.310645833	0.911708333	2.0641875	4.1365625	4.836666667
466	-0.051770833	-0.0171875	0.3548125	0.968145833	2.115145833	4.179125	4.8825625
467	-0.04125	-0.017854167	0.338916667	0.951604167	2.100041667	4.157729167	4.859645833
468	0.0843125	0.0878125	0.4401875	1.043979167	2.1915625	4.24025	4.942291667
469	0.135479167	0.054791667	0.378604167	0.961083333	2.099708333	4.142125	4.842770833
470	1.409041667	0.530395833	0.429291667	1.0025625	2.127479167	4.1663125	4.869083333
471	0.8474375	0.377479167	0.506625	0.999041667	2.087916667	4.116458333	4.816416667
472	0.150916667	0.072416667	0.441979167	0.960604167	1.9981875	4.017791667	4.718416667
473	0.012333333	0.041729167	0.413229167	1.076125	2.126875	4.135125	4.837604167
474	-0.012979167	-0.003729167	0.3100625	0.969291667	2.051145833	4.0454375	4.742833333
475	0.374270833	0.2526875	0.463916667	0.9766875	2.082458333	4.076145833	4.778979167
476	1.328416667	0.8900625	0.8666875	1.031708333	2.096395833	4.0858125	4.79
477	0.810104167	0.705041667	0.9739375	1.113791667	2.0301875	4.0081875	4.708708333
478	0.064125	0.08125	0.518583333	1.147354167	2.0325	3.997625	4.6978125
479	1.516166667	1.301854167	0.8589375	1.1375625	2.077854167	4.025666667	4.72225
480	3.878583333	3.418604167	1.9971875	1.2815	2.118979167	4.053416667	4.752395833
481	5.179791667	4.842541667	3.276583333	1.6161875	2.0976875	4.017458333	4.716375
482	5.116645833	4.876979167	3.638666667	2.0379375	2.099729167	3.98875	4.687083333
483	4.860895833	4.765354167	3.842354167	2.382	2.143354167	3.978666667	4.675895833
484	5.604041667	5.275208333	4.0688125	2.677770833	2.253791667	4.0125	4.711041667
485	6.919333333	6.345104167	4.602833333	2.9079375	2.322729167	3.988770833	4.683791667
486	7.633354167	7.121041667	5.157645833	3.156020833	2.360625	3.9289375	4.62125
487	7.233770833	6.916354167	5.472270833	3.5115625	2.494354167	3.960583333	4.6539375
488	9.32325	8.2306875	5.777354167	3.770854167	2.581583333	3.935708333	4.624625
489	10.21458333	9.391458333	6.690604167	4.100208333	2.714916667	3.952333333	4.639083333
490	9.619791667	9.274375	7.183333333	4.467270833	2.809479167	3.924145833	4.6058125
491	9.246458333	8.77	7.134291667	4.813270833	2.94275	3.927083333	4.604416667
492	9.123125	8.774583333	7.226604167	5.043666667	3.079416667	3.9243125	4.594583333
493	9.404583333	8.897916667	7.266375	5.210145833	3.204291667	3.9059375	4.565166667
494	9.463333333	9.047708333	7.454291667	5.395125	3.361833333	3.9259375	4.578708333
495	8.963	8.7281875	7.460395833	5.53075	3.474229167	3.908270833	4.550645833
496	9.4420625	8.9875625	7.526104167	5.697166667	3.644833333	3.955166667	4.587520833
497	9.542291667	9.294791667	7.746958333	5.7754375	3.719541667	3.911041667	4.5285
498	8.8179375	8.701020833	7.680458333	5.926541667	3.859145833	3.941916667	4.546145833
499	9.599333333	9.175416667	7.758541667	6.036791667	3.990854167	3.970833333	4.5595625
500	10.64291667	9.936458333	8.00075	6.138479167	4.099208333	3.981041667	4.5511875
501	10.61333333	10.27416667	8.386041667	6.2670625	4.186645833	3.978583333	4.5315625
502	9.413354167	9.379375	8.375833333	6.453979167	4.3109375	4.020375	4.55775
503	10.96416667	10.26916667	8.470208333	6.582708333	4.427125	4.052291667	4.571520833
504	12.78520833	11.515625	8.877916667	6.711125	4.524875	4.06775	4.567916667
505	14.09979167	12.86125	9.615833333	6.890291667	4.589125	4.049020833	4.5258125
506	11.97645833	11.915	10.07645833	7.180020833	4.673333333	4.059145833	4.51925
507	11.30541667	10.99875	9.800416667	7.4881875	4.835916667	4.13475	4.5758125
508	12.494375	11.77270833	9.862291667	7.606416667	4.941770833	4.145833333	4.5673125
509	12.8325	12.19270833	10.165	7.738916667	5.049895833	4.153958333	4.552583333
510	12.37604167	12.05020833	10.44375	7.929270833	5.17125	4.180875	4.5600625
511	12.62916667	12.154375	10.51458333	8.122395833	5.2916875	4.205354167	4.562479167
512	11.7925	11.72916667	10.59083333	8.299583333	5.427875	4.251854167	4.592958333
513	11.91645833	11.73125	10.56604167	8.43125	5.557416667	4.284875	4.6031875
514	13.318125	12.903125	11.036875	8.5325	5.6613125	4.296666667	4.593020833
515	11.90708333	11.93729167	11.11375	8.750833333	5.797979167	4.347125	4.6234375
516	11.046875	11.06916667	10.54270833	8.811041667	5.881104167	4.3466875	4.601604167
517	11.07229167	10.931875	10.23645833	8.794375	6.014458333	4.396458333	4.630395833
518	11.26770833	11.04145833	10.15979167	8.738958333	6.111458333	4.419979167	4.6310625
519	11.86375	11.44458333	10.25520833	8.760416667	6.233208333	4.482416667	4.671208333
520	12.14	11.69625	10.40541667	8.789791667	6.304604167	4.503729167	4.667104167
521	13.96208333	13.00229167	10.76291667	8.888541667	6.397958333	4.558791667	4.701604167
522	14.12916667	13.42395833	11.29375	9.052708333	6.4814375	4.605333333	4.723979167
523	14.56	13.97708333	11.76541667	9.2475	6.536	4.624291667	4.722375
524	15.44166667	14.57854167	12.13666667	9.521458333	6.662958333	4.706604167	4.78425
525	16.62291667	15.621875	12.68395833	9.745833333	6.740145833	4.734104167	4.79175
526	16.74291667	15.885	13.12520833	10.03291667	6.846291667	4.778645833	4.813541667
527	17.308125	16.41375	13.52041667	10.28229167	6.92225	4.783041667	4.794479167
528	16.27208333	15.983125	13.82270833	10.56958333	7.0483125	4.8305	4.820958333
529	14.8025	14.80625	13.59291667	10.81979167	7.1985625	4.9020625	4.878145833
530	14.42395833	14.251875	13.24354167	10.94166667	7.3421875	4.946145833	4.8983125
531	14.19145833	14.09895833	13.0675	10.94145833	7.4534375	4.964583333	4.897333333
532	15.03541667	14.38166667	12.88833333	10.95708333	7.596729167	5.022666667	4.9363125
533	15.23583333	14.81541667	13.13270833	10.95208333	7.6910625	5.0443125	4.935729167
534	15.249375	14.76104167	13.205	11.0425	7.810229167	5.103708333	4.975520833
535	16.150625	15.44645833	13.39958333	11.1125	7.896979167	5.143791667	4.997833333
536	14.92354167	14.86208333	13.57395833	11.23333333	8.000104167	5.199375	5.031020833
537	15.586875	15.219375	13.65229167	11.32	8.06975	5.224145833	5.033458333
538	15.81145833	15.51166667	13.91916667	11.45479167	8.176895833	5.287833333	5.077229167
539	15.655625	15.375	13.985625	11.595625	8.2636875	5.3359375	5.104395833
540	15.39625	15.2475	14.02520833	11.72041667	8.373125	5.400666667	5.152
541	16.74916667	16.15875	14.17958333	11.814375	8.47625	5.4514375	5.179854167
542	15.83604167	15.65229167	14.2725	11.91208333	8.559375	5.488708333	5.1955625
543	15.91229167	15.54083333	14.153125	12.01291667	8.673958333	5.561520833	5.2485
544	17.01916667	16.24895833	14.25604167	12.05416667	8.756875	5.592916667	5.256541667
545	17.28270833	16.72375	14.58604167	12.11895833	8.826458333	5.63025	5.276270833
546	16.78875	16.41166667	14.70458333	12.26125	8.923333333	5.692416667	5.318145833
547	16.39958333	16.13375	14.66583333	12.346875	8.989791667	5.727166667	5.334020833
548	17.05479167	16.38708333	14.64083333	12.45666667	9.117708333	5.815541667	5.405416667
549	18.415625	17.46895833	14.96833333	12.51083333	9.177916667	5.837270833	5.404
550	19.24854167	18.34229167	15.58270833	12.67458333	9.267291667	5.896	5.4473125
551	18.90729167	18.33916667	15.91979167	12.8975	9.337708333	5.931375	5.461875
552	19.008125	18.36895833	16.06395833	13.11791667	9.423333333	5.97775	5.4905
553	17.56375	17.56	16.105	13.285	9.513958333	6.019979167	5.517291667
554	17.11354167	16.85583333	15.73104167	13.42895833	9.654375	6.108145833	5.588375
555	17.78791667	17.31520833	15.66833333	13.435625	9.753125	6.142854167	5.604958333
556	17.044375	16.87479167	15.65354167	13.46625	9.852083333	6.19425	5.639270833
557	17.09541667	16.78520833	15.53375	13.49020833	9.952083333	6.2485	5.678166667
558	17.70291667	17.18041667	15.56854167	13.50645833	10.05	6.303458333	5.715020833
559	17.85208333	17.346875	15.68	13.52604167	10.115625	6.3385	5.7316875
560	18.39104167	17.83895833	15.88354167	13.56854167	10.17166667	6.368166667	5.743229167
561	18.665	18.05541667	16.096875	13.68979167	10.26041667	6.4375	5.796
562	18.24458333	17.895625	16.21979167	13.78833333	10.31958333	6.478145833	5.818895833
563	19.48666667	18.58458333	16.350625	13.9275	10.42416667	6.558541667	5.885604167
564	19.54375	18.95895833	16.70541667	14.0475	10.50208333	6.61275	5.924416667
565	18.80125	18.46791667	16.753125	14.1725	10.55729167	6.6374375	5.928375
566	18.275	17.99583333	16.664375	14.31854167	10.6825	6.7375	6.015375
567	19.32083333	18.56791667	16.65270833	14.36958333	10.763125	6.779375	6.042333333
568	19.03833333	18.66	16.84291667	14.41625	10.825625	6.807854167	6.052375
569	18.98854167	18.46604167	16.84895833	14.521875	10.92479167	6.8768125	6.107104167
570	18.766875	18.45416667	16.864375	14.54333333	10.95604167	6.876208333	6.087729167
571	18.15604167	17.94229167	16.82125	14.666875	11.09625	6.992833333	6.192666667
572	18.70125	18.34395833	16.848125	14.65916667	11.13416667	7.00375	6.189958333
573	18.28291667	18.125	16.90520833	14.71104167	11.20958333	7.0536875	6.221145833
574	18.30520833	18.00979167	16.769375	14.76833333	11.305	7.131770833	6.289145833
575	17.80291667	17.61395833	16.64729167	14.77625	11.37416667	7.185208333	6.3253125
576	18.5425	18.01979167	16.60770833	14.768125	11.44833333	7.239875	6.366979167
577	18.96791667	18.46708333	16.75041667	14.74208333	11.46895833	7.250270833	6.361875
578	18.04916667	17.8425	16.74354167	14.79875	11.534375	7.315729167	6.411354167
579	18.72416667	18.22645833	16.734375	14.82645833	11.59166667	7.365875	6.447958333
580	18.32104167	18.08166667	16.79354167	14.849375	11.63833333	7.411791667	6.4804375
581	17.65854167	17.5725	16.71020833	14.88458333	11.69583333	7.474875	6.535020833
582	18.29125	18.03020833	16.760625	14.88458333	11.72916667	7.502145833	6.546583333
583	16.89875	17.105	16.615	14.914375	11.79083333	7.570645833	6.602854167
584	17.2075	17.01479167	16.34604167	14.89916667	11.85270833	7.632791667	6.652541667
585	16.73520833	16.80416667	16.24833333	14.83645833	11.89333333	7.675645833	6.684666667
586	17.29125	17.019375	16.15125	14.77708333	11.925625	7.7140625	6.712479167
587	16.7875	16.831875	16.149375	14.720625	11.93166667	7.739166667	6.724791667
588	15.42875	15.83770833	15.91770833	14.72041667	11.99291667	7.8195625	6.7968125
589	15.57916667	15.70354167	15.623125	14.64354167	12.023125	7.871375	6.837125
590	16.05395833	15.97	15.50666667	14.51291667	12.01604167	7.894333333	6.852125
591	16.61458333	16.396875	15.55979167	14.44520833	12.02875	7.932875	6.879708333
592	15.158125	15.4875	15.44104167	14.39916667	12.03166667	7.975791667	6.9153125
593	15.67083333	15.55541667	15.26666667	14.36520833	12.0625	8.040270833	6.971770833
594	15.75729167	15.91458333	15.33125	14.24041667	12.0075	8.028	6.951041667
595	13.72479167	14.46625	15.08020833	14.24729167	12.04354167	8.105416667	7.023395833
596	13.94604167	14.346875	14.72916667	14.143125	12.04	8.140854167	7.050416667
597	13.31895833	13.935625	14.518125	14.02770833	12.04916667	8.1943125	7.101125
598	13.20291667	13.6425	14.21541667	13.89375	12.04708333	8.239375	7.141208333
599	13.71645833	13.88125	14.08895833	13.771875	12.05645833	8.2996875	7.197208333
600	14.908125	14.63541667	14.13854167	13.65166667	12.02833333	8.33175	7.226354167
601	15.973125	15.40979167	14.35520833	13.58979167	11.991875	8.352083333	7.243125
602	16.6325	15.97541667	14.66145833	13.63145833	11.99020833	8.413541667	7.3021875
603	16.98458333	16.39895833	14.92041667	13.63166667	11.89604167	8.374583333	7.260020833
604	15.80458333	15.82291667	15.06166667	13.75	11.90333333	8.437708333	7.324458333
605	14.928125	15.146875	14.92458333	13.81645833	11.89875	8.471458333	7.3595625
606	14.8275	14.93395833	14.77020833	13.84458333	11.92479167	8.523125	7.413166667
607	15.76979167	15.424375	14.74	13.83229167	11.94270833	8.568125	7.4579375
608	16.22791667	15.94833333	14.87458333	13.76979167	11.88916667	8.529791667	7.4179375
609	13.63979167	14.35791667	14.788125	13.838125	11.935625	8.598541667	7.492645833
610	13.40875	13.91979167	14.45708333	13.803125	11.93208333	8.613125	7.509041667
611	15.68416667	15.13854167	14.39458333	13.718125	11.919375	8.610416667	7.505333333
612	15.46229167	15.27479167	14.535625	13.68979167	11.94041667	8.654375	7.553895833
613	15.405	15.29041667	14.59770833	13.68666667	11.93979167	8.680833333	7.581645833
614	14.56020833	14.80729167	14.59270833	13.69479167	11.93979167	8.701666667	7.6074375
615	12.93958333	13.590625	14.29979167	13.64875	11.90104167	8.68125	7.586125
616	13.11645833	13.63125	14.09833333	13.593125	11.906875	8.710208333	7.619979167
617	11.25708333	12.33833333	13.77770833	13.50833333	11.91125	8.732708333	7.643208333
618	11.35041667	12.25166667	13.49458333	13.411875	11.935	8.777916667	7.69125
619	11.489375	12.03854167	13.21875	13.29145833	11.95833333	8.830833333	7.747791667
620	13.58479167	13.37583333	13.21208333	13.12520833	11.91479167	8.824375	7.742916667
621	13.02645833	13.346875	13.33479167	13.01145833	11.85854167	8.813333333	7.729833333
622	10.57070833	11.63229167	13.11791667	12.97645833	11.84041667	8.8425	7.761833333
623	8.7819375	10.43395833	12.756875	12.89333333	11.81541667	8.867291667	7.7894375
624	8.9104375	10.068125	12.34666667	12.76895833	11.809375	8.911875	7.84025
625	10.53585417	11.01375	12.18229167	12.58041667	11.75729167	8.910416667	7.836625
626	9.135375	10.413125	12.09479167	12.38729167	11.66666667	8.874791667	7.80375
627	6.2174375	8.245333333	11.684375	12.32229167	11.69	8.961875	7.89875
628	9.497729167	9.910833333	11.36666667	12.08875	11.586875	8.923541667	7.863916667
629	10.3525	10.70791667	11.43916667	11.91	11.52479167	8.930416667	7.874895833
630	7.679979167	9.0850625	11.28104167	11.79416667	11.46354167	8.940625	7.887729167
631	7.903645833	9.058895833	11.03875	11.666875	11.395	8.950416667	7.904833333
632	4.928541667	7.080854167	10.64708333	11.53104167	11.34729167	8.977291667	7.936895833
633	6.729875	7.826833333	10.325625	11.36895833	11.30645833	9.011458333	7.976083333
634	5.3890625	7.086083333	10.06770833	11.11666667	11.18125	8.965	7.936479167
635	5.085083333	6.751104167	9.841041667	10.96770833	11.13979167	9.003958333	7.985458333
636	5.114729167	6.601770833	9.591666667	10.79041667	11.06604167	9.015833333	8.0039375
