Group.1	EM1_HollowSurf	EM1_Hollow5cm	EM1_Hollow20cm	EM1_Hollow40cm	EM1_Hollow80cm	EM1_Hollow160cm	EM1_Hollow200cm
637	7.192020833	7.769125	9.493125	10.598125	10.970625	9.007708333	8.006833333
638	7.209020833	8.034208333	9.607083333	10.49291667	10.918125	9.045	8.0525
639	7.493125	8.184583333	9.640208333	10.410625	10.84083333	9.056666667	8.075916667
640	8.256375	8.802145833	9.7275	10.31833333	10.72375	9.0275	8.055604167
641	5.877645833	7.243625	9.610208333	10.288125	10.65916667	9.043541667	8.083625
642	7.332458333	7.9023125	9.470208333	10.21833333	10.58270833	9.0425	8.095375
643	7.4264375	8.286291667	9.50625	10.05895833	10.42229167	8.951041667	8.016916667
644	4.714729167	6.362833333	9.241041667	10.01125	10.365	8.953333333	8.031416667
645	4.385604167	5.904520833	8.8325	9.9025	10.3025	8.9475	8.039104167
646	2.819979167	4.75025	8.450625	9.761875	10.27791667	8.984375	8.093875
647	4.7808125	5.702833333	8.178541667	9.537291667	10.17708333	8.937708333	8.058958333
648	4.799395833	5.8954375	8.081166667	9.332708333	10.08166667	8.903333333	8.038333333
649	4.8431875	5.8760625	8.047	9.231458333	10.04708333	8.937291667	8.08825
650	4.269395833	5.582520833	7.922291667	9.073958333	9.928125	8.89125	8.054625
651	1.8605	3.9685	7.689229167	8.997708333	9.893125	8.927916667	8.109604167
652	4.726854167	5.440979167	7.467125	8.8025	9.752083333	8.858958333	8.051833333
653	4.733770833	5.603354167	7.500229167	8.699166667	9.707708333	8.88375	8.092291667
654	4.201520833	5.2651875	7.485041667	8.627708333	9.659166667	8.906458333	8.1318125
655	7.21675	7.2285	7.671875	8.576041667	9.599791667	8.915208333	8.155875
656	6.910208333	7.107333333	7.76925	8.477291667	9.462083333	8.8475	8.105208333
657	7.830895833	7.820583333	7.954875	8.47	9.377083333	8.824791667	8.098541667
658	7.839458333	8.028916667	8.122708333	8.466666667	9.279166667	8.7825	8.0689375
659	5.457104167	6.481	8.056895833	8.518125	9.243958333	8.79375	8.0975
660	7.396541667	7.473895833	8.0245625	8.533333333	9.20375	8.790625	8.109291667
661	8.269083333	8.210375	8.18875	8.523958333	9.157708333	8.773333333	8.1115625
662	8.169645833	8.200645833	8.29125	8.517083333	9.089791667	8.7325	8.0868125
663	8.496833333	8.489104167	8.390833333	8.531041667	9.030208333	8.6925	8.060333333
664	5.157145833	6.562479167	8.27375	8.533541667	8.968125	8.64625	8.028458333
665	3.829791667	5.428208333	7.856604167	8.496666667	8.92375	8.612708333	8.0083125
666	2.802270833	4.603708333	7.470895833	8.410416667	8.913958333	8.60875	8.021125
667	3.349625	4.709541667	7.144229167	8.237708333	8.86	8.565	7.992645833
668	3.534666667	4.768041667	6.969708333	8.106541667	8.846458333	8.564166667	8.004625
669	2.311916667	4.036104167	6.737604167	7.963791667	8.807708333	8.548333333	8.00125
670	0.647020833	2.847375	6.413229167	7.8323125	8.789583333	8.565208333	8.034479167
671	2.411645833	3.598791667	6.108645833	7.6064375	8.67625	8.489791667	7.969520833
672	1.867625	3.330354167	5.919979167	7.4260625	8.611458333	8.469375	7.960958333
673	2.2695	3.483104167	5.755395833	7.241479167	8.517708333	8.429583333	7.933291667
674	0.212645833	2.274041667	5.5105	7.061895833	8.4175	8.386666667	7.900958333
675	1.059541667	2.481895833	5.322625	6.9471875	8.380416667	8.410833333	7.938541667
676	2.059541667	2.965791667	5.140604167	6.784875	8.289791667	8.38375	7.920916667
677	2.4891875	3.239208333	5.005125	6.616145833	8.200583333	8.359583333	7.908229167
678	3.151708333	3.671916667	5.041270833	6.501354167	8.132708333	8.359375	7.9206875
679	2.983125	3.743041667	5.109875	6.379645833	8.015416667	8.310625	7.8835
680	2.9683125	3.567541667	5.014354167	6.331541667	7.941604167	8.306041667	7.89225
681	3.131666667	3.7268125	4.803145833	6.178833333	7.799729167	8.225416667	7.8224375
682	1.474104167	2.803479167	4.719270833	6.0605625	7.698958333	8.184583333	7.797666667
683	1.2558125	2.525145833	4.552104167	6.015875	7.6690625	8.211875	7.8383125
684	1.536333333	2.595375	4.403833333	5.895729167	7.5785	8.177333333	7.8179375
685	0.537020833	2.082541667	4.276291667	5.790979167	7.4964375	8.146541667	7.80025
686	-0.341708333	1.440520833	4.049270833	5.678645833	7.417916667	8.122708333	7.794354167
687	0.628229167	1.689270833	3.865729167	5.58375	7.365104167	8.117145833	7.803583333
688	1.3318125	2.026708333	3.776083333	5.487833333	7.323354167	8.122770833	7.82225
689	1.434770833	2.103666667	3.674270833	5.327958333	7.209229167	8.057833333	7.7738125
690	0.860625	1.848604167	3.598270833	5.202229167	7.108270833	8.007229167	7.739020833
691	0.905958333	1.832729167	3.557854167	5.129625	7.0445	7.9931875	7.740125
692	1.0561875	1.889520833	3.475583333	5.0071875	6.922583333	7.91925	7.680708333
693	0.822416667	1.739770833	3.353416667	4.854625	6.765145833	7.807145833	7.584291667
694	0.146770833	1.3621875	3.274145833	4.786333333	6.696791667	7.784270833	7.580145833
695	0.756333333	1.604291667	3.2221875	4.72575	6.630520833	7.7585	7.5660625
696	-0.2049375	1.127916667	3.129041667	4.656270833	6.569479167	7.737354167	7.564354167
697	0.430229167	1.321916667	3.048270833	4.5913125	6.517083333	7.724458333	7.562833333
698	0.268479167	1.225125	2.943041667	4.4870625	6.43375	7.6798125	7.534583333
699	0.467270833	1.286354167	2.879354167	4.403833333	6.365354167	7.647229167	7.5155625
700	0.536583333	1.307395833	2.846583333	4.35625	6.335145833	7.6563125	7.540125
701	0.952708333	1.5053125	2.8269375	4.302333333	6.290333333	7.649375	7.5468125
702	1.090333333	1.580895833	2.797770833	4.2340625	6.226375	7.623395833	7.534583333
703	1.032395833	1.5506875	2.74625	4.152916667	6.137416667	7.5716875	7.4961875
704	-1.22125	0.487229167	2.5566875	3.9934375	5.979375	7.449375	7.387416667
705	-1.248125	0.271104167	2.4654375	3.961729167	5.955666667	7.463125	7.420208333
706	-0.252333333	0.586541667	2.372520833	3.900833333	5.898270833	7.4366875	7.404354167
707	-1.289375	0.115	2.1906875	3.7428125	5.757104167	7.327020833	7.307833333
708	-0.862083333	0.190958333	2.141458333	3.721625	5.7599375	7.361625	7.360625
709	-0.359583333	0.330020833	2.0230625	3.601770833	5.6543125	7.284104167	7.294895833
710	-0.970833333	0.026708333	1.865958333	3.443875	5.513708333	7.172083333	7.199625
711	-0.7225	0.078791667	1.799895833	3.3734375	5.460291667	7.1515	7.192291667
712	-0.632916667	0.115458333	1.784125	3.352395833	5.45375	7.177458333	7.2334375
713	-0.59625	0.097895833	1.692229167	3.235416667	5.337916667	7.0899375	7.155020833
714	-0.876875	-0.018729167	1.675875	3.216625	5.333333333	7.118333333	7.201875
715	-0.0673125	0.345979167	1.7351875	3.24325	5.3563125	7.168729167	7.260416667
716	0.01	0.338270833	1.627416667	3.108729167	5.218416667	7.056041667	7.160895833
717	-0.105625	0.287729167	1.583125	3.039770833	5.148666667	7.014104167	7.133104167
718	-0.12125	0.295020833	1.574291667	3.002270833	5.105645833	6.998645833	7.130416667
719	-0.028104167	0.357041667	1.584270833	2.978291667	5.070354167	6.988958333	7.132875
720	-0.190416667	0.2535	1.494541667	2.8585	4.936041667	6.878	7.034166667
721	-0.629375	0.03525	1.406958333	2.748208333	4.808895833	6.7735625	6.94375
722	-0.59375	0.064083333	1.43075	2.753270833	4.80225	6.790541667	6.975125
723	-0.471041667	0.117229167	1.430395833	2.726166667	4.7531875	6.759791667	6.954541667
724	-0.669375	-0.009125	1.3499375	2.631104167	4.639854167	6.662916667	6.8699375
725	-1.100416667	-0.234479167	1.260229167	2.538083333	4.53325	6.5734375	6.792375
726	-0.985208333	-0.207854167	1.250916667	2.530291667	4.517479167	6.57475	6.806
727	-0.902916667	-0.192229167	1.2315625	2.5086875	4.489541667	6.562541667	6.804979167
728	-0.700833333	-0.112770833	1.238145833	2.5074375	4.4828125	6.569791667	6.823270833
729	-0.480909091	-0.049704545	1.190590909	2.440772727	4.406159091	6.502727273	6.76425
730	-0.985208333	-0.207854167	1.250916667	2.530291667	4.517479167	6.57475	6.806
731	-0.902916667	-0.192229167	1.2315625	2.5086875	4.489541667	6.562541667	6.804979167
732	-0.700833333	-0.112770833	1.238145833	2.5074375	4.4828125	6.569791667	6.823270833
733	-0.480909091	-0.049704545	1.190590909	2.440772727	4.406159091	6.502727273	6.76425
734	-0.418076923	-0.024153846	1.172769231	2.365653846	4.308307692	6.476153846	6.795192308
735	-0.5075	-0.0956875	1.1055625	2.2861875	4.223145833	6.401270833	6.726125
736	-0.668958333	-0.180395833	1.063520833	2.237395833	4.1710625	6.3631875	6.699354167
737	-0.497083333	-0.10525	1.0665625	2.222916667	4.145875	6.348791667	6.694708333
738	-0.446041667	-0.0645625	1.099	2.243708333	4.156979167	6.373375	6.727291667
739	-0.524375	-0.140625	1.0075	2.1410625	4.047145833	6.274541667	6.637416667
740	-0.224583333	-0.016520833	1.007354167	2.121958333	4.0154375	6.251583333	6.621833333
741	-0.184645833	0.062395833	1.094708333	2.198729167	4.084541667	6.332208333	6.7144375
742	-0.014625	0.109041667	1.027229167	2.124375	4.0003125	6.257520833	6.646083333
743	-0.104791667	0.008145833	0.8541875	1.9619375	3.826104167	6.0883125	6.486020833
744	-0.261666667	-0.0665	0.809395833	1.912	3.778145833	6.049958333	6.460979167
745	-0.364761905	-0.108285714	0.793190476	1.873857143	3.731357143	6.009595238	6.427761905
746	-0.364761905	-0.108285714	0.793190476	1.873857143	3.731357143	6.009595238	6.427761905
747	-0.4495	-0.1829	0.7099	1.73045	3.54695	5.8394	6.27065
748	-0.657083333	-0.245895833	0.749895833	1.771708333	3.584958333	5.883916667	6.327020833
749	-0.532083333	-0.158125	0.8289375	1.841645833	3.642604167	5.9494375	6.400375
750	-0.300833333	-0.087625	0.7863125	1.781166667	3.559916667	5.867708333	6.32275
751	-0.687083333	-0.316020833	0.655583333	1.651104167	3.4194375	5.7290625	6.196583333
752	-0.967083333	-0.458541667	0.597875	1.589229167	3.345895833	5.657208333	6.132708333
753	-1.160208333	-0.539791667	0.588833333	1.584645833	3.3338125	5.648458333	6.133625
754	-0.996666667	-0.49375	0.591104167	1.584625	3.321958333	5.637979167	6.1259375
755	-1.187083333	-0.593333333	0.560520833	1.568291667	3.3094375	5.630979167	6.131020833
756	-0.71125	-0.384791667	0.608895833	1.603770833	3.3311875	5.649916667	6.149583333
757	-0.725416667	-0.405	0.563520833	1.56375	3.296291667	5.619041667	6.1304375
758	-0.479375	-0.236666667	0.674458333	1.6665625	3.395	5.720395833	6.235770833
759	-0.217916667	-0.100416667	0.703770833	1.67825	3.397208333	5.723479167	6.240479167
760	-0.137708333	-0.07625	0.667958333	1.6288125	3.3379375	5.664520833	6.1870625
761	-0.24	-0.162708333	0.565916667	1.513458333	3.213041667	5.537520833	6.068791667
762	-0.387291667	-0.251104167	0.501354167	1.43675	3.1245	5.447770833	5.985854167
763	-0.607291667	-0.364145833	0.460333333	1.3935	3.0746875	5.398645833	5.947083333
764	-0.646875	-0.375625	0.484729167	1.410583333	3.080041667	5.405041667	5.9565625
765	-0.5725	-0.341104167	0.492958333	1.406416667	3.058979167	5.38175	5.9351875
766	-0.7625	-0.450416667	0.436375	1.358083333	3.011208333	5.337354167	5.902041667
767	-0.505833333	-0.257770833	0.592458333	1.502145833	3.138604167	5.461479167	6.026375
768	-0.440833333	-0.257916667	0.531895833	1.437583333	3.069666667	5.393979167	5.963541667
769	-0.33125	-0.210458333	0.5195625	1.411291667	3.02975	5.351	5.922708333
770	-0.254395833	-0.13	0.5866875	1.477395833	3.092625	5.413083333	5.993854167
771	-0.243958333	-0.130833333	0.569125	1.447854167	3.052895833	5.372958333	5.954833333
772	-0.184791667	-0.101875	0.5713125	1.439229167	3.032375	5.35	5.934541667
773	-0.180416667	-0.1175	0.529041667	1.387291667	2.967979167	5.281291667	5.869895833
774	-0.15975	-0.086791667	0.558979167	1.416166667	2.991395833	5.302875	5.9013125
775	-0.171583333	-0.105854167	0.5260625	1.3703125	2.933416667	5.242916667	5.842479167
776	-0.160125	-0.093666667	0.5310625	1.3671875	2.917833333	5.222208333	5.825854167
777	-0.2369375	-0.1555	0.474104167	1.304625	2.846604167	5.146833333	5.756604167
778	-0.248104167	-0.159520833	0.4706875	1.2885	2.816395833	5.111625	5.724479167
779	-0.27	-0.144791667	0.513083333	1.335354167	2.863541667	5.1618125	5.7801875
780	-0.243125	-0.149791667	0.485666667	1.290104167	2.798	5.089354167	5.704770833
781	-0.293541667	-0.1953125	0.438479167	1.24	2.737770833	5.0215625	5.646
782	-0.341666667	-0.2115	0.441416667	1.2410625	2.733208333	5.015270833	5.645333333
783	-0.369020833	-0.2128125	0.4601875	1.258041667	2.744604167	5.025270833	5.659270833
784	-0.3075	-0.161458333	0.506895833	1.294541667	2.768666667	5.0451875	5.676041667
785	-0.237791667	-0.127791667	0.514645833	1.295479167	2.756333333	5.025708333	5.658520833
786	-0.20875	-0.111604167	0.513729167	1.2925625	2.748354167	5.013020833	5.651770833
787	-0.275854167	-0.179166667	0.438354167	1.210875	2.659979167	4.9230625	5.564979167
788	-0.220416667	-0.1098125	0.5145625	1.2858125	2.728958333	4.9876875	5.6340625
789	-0.159291667	-0.045395833	0.577729167	1.341958333	2.775458333	5.028979167	5.676
790	-0.147020833	-0.061	0.540145833	1.294833333	2.716458333	4.964958333	5.612770833
791	-0.179604167	-0.11375	0.466354167	1.213041667	2.6256875	4.8694375	5.520916667
792	-0.251791667	-0.140958333	0.462895833	1.211	2.621229167	4.859145833	5.516666667
793	-0.192708333	-0.067604167	0.5478125	1.288395833	2.687979167	4.921395833	5.577333333
794	-0.20875	-0.107791667	0.494833333	1.228708333	2.620458333	4.851854167	5.5085
795	-0.182291667	-0.105729167	0.477104167	1.206104167	2.589083333	4.814791667	5.4736875
796	-0.202354167	-0.1386875	0.4273125	1.150895833	2.524791667	4.743541667	5.407291667
797	-0.158895833	-0.076291667	0.501291667	1.230729167	2.6039375	4.8185625	5.488604167
798	-0.157708333	-0.08825	0.471479167	1.18625	2.547166667	4.7598125	5.4253125
799	-0.105833333	-0.037604167	0.517770833	1.227479167	2.581916667	4.790479167	5.457020833
800	-0.1225	-0.075125	0.466041667	1.168916667	2.513229167	4.714729167	5.382083333
801	-0.10875	-0.0568125	0.481979167	1.183708333	2.523041667	4.719041667	5.390541667
802	-0.132270833	-0.089916667	0.4386875	1.132770833	2.462729167	4.651666667	5.324229167
803	-0.09775	-0.036083333	0.504666667	1.202895833	2.531208333	4.7155625	5.3945625
804	-0.083291667	-0.0128125	0.526833333	1.219458333	2.542125	4.7258125	5.403770833
805	-0.114916667	-0.0636875	0.4579375	1.1376875	2.4468125	4.6229375	5.2985
806	-0.159958333	-0.113104167	0.405041667	1.080083333	2.380208333	4.548291667	5.2291875
807	-0.203854167	-0.123083333	0.415583333	1.098291667	2.401979167	4.568333333	5.2555625
808	-0.15625	-0.089791667	0.433895833	1.101625	2.3910625	4.552958333	5.234
809	-0.134208333	-0.063354167	0.463458333	1.130166667	2.4118125	4.566208333	5.252375
810	-0.156375	-0.0825	0.446395833	1.1119375	2.3898125	4.540291667	5.229083333
811	-0.152604167	-0.0808125	0.445270833	1.10625	2.3768125	4.52	5.210375
812	-0.112458333	-0.0410625	0.485791667	1.145958333	2.412791667	4.554354167	5.245979167
813	-0.069166667	-0.016520833	0.496395833	1.1523125	2.4136875	4.551229167	5.240916667
814	-0.048145833	-0.017395833	0.4754375	1.121541667	2.371729167	4.504020833	5.192270833
815	0.000854167	0.036395833	0.53025	1.181125	2.428229167	4.555645833	5.247833333
816	0.051083333	0.080645833	0.562854167	1.199145833	2.432541667	4.546229167	5.2365625
817	-0.022020833	0.012020833	0.496291667	1.141333333	2.3771875	4.496270833	5.1905625
818	-0.0493125	-0.009104167	0.476479167	1.119875	2.35225	4.466270833	5.163583333
819	-0.014583333	0.025958333	0.506229167	1.158916667	2.3865	4.497291667	5.194416667
820	0.046854167	0.071291667	0.519875	1.1911875	2.412208333	4.517208333	5.211708333
821	-0.049270833	-0.035333333	0.3746875	1.05425	2.279020833	4.377541667	5.072479167
822	-0.063041667	-0.036125	0.3680625	1.0483125	2.28625	4.3796875	5.079520833
823	-0.072041667	-0.0456875	0.344958333	1.014791667	2.2553125	4.3468125	5.046833333
824	-0.0645625	-0.023791667	0.370645833	1.034875	2.277979167	4.367375	5.067645833
825	0.0014375	0.024833333	0.404979167	1.057979167	2.2953125	4.383625	5.0828125
826	-0.077333333	-0.050979167	0.332875	0.981625	2.215854167	4.300125	4.998375
827	-0.042291667	-0.018958333	0.358854167	1.000291667	2.227708333	4.3119375	5.011854167
828	-0.032479167	-0.010166667	0.361083333	0.9976875	2.222395833	4.302208333	4.999041667
829	-0.021208333	0.000145833	0.371958333	1.001291667	2.220208333	4.296583333	4.995729167
830	-0.0463125	-0.026	0.3430625	0.971854167	2.1863125	4.259958333	4.960583333
831	-0.040166667	-0.013958333	0.3573125	0.9841875	2.196375	4.2701875	4.972645833
832	-0.070208333	-0.049791667	0.314541667	0.936020833	2.14175	4.212541667	4.915375
833	-0.04275	-0.022354167	0.3406875	0.957354167	2.154583333	4.220541667	4.924520833
834	-0.0663125	-0.047041667	0.311958333	0.924833333	2.117270833	4.177083333	4.880833333
835	-0.0709375	-0.036708333	0.330604167	0.946395833	2.138375	4.197979167	4.90425
836	-0.036541667	-0.009979167	0.350875	0.958895833	2.143458333	4.198270833	4.9026875
837	-0.012479167	0.011104167	0.369333333	0.972291667	2.1495	4.198645833	4.902875
838	-0.040458333	-0.018020833	0.339479167	0.939125	2.110145833	4.1553125	4.86125
839	-0.043395833	-0.019333333	0.337375	0.935166667	2.101604167	4.146125	4.8528125
840	-0.0280625	-0.0086875	0.34525	0.943666667	2.1064375	4.146	4.854708333
841	-0.052458333	-0.022	0.338979167	0.939770833	2.1006875	4.13575	4.847666667
842	-0.075125	-0.040125	0.321645833	0.916375	2.071604167	4.102854167	4.8133125
843	-0.0480625	-0.024375	0.328166667	0.915	2.064479167	4.089854167	4.79575
844	-0.019895833	0.003020833	0.35275	0.939020833	2.084083333	4.107479167	4.816854167
845	-0.066083333	-0.034916667	0.319958333	0.90375	2.047125	4.0673125	4.7765625
846	-0.026333333	0.009541667	0.366770833	0.952666667	2.094354167	4.113791667	4.827041667
847	0.0126875	0.041833333	0.388479167	0.972520833	2.106020833	4.120895833	4.831166667
848	0.003708333	0.0398125	0.387770833	0.965208333	2.0960625	4.1043125	4.813770833
849	-0.008520833	0.018895833	0.351604167	0.929916667	2.054104167	4.057854167	4.764666667
850	0.009833333	0.051020833	0.388020833	0.967166667	2.0928125	4.0960625	4.8076875
851	0.054104167	0.0884375	0.404291667	0.98125	2.1	4.099645833	4.810083333
852	-0.014833333	0.0178125	0.336708333	0.883583333	1.993083333	3.986395833	4.699541667
853	-0.015291667	0.001833333	0.316145833	0.851666667	1.952479167	3.94075	4.654333333
854	0.227166667	0.089895833	0.349916667	0.885458333	1.978708333	3.963958333	4.677104167
855	0.311875	0.125458333	0.353604167	0.892604167	1.971958333	3.949208333	4.664729167
856	1.027583333	0.406375	0.379104167	0.909708333	1.9779375	3.955395833	4.670145833
857	2.571104167	1.162666667	0.45625	0.953708333	2.006895833	3.981020833	4.696458333
858	3.025229167	1.6749375	0.548666667	0.975083333	1.985375	3.9525	4.665979167
859	3.8439375	2.4928125	0.7961875	1.060020833	2.005166667	3.9628125	4.677979167
860	4.184479167	3.079041667	1.161875	1.126875	1.979458333	3.922958333	4.640083333
861	4.162375	3.289458333	1.554375	1.266854167	1.978770833	3.895729167	4.608125
862	3.218375	2.899145833	1.865125	1.411833333	1.967770833	3.858125	4.572041667
863	3.3856875	2.8075	1.831125	1.5779375	2.009979167	3.868895833	4.584166667
864	3.557833333	3.083979167	2.1040625	1.701729167	2.058270833	3.879666667	4.597520833
865	6.5978125	5.075270833	2.590333333	1.9064375	2.16075	3.935520833	4.653645833
866	8.135791667	6.6155625	3.436375	2.055645833	2.1236875	3.844270833	4.552291667
867	8.066333333	6.852770833	4.1590625	2.440375	2.218145833	3.888104167	4.599958333
868	9.228479167	7.8828125	4.8116875	2.789104167	2.2589375	3.864895833	4.575645833
869	8.76125	7.759770833	5.206104167	3.13725	2.321645833	3.847375	4.555104167
870	9.484791667	8.199708333	5.472520833	3.453416667	2.412791667	3.844666667	4.550270833
871	9.126875	8.411708333	5.9524375	3.729604167	2.4983125	3.821875	4.523729167
872	7.565395833	7.372375	6.051541667	4.0289375	2.6135	3.823666667	4.521229167
873	8.3700625	7.646729167	5.9154375	4.2649375	2.768875	3.86425	4.561020833
874	8.774208333	8.029083333	6.059	4.354791667	2.83375	3.8045	4.4918125
875	8.097979167	7.480770833	6.125625	4.538854167	2.979770833	3.8355	4.519458333
876	9.131875	8.304104167	6.330770833	4.655125	3.074208333	3.817958333	4.494479167
877	9.0715	8.2448125	6.4638125	4.828875	3.219895833	3.856916667	4.525354167
878	9.330520833	8.5363125	6.686270833	4.944395833	3.293	3.826354167	4.483270833
879	10.09229167	9.00625	6.8873125	5.105854167	3.399354167	3.835708333	4.482270833
880	11.60291667	10.05875	7.243833333	5.2790625	3.504583333	3.844958333	4.47525
881	12.57416667	11.13395833	7.901875	5.501875	3.606145833	3.858208333	4.479541667
882	13.30854167	11.83958333	8.458333333	5.79875	3.704416667	3.860229167	4.467270833
883	11.56625	11.04666667	8.825416667	6.133958333	3.816333333	3.8739375	4.470666667
884	10.21104167	9.977916667	8.643958333	6.376333333	3.908979167	3.8593125	4.440479167
885	9.517354167	9.433541667	8.527708333	6.565458333	4.0686875	3.899604167	4.463583333
886	10.39833333	9.905	8.477291667	6.6469375	4.198270833	3.912833333	4.463166667
887	9.624166667	9.4175	8.385208333	6.712020833	4.3281875	3.929125	4.4619375
888	9.236104167	8.984791667	8.175833333	6.749354167	4.4544375	3.953541667	4.470041667
889	10.07583333	9.473333333	8.163958333	6.732541667	4.531416667	3.940104167	4.4376875
890	10.42904167	9.742083333	8.284166667	6.798604167	4.6585625	3.9859375	4.462979167
891	10.21479167	9.861041667	8.476666667	6.870395833	4.7663125	4.028979167	4.487791667
892	11.65145833	10.58083333	8.578958333	6.9578125	4.860541667	4.059291667	4.500083333
893	12.91041667	11.581875	8.970416667	7.065958333	4.942083333	4.081895833	4.5018125
894	12.32875	11.48895833	9.327083333	7.233416667	5.0189375	4.106145833	4.503458333
895	12.53625	11.62395833	9.4975	7.425104167	5.120541667	4.1546875	4.5339375
896	12.67395833	11.83583333	9.710416667	7.567166667	5.187583333	4.1611875	4.518041667
897	13.79541667	12.61458333	10.04125	7.737895833	5.2844375	4.197145833	4.5370625
898	13.25625	12.40229167	10.25083333	7.9185	5.382479167	4.229104167	4.546645833
899	13.12875	12.55166667	10.50708333	8.074166667	5.453791667	4.2354375	4.53225
900	11.7475	11.47583333	10.31375	8.2526875	5.58375	4.296145833	4.57575
901	13.00020833	12.13145833	10.366875	8.3725	5.7265625	4.369395833	4.63275
902	13.44520833	12.69104167	10.65416667	8.44375	5.799020833	4.365854167	4.605729167
903	15.32604167	13.88041667	11.01520833	8.597708333	5.9120625	4.409125	4.629833333
904	15.575625	14.42666667	11.50291667	8.784791667	5.9958125	4.429770833	4.630375
905	15.484375	14.43270833	11.75604167	9.0225	6.09575	4.467916667	4.651458333
906	15.48208333	14.40541667	11.86770833	9.237291667	6.201416667	4.500979167	4.662354167
907	16.62708333	15.21916667	12.20916667	9.466458333	6.358604167	4.583875	4.730020833
908	17.04958333	15.723125	12.61125	9.658958333	6.456770833	4.601291667	4.726166667
909	16.75291667	15.67625	12.88958333	9.890833333	6.583020833	4.643583333	4.746583333
910	16.86916667	15.86395833	13.12020833	10.09104167	6.6986875	4.673875	4.7575
911	16.62125	15.78958333	13.26333333	10.28270833	6.806666667	4.696625	4.760666667
912	15.3825	14.89583333	13.141875	10.46854167	6.946041667	4.752604167	4.796625
913	15.54979167	14.884375	13.05	10.583125	7.083541667	4.798916667	4.823083333
914	15.35208333	14.74708333	12.99479167	10.649375	7.204520833	4.8345625	4.837458333
915	15.545625	14.76020833	12.95291667	10.69958333	7.3259375	4.875604167	4.857770833
916	16.17270833	15.143125	13.05145833	10.77104167	7.461479167	4.938083333	4.899291667
917	17.66854167	16.09979167	13.28145833	10.82895833	7.545354167	4.958354167	4.896645833
918	16.923125	15.92375	13.54020833	10.93833333	7.636958333	4.996583333	4.913666667
919	17.781875	16.34479167	13.7	11.094375	7.756833333	5.065020833	4.962354167
920	18.77041667	17.26416667	14.17645833	11.25520833	7.857229167	5.114916667	4.9904375
921	17.13479167	16.66979167	14.48416667	11.4425	7.936979167	5.143208333	4.995729167
922	16.49354167	16.09395833	14.389375	11.62645833	8.023145833	5.169208333	4.996
923	16.25166667	15.648125	14.133125	11.76458333	8.168416667	5.262666667	5.073770833
924	18.40333333	17.005625	14.299375	11.804375	8.259166667	5.2851875	5.074041667
925	19.76208333	18.19395833	14.86291667	11.92145833	8.351666667	5.315958333	5.081541667
926	18.63729167	17.89645833	15.26770833	12.11208333	8.436458333	5.344104167	5.088479167
927	18.38041667	17.55708333	15.24291667	12.29479167	8.522291667	5.372458333	5.095645833
928	19.14229167	17.93875	15.35083333	12.50229167	8.69125	5.480958333	5.185145833
929	19.89854167	18.64645833	15.70291667	12.63	8.773958333	5.496395833	5.178041667
930	20.86645833	19.511875	16.23958333	12.86166667	8.917291667	5.575520833	5.23725
931	20.02583333	19.54125	16.95604167	13.12625	9.021458333	5.614166667	5.2554375
932	18.27583333	18.16291667	16.73229167	13.40666667	9.131666667	5.657083333	5.277625
933	17.35916667	17.14958333	16.16145833	13.57958333	9.299791667	5.7443125	5.3475
934	18.20375	17.675625	16.010625	13.55291667	9.406666667	5.756916667	5.334
935	16.40666667	16.47729167	15.72625	13.554375	9.546041667	5.824708333	5.382583333
936	16.48770833	16.26854167	15.414375	13.52833333	9.684375	5.895729167	5.435520833
937	16.5975	16.36729167	15.28916667	13.430625	9.758958333	5.920916667	5.438375
938	15.17166667	15.54708333	15.12895833	13.37854167	9.857708333	5.983041667	5.48
939	13.56520833	14.185	14.563125	13.28791667	9.931458333	6.038458333	5.513020833
940	14.09833333	14.13479167	14.10125	13.14041667	10.01229167	6.1055	5.558666667
941	14.14854167	14.19708333	13.974375	12.975	10.06770833	6.160395833	5.593833333
942	15.37958333	14.93270833	14.01708333	12.87645833	10.12520833	6.234020833	5.647708333
943	15.71916667	15.30229167	14.15291667	12.80958333	10.141875	6.279625	5.6688125
944	15.1825	14.97520833	14.17	12.79895833	10.170625	6.348791667	5.720125
945	14.585	14.65270833	14.09729167	12.76791667	10.1675	6.382645833	5.734291667
946	13.62208333	13.990625	13.92791667	12.75145833	10.20166667	6.452041667	5.785708333
947	12.99916667	13.45854167	13.68875	12.70583333	10.23729167	6.524729167	5.841875
948	14.61145833	14.31770833	13.62770833	12.61104167	10.24458333	6.5660625	5.868375
949	14.10125	14.06979167	13.61104167	12.544375	10.24166667	6.600645833	5.886458333
950	14.36083333	14.215	13.600625	12.52520833	10.27791667	6.6764375	5.948833333
951	14.8525	14.493125	13.601875	12.46291667	10.255	6.696354167	5.9535
952	12.986875	13.45145833	13.50041667	12.44520833	10.25833333	6.7420625	5.989104167
953	14.018125	13.83520833	13.35083333	12.42395833	10.284375	6.810666667	6.0494375
954	14.06916667	13.88020833	13.33125	12.37395833	10.29520833	6.863770833	6.094
955	13.56020833	13.69708333	13.34666667	12.34625	10.299375	6.900958333	6.121958333
956	12.05458333	12.755625	13.174375	12.329375	10.31270833	6.953729167	6.166979167
957	12.723125	12.91	12.97229167	12.27104167	10.32020833	6.999666667	6.207229167
958	12.72083333	12.906875	12.89770833	12.20145833	10.32729167	7.044583333	6.244895833
