 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
   1044,         0.5650,         0.5604,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.6649
   1045,         0.5649,         0.5603,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         9.5196
   1046,         0.5649,         0.5602,         0.5613,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         8.2914
   1047,         0.5649,         0.5600,         0.5612,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         7.1307
   1048,         0.5649,         0.5596,         0.5611,         0.5618,         0.5621,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.2891
   1049,         0.5649,         0.5598,         0.5612,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.4537
   1050,         0.5649,         0.5597,         0.5611,         0.5618,         0.5621,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.6238
   1051,         0.5650,         0.5600,         0.5612,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.2534
   1052,         0.5649,         0.5604,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.6948
   1053,         0.5650,         0.5604,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.9821
   1054,         0.5649,         0.5601,         0.5613,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.1222
   1055,         0.5649,         0.5598,         0.5612,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.2433
   1056,         0.5649,         0.5600,         0.5613,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.6992
   1057,         0.5649,         0.5602,         0.5613,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.2107
   1058,         0.5650,         0.5602,         0.5613,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.7603
   1059,         0.5649,         0.5600,         0.5613,         0.5618,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.2614
   1060,         0.5649,         0.5601,         0.5613,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.8822
   1061,         0.5649,         0.5601,         0.5613,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.5529
   1062,         0.5650,         0.5603,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0560,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.3232
   1063,         0.5650,         0.5605,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0561,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.1704
   1064,         0.5650,         0.5605,         0.5614,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0563,         0.0561,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0002,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9828
   1065,         0.5650,         0.5605,         0.5615,         0.5619,         0.5622,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0561,         0.0561,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0004,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.8656
   1066,         0.5650,         0.5607,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0563,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0002,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.5468
   1067,         0.5650,         0.5608,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.2490
   1068,         0.5650,         0.5610,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.0381
   1069,         0.5650,         0.5611,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.8145
   1070,         0.5650,         0.5611,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0565,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.6139
   1071,         0.5650,         0.5611,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0564,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0001,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.4512
   1072,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0554,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0012,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.3315
   1073,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0538,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0028,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.1988
   1074,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0522,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0044,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.0845
   1075,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0505,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0061,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9746
   1076,         0.5649,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0486,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0080,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.8769
   1077,         0.5638,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0467,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0097,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.7530
   1078,         0.5627,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0451,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0113,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.6270
   1079,         0.5616,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0435,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0127,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.5164
   1080,         0.5607,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0419,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0142,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.4366
   1081,         0.5597,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0403,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0157,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.3318
   1082,         0.5586,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0389,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0170,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.2132
   1083,         0.5570,         0.5610,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0376,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0181,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0262
   1084,         0.5558,         0.5610,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0366,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0191,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -7.0150
   1085,         0.5548,         0.5610,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0354,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0201,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -9.8561
   1086,         0.5536,         0.5610,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0343,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0211,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -12.3883
   1087,         0.5526,         0.5611,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0333,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0220,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -14.1426
   1088,         0.5516,         0.5611,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0322,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0231,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -15.4045
   1089,         0.5506,         0.5611,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0306,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0245,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -16.9599
   1090,         0.5496,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0293,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0257,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -18.3781
   1091,         0.5486,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0281,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0268,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -19.4956
   1092,         0.5650,         0.5610,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0287,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0278,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.0222
   1093,         0.5650,         0.5611,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0284,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0281,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.8116
   1094,         0.5650,         0.5611,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0280,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0285,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.6183
   1095,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0274,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0292,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.4524
   1096,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0265,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0301,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.3104
   1097,         0.5650,         0.5613,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0254,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0311,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.1803
   1098,         0.5650,         0.5613,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0243,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0323,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.0540
   1099,         0.5650,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0231,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0334,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9112
   1100,         0.5647,         0.5612,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0222,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0343,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.8131
   1101,         0.5638,         0.5613,         0.5619,         0.5622,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0211,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0353,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.7335
   1102,         0.5629,         0.5613,         0.5619,         0.5622,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0200,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0364,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.6555
   1103,         0.5619,         0.5613,         0.5619,         0.5622,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0188,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0375,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.5561
   1104,         0.5609,         0.5613,         0.5619,         0.5622,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0175,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0386,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.4560
   1105,         0.5600,         0.5607,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0164,         0.0561,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0397,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.2907
   1106,         0.5598,         0.5602,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0155,         0.0560,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0405,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.2103
   1107,         0.5596,         0.5597,         0.5619,         0.5622,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0150,         0.0560,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0410,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.1384
   1108,         0.5649,         0.5589,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0152,         0.0559,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0413,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.1468
   1109,         0.5650,         0.5581,         0.5618,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0151,         0.0558,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0414,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9013
   1110,         0.5650,         0.5574,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0149,         0.0557,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0416,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.7259
   1111,         0.5650,         0.5567,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0147,         0.0557,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0418,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.5752
   1112,         0.5650,         0.5560,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0145,         0.0556,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0420,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.4297
   1113,         0.5650,         0.5554,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0142,         0.0555,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0423,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.2993
   1114,         0.5647,         0.5545,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0139,         0.0554,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0426,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0926
   1115,         0.5642,         0.5537,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0137,         0.0554,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0428,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -4.1610
