 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
      1,         0.5648,         0.5649,         0.5650,         0.5650,         0.5650,         0.5650,         0.5650,         0.5650,         0.5650,         0.5649,        -0.0000,         0.0565,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1130,         0.0565,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.4749
      2,         0.5645,         0.5648,         0.5649,         0.5650,         0.5650,         0.5650,         0.5650,         0.5650,         0.5650,         0.5647,         0.0000,         0.0565,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1129,         0.0565,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.4387
      3,         0.5643,         0.5647,         0.5649,         0.5649,         0.5650,         0.5650,         0.5650,         0.5650,         0.5650,         0.5646,         0.0000,         0.0557,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1129,         0.0564,         0.0008,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.4281
      4,         0.5639,         0.5645,         0.5648,         0.5649,         0.5649,         0.5650,         0.5650,         0.5650,         0.5650,         0.5645,        -0.0000,         0.0545,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1129,         0.0564,         0.0020,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.3669
      5,         0.5635,         0.5643,         0.5647,         0.5648,         0.5649,         0.5650,         0.5650,         0.5650,         0.5650,         0.5644,         0.0000,         0.0533,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1129,         0.0563,         0.0032,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.2948
      6,         0.5632,         0.5642,         0.5646,         0.5648,         0.5649,         0.5650,         0.5650,         0.5650,         0.5649,         0.5642,        -0.0000,         0.0522,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1128,         0.0563,         0.0043,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.2544
      7,         0.5629,         0.5641,         0.5646,         0.5648,         0.5649,         0.5650,         0.5650,         0.5650,         0.5649,         0.5641,        -0.0000,         0.0511,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1128,         0.0563,         0.0054,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.2053
      8,         0.5626,         0.5639,         0.5645,         0.5647,         0.5649,         0.5650,         0.5650,         0.5650,         0.5649,         0.5640,         0.0000,         0.0500,         0.0565,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1128,         0.0563,         0.0065,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.1415
      9,         0.5620,         0.5636,         0.5644,         0.5647,         0.5648,         0.5650,         0.5650,         0.5650,         0.5648,         0.5639,         0.0000,         0.0489,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1128,         0.0562,         0.0075,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.0560
     10,         0.5615,         0.5634,         0.5643,         0.5647,         0.5648,         0.5650,         0.5650,         0.5650,         0.5648,         0.5639,         0.0000,         0.0479,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1130,         0.1128,         0.0562,         0.0085,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9721
     11,         0.5611,         0.5632,         0.5643,         0.5646,         0.5648,         0.5650,         0.5650,         0.5650,         0.5647,         0.5638,         0.0000,         0.0469,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1128,         0.0561,         0.0095,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9030
     12,         0.5606,         0.5630,         0.5642,         0.5646,         0.5648,         0.5650,         0.5650,         0.5650,         0.5647,         0.5637,         0.0000,         0.0460,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1127,         0.0561,         0.0103,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.8200
     13,         0.5603,         0.5628,         0.5642,         0.5645,         0.5648,         0.5650,         0.5650,         0.5650,         0.5646,         0.5637,         0.0000,         0.0451,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1127,         0.0560,         0.0112,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.7603
     14,         0.5601,         0.5627,         0.5641,         0.5645,         0.5648,         0.5650,         0.5650,         0.5650,         0.5645,         0.5636,        -0.0000,         0.0444,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1127,         0.0560,         0.0119,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.7176
     15,         0.5598,         0.5625,         0.5641,         0.5645,         0.5647,         0.5649,         0.5650,         0.5650,         0.5644,         0.5635,        -0.0000,         0.0437,         0.0564,         0.0565,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1127,         0.0560,         0.0126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.6674
     16,         0.5593,         0.5623,         0.5640,         0.5645,         0.5647,         0.5649,         0.5650,         0.5649,         0.5644,         0.5635,        -0.0000,         0.0430,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1127,         0.0559,         0.0133,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.5951
     17,         0.5590,         0.5621,         0.5640,         0.5644,         0.5647,         0.5649,         0.5650,         0.5649,         0.5643,         0.5635,        -0.0000,         0.0423,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1129,         0.1127,         0.0559,         0.0139,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.5379
     18,         0.5586,         0.5619,         0.5640,         0.5644,         0.5647,         0.5649,         0.5650,         0.5649,         0.5642,         0.5634,         0.0000,         0.0417,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1128,         0.1127,         0.0559,         0.0145,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.4703
     19,         0.5581,         0.5616,         0.5639,         0.5644,         0.5647,         0.5649,         0.5650,         0.5649,         0.5641,         0.5634,         0.0000,         0.0411,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1128,         0.1127,         0.0558,         0.0151,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.3854
     20,         0.5578,         0.5614,         0.5639,         0.5644,         0.5647,         0.5649,         0.5650,         0.5648,         0.5641,         0.5634,         0.0000,         0.0405,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1128,         0.1127,         0.0558,         0.0156,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.3269
     21,         0.5576,         0.5612,         0.5639,         0.5643,         0.5647,         0.5649,         0.5650,         0.5648,         0.5640,         0.5634,        -0.0000,         0.0400,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1128,         0.1127,         0.0558,         0.0161,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.2848
     22,         0.5572,         0.5610,         0.5638,         0.5643,         0.5646,         0.5649,         0.5650,         0.5648,         0.5639,         0.5633,         0.0000,         0.0396,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1130,         0.1128,         0.1127,         0.0557,         0.0166,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.2189
     23,         0.5567,         0.5607,         0.5638,         0.5643,         0.5646,         0.5649,         0.5650,         0.5647,         0.5639,         0.5633,        -0.0000,         0.0391,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1128,         0.1127,         0.0557,         0.0170,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.1404
     24,         0.5563,         0.5605,         0.5637,         0.5643,         0.5646,         0.5649,         0.5650,         0.5646,         0.5638,         0.5633,        -0.0000,         0.0387,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1128,         0.1127,         0.0556,         0.0174,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0717
     25,         0.5559,         0.5602,         0.5637,         0.5642,         0.5646,         0.5649,         0.5650,         0.5646,         0.5637,         0.5633,        -0.0000,         0.0383,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1127,         0.1127,         0.0556,         0.0178,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0042
     26,         0.5555,         0.5600,         0.5637,         0.5642,         0.5646,         0.5649,         0.5649,         0.5645,         0.5637,         0.5633,        -0.0000,         0.0379,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1127,         0.1127,         0.0555,         0.0181,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -5.9308
     27,         0.5550,         0.5597,         0.5636,         0.5642,         0.5646,         0.5649,         0.5649,         0.5645,         0.5636,         0.5633,        -0.0000,         0.0375,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1127,         0.1127,         0.0555,         0.0185,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -8.6730
     28,         0.5548,         0.5595,         0.5636,         0.5642,         0.5645,         0.5649,         0.5649,         0.5644,         0.5636,         0.5633,         0.0000,         0.0372,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1127,         0.1127,         0.0555,         0.0188,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -9.8317
     29,         0.5546,         0.5594,         0.5636,         0.5642,         0.5645,         0.5649,         0.5649,         0.5643,         0.5635,         0.5633,        -0.0000,         0.0370,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1129,         0.1127,         0.1127,         0.0555,         0.0190,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -10.5853
     30,         0.5541,         0.5591,         0.5636,         0.5641,         0.5645,         0.5649,         0.5649,         0.5642,         0.5635,         0.5633,        -0.0000,         0.0367,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1128,         0.1127,         0.1127,         0.0554,         0.0192,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -12.2106
     31,         0.5536,         0.5587,         0.5636,         0.5641,         0.5645,         0.5649,         0.5648,         0.5642,         0.5635,         0.5633,        -0.0000,         0.0365,         0.0564,         0.0564,         0.0565,         0.1130,         0.1130,         0.1128,         0.1127,         0.1127,         0.0554,         0.0194,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -13.8741
     32,         0.5529,         0.5584,         0.5635,         0.5641,         0.5645,         0.5649,         0.5648,         0.5641,         0.5634,         0.5632,        -0.0000,         0.0362,         0.0563,         0.0564,         0.0564,         0.1130,         0.1130,         0.1128,         0.1127,         0.1126,         0.0553,         0.0197,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -15.7068
     33,         0.5519,         0.5578,         0.5634,         0.5640,         0.5645,         0.5649,         0.5648,         0.5640,         0.5634,         0.5632,        -0.0000,         0.0358,         0.0563,         0.0564,         0.0564,         0.1130,         0.1130,         0.1128,         0.1127,         0.1126,         0.0552,         0.0200,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -18.0857
     34,         0.5504,         0.5570,         0.5632,         0.5639,         0.5644,         0.5649,         0.5647,         0.5640,         0.5634,         0.5632,        -0.0000,         0.0353,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1128,         0.1127,         0.1126,         0.0550,         0.0204,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -21.1291
     35,         0.5499,         0.5567,         0.5632,         0.5639,         0.5644,         0.5649,         0.5647,         0.5639,         0.5634,         0.5632,        -0.0000,         0.0350,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1128,         0.1127,         0.1126,         0.0550,         0.0207,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -22.2037
     36,         0.5491,         0.5562,         0.5631,         0.5638,         0.5644,         0.5648,         0.5646,         0.5638,         0.5634,         0.5632,        -0.0000,         0.0348,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1128,         0.1127,         0.1126,         0.0549,         0.0209,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -23.5475
     37,         0.5483,         0.5557,         0.5631,         0.5638,         0.5643,         0.5648,         0.5646,         0.5638,         0.5633,         0.5632,        -0.0000,         0.0345,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1128,         0.1127,         0.1126,         0.0548,         0.0211,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -24.9354
     38,         0.5476,         0.5552,         0.5630,         0.5638,         0.5643,         0.5648,         0.5645,         0.5637,         0.5633,         0.5632,        -0.0000,         0.0343,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1127,         0.1127,         0.1126,         0.0548,         0.0213,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -26.0853
     39,         0.5463,         0.5545,         0.5629,         0.5637,         0.5643,         0.5648,         0.5645,         0.5637,         0.5633,         0.5632,        -0.0000,         0.0340,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1127,         0.1127,         0.1126,         0.0546,         0.0215,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -27.8742
     40,         0.5454,         0.5540,         0.5629,         0.5637,         0.5643,         0.5648,         0.5644,         0.5636,         0.5633,         0.5632,        -0.0000,         0.0337,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1127,         0.1127,         0.1126,         0.0545,         0.0217,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -29.1711
     41,         0.5445,         0.5534,         0.5628,         0.5636,         0.5642,         0.5648,         0.5643,         0.5636,         0.5633,         0.5632,         0.0000,         0.0334,         0.0563,         0.0564,         0.0564,         0.1130,         0.1129,         0.1127,         0.1127,         0.1126,         0.0544,         0.0219,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -30.4952
     42,         0.5434,         0.5527,         0.5627,         0.5636,         0.5642,         0.5647,         0.5643,         0.5635,         0.5633,         0.5632,        -0.0000,         0.0332,         0.0563,         0.0564,         0.0564,         0.1129,         0.1129,         0.1127,         0.1127,         0.1126,         0.0543,         0.0221,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -31.9128
     43,         0.5423,         0.5520,         0.5627,         0.5635,         0.5642,         0.5647,         0.5642,         0.5635,         0.5633,         0.5632,         0.0000,         0.0329,         0.0563,         0.0564,         0.0564,         0.1129,         0.1128,         0.1127,         0.1127,         0.1126,         0.0542,         0.0223,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -33.3265
     44,         0.5650,         0.5508,         0.5624,         0.5634,         0.5641,         0.5646,         0.5641,         0.5635,         0.5633,         0.5632,         0.0021,         0.0328,         0.0562,         0.0563,         0.0564,         0.1129,         0.1128,         0.1127,         0.1127,         0.1126,         0.0544,         0.0223,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.1856
     45,         0.5650,         0.5500,         0.5624,         0.5634,         0.5641,         0.5646,         0.5640,         0.5634,         0.5633,         0.5632,         0.0020,         0.0333,         0.0562,         0.0563,         0.0564,         0.1129,         0.1128,         0.1127,         0.1127,         0.1126,         0.0545,         0.0217,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.8237
     46,         0.5650,         0.5488,         0.5622,         0.5633,         0.5640,         0.5646,         0.5640,         0.5634,         0.5633,         0.5632,         0.0020,         0.0337,         0.0562,         0.0563,         0.0564,         0.1129,         0.1128,         0.1127,         0.1127,         0.1126,         0.0546,         0.0211,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        17.8263
     47,         0.5648,         0.5462,         0.5616,         0.5629,         0.5638,         0.5645,         0.5639,         0.5634,         0.5632,         0.5632,         0.0018,         0.0340,         0.0562,         0.0563,         0.0564,         0.1129,         0.1128,         0.1127,         0.1126,         0.1126,         0.0546,         0.0206,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        16.6796
     48,         0.5650,         0.5454,         0.5618,         0.5630,         0.5638,         0.5644,         0.5639,         0.5634,         0.5632,         0.5632,         0.0018,         0.0345,         0.0562,         0.0563,         0.0564,         0.1129,         0.1128,         0.1127,         0.1126,         0.1126,         0.0547,         0.0200,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        18.5058
     49,         0.5650,         0.5444,         0.5618,         0.5630,         0.5638,         0.5644,         0.5638,         0.5634,         0.5632,         0.5632,         0.0017,         0.0350,         0.0562,         0.0563,         0.0564,         0.1129,         0.1128,         0.1127,         0.1126,         0.1126,         0.0549,         0.0194,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        19.9574
     50,         0.5650,         0.5436,         0.5619,         0.5630,         0.5638,         0.5643,         0.5637,         0.5633,         0.5632,         0.5632,         0.0015,         0.0355,         0.0562,         0.0563,         0.0564,         0.1129,         0.1127,         0.1127,         0.1126,         0.1126,         0.0550,         0.0189,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        17.4584
     51,         0.5650,         0.5427,         0.5619,         0.5630,         0.5637,         0.5643,         0.5637,         0.5633,         0.5632,         0.5632,         0.0014,         0.0359,         0.0562,         0.0563,         0.0564,         0.1129,         0.1127,         0.1127,         0.1126,         0.1126,         0.0551,         0.0183,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        15.1651
     52,         0.5650,         0.5415,         0.5618,         0.5629,         0.5637,         0.5642,         0.5636,         0.5633,         0.5632,         0.5632,         0.0013,         0.0364,         0.0562,         0.0563,         0.0564,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0552,         0.0177,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        13.0108
     53,         0.5650,         0.5404,         0.5618,         0.5629,         0.5636,         0.5641,         0.5636,         0.5633,         0.5632,         0.5632,         0.0012,         0.0368,         0.0562,         0.0563,         0.0564,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0553,         0.0172,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        11.1545
     54,         0.5650,         0.5398,         0.5619,         0.5629,         0.5636,         0.5641,         0.5636,         0.5633,         0.5632,         0.5632,         0.0012,         0.0373,         0.0562,         0.0563,         0.0564,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0554,         0.0166,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         9.6517
     55,         0.5650,         0.5390,         0.5620,         0.5629,         0.5636,         0.5640,         0.5635,         0.5633,         0.5632,         0.5632,         0.0011,         0.0378,         0.0562,         0.0563,         0.0564,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0554,         0.0161,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         8.2233
     56,         0.5650,         0.5383,         0.5620,         0.5630,         0.5635,         0.5640,         0.5635,         0.5633,         0.5632,         0.5632,         0.0010,         0.0383,         0.0562,         0.0563,         0.0564,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0555,         0.0155,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.9977
     57,         0.5650,         0.5376,         0.5621,         0.5630,         0.5635,         0.5639,         0.5635,         0.5633,         0.5632,         0.5632,         0.0009,         0.0387,         0.0562,         0.0563,         0.0563,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0556,         0.0150,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.8951
     58,         0.5650,         0.5367,         0.5620,         0.5629,         0.5634,         0.5638,         0.5634,         0.5633,         0.5632,         0.5632,         0.0008,         0.0392,         0.0562,         0.0563,         0.0563,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0557,         0.0144,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.8203
     59,         0.5650,         0.5352,         0.5618,         0.5628,         0.5633,         0.5638,         0.5634,         0.5632,         0.5632,         0.5632,         0.0007,         0.0396,         0.0562,         0.0563,         0.0563,         0.1128,         0.1127,         0.1127,         0.1126,         0.1126,         0.0558,         0.0139,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.6754
     60,         0.5650,         0.5341,         0.5618,         0.5627,         0.5632,         0.5637,         0.5634,         0.5632,         0.5632,         0.5632,         0.0006,         0.0400,         0.0562,         0.0563,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0559,         0.0133,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.7841
     61,         0.5650,         0.5332,         0.5618,         0.5627,         0.5632,         0.5637,         0.5634,         0.5632,         0.5632,         0.5632,         0.0006,         0.0405,         0.0562,         0.0563,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0559,         0.0128,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.0561
     62,         0.5650,         0.5321,         0.5617,         0.5626,         0.5631,         0.5636,         0.5633,         0.5632,         0.5632,         0.5632,         0.0005,         0.0409,         0.0562,         0.0563,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0560,         0.0123,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.3376
     63,         0.5650,         0.5310,         0.5617,         0.5626,         0.5630,         0.5636,         0.5633,         0.5632,         0.5632,         0.5632,         0.0004,         0.0414,         0.0562,         0.0563,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0561,         0.0117,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.6804
     64,         0.5649,         0.5297,         0.5615,         0.5625,         0.5629,         0.5635,         0.5633,         0.5632,         0.5632,         0.5632,         0.0004,         0.0418,         0.0562,         0.0562,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0561,         0.0112,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0010
     65,         0.5650,         0.5286,         0.5615,         0.5624,         0.5628,         0.5635,         0.5633,         0.5632,         0.5632,         0.5632,         0.0003,         0.0422,         0.0562,         0.0562,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0562,         0.0106,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -15.9360
     66,         0.5650,         0.5273,         0.5614,         0.5623,         0.5628,         0.5634,         0.5633,         0.5632,         0.5632,         0.5632,         0.0002,         0.0426,         0.0561,         0.0562,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0563,         0.0101,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -22.7709
     67,         0.5650,         0.5256,         0.5612,         0.5622,         0.5627,         0.5634,         0.5633,         0.5632,         0.5632,         0.5632,         0.0002,         0.0430,         0.0561,         0.0562,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0563,         0.0096,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -28.6283
     68,         0.5650,         0.5239,         0.5611,         0.5621,         0.5626,         0.5634,         0.5633,         0.5632,         0.5632,         0.5632,         0.0001,         0.0433,         0.0561,         0.0562,         0.0563,         0.1127,         0.1127,         0.1126,         0.1126,         0.1126,         0.0564,         0.0090,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -33.1939
     69,         0.5650,         0.5221,         0.5609,         0.5619,         0.5625,         0.5633,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0437,         0.0561,         0.0562,         0.0562,         0.1127,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0085,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -37.1465
     70,         0.5650,         0.5198,         0.5606,         0.5617,         0.5623,         0.5633,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0440,         0.0561,         0.0562,         0.0562,         0.1127,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0080,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -39.2086
     71,         0.5650,         0.5186,         0.5608,         0.5618,         0.5623,         0.5633,         0.5632,         0.5632,         0.5632,         0.5632,        -0.0000,         0.0443,         0.0561,         0.0562,         0.0562,         0.1127,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0076,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -35.5525
     72,         0.5650,         0.5169,         0.5607,         0.5617,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0444,         0.0561,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0072,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -38.7479
