 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4, QC5, QC6, QC7, QC8, Rh_d
   1130,         0.0000,         0.1088,         0.1088,         0.0000,         0.0000,       459.1026,       501.5893,       448.9726,       293.9179,       268.1684,       190.5807,     38476.9844,     23172.0176,         0.1088
   1131,         0.0000,         0.1070,         0.1070,         0.0000,         0.0000,       458.5561,       501.5886,       448.7831,       294.5425,       268.1654,       190.5579,     38476.9844,     23172.0176,         0.1070
   1132,         0.0000,         0.1051,         0.1051,         0.0000,         0.0000,       458.0102,       501.5878,       448.5967,       295.1654,       268.1632,       190.5352,     38476.9844,     23172.0176,         0.1051
   1133,         0.0000,         0.1034,         0.1034,         0.0000,         0.0000,       457.4649,       501.5871,       448.4135,       295.7860,       268.1610,       190.5130,     38476.9844,     23172.0176,         0.1034
   1134,         0.0000,         0.1022,         0.1022,         0.0000,         0.0000,       456.9203,       501.5864,       448.2334,       296.4036,       268.1588,       190.4918,     38476.9844,     23172.0176,         0.1022
   1135,         0.0000,         0.1003,         0.1003,         0.0000,         0.0000,       456.3763,       501.5856,       448.0565,       297.0195,       268.1566,       190.4709,     38476.9844,     23172.0176,         0.1003
   1136,         0.0000,         0.0988,         0.0988,         0.0000,         0.0000,       455.8330,       501.5849,       447.8828,       297.6330,       268.1544,       190.4504,     38476.9844,     23172.0176,         0.0988
   1137,         0.0000,         0.0967,         0.0967,         0.0000,         0.0000,       455.2903,       501.5842,       447.7121,       298.2451,       268.1522,       190.4301,     38476.9844,     23172.0176,         0.0967
   1138,         0.0000,         0.0936,         0.0936,         0.0000,         0.0000,       454.7483,       501.5834,       447.5436,       298.8577,       268.1500,       190.4104,     38476.9844,     23172.0176,         0.0936
   1139,         0.0000,         0.0927,         0.0927,         0.0000,         0.0000,       454.2069,       501.5827,       447.3762,       299.4675,       268.1478,       190.3934,     38476.9844,     23172.0176,         0.0927
   1140,         0.0000,         0.0936,         0.0936,         0.0000,         0.0000,       453.6662,       501.5820,       447.2102,       300.0728,       268.1456,       190.3781,     38476.9844,     23172.0176,         0.0936
   1141,         0.0000,         0.0936,         0.0936,         0.0000,         0.0000,       453.1262,       501.5812,       447.0453,       300.6759,       268.1434,       190.3636,     38476.9844,     23172.0176,         0.0936
   1142,         0.0000,         0.0931,         0.0931,         0.0000,         0.0000,       452.5867,       501.5805,       446.8816,       301.2775,       268.1412,       190.3494,     38476.9844,     23172.0176,         0.0931
   1143,         0.0000,         0.0927,         0.0927,         0.0000,         0.0000,       452.0479,       501.5798,       446.7191,       301.8775,       268.1390,       190.3355,     38476.9844,     23172.0176,         0.0927
   1144,         0.0000,         0.0934,         0.0934,         0.0000,         0.0000,       451.5097,       501.5790,       446.5576,       302.4739,       268.1368,       190.3231,     38476.9844,     23172.0176,         0.0934
   1145,         0.4647,        -0.3689,         0.0958,         0.0000,         0.0000,       450.9721,       501.5783,       446.3956,       303.0663,       268.1345,       190.3119,     38476.9844,     23172.0176,         0.0958
   1146,         0.6081,        -0.5064,         0.1017,         0.0000,         0.0000,       450.4352,       501.5776,       446.2297,       303.6536,       268.1316,       190.3019,     38476.9844,     23172.0176,         0.1017
   1147,         0.0000,         0.1032,         0.1032,         0.0000,         0.0000,       449.8990,       501.5768,       446.0633,       304.2383,       268.1286,       190.2932,     38476.9844,     23172.0176,         0.1032
   1148,         0.0000,         0.1037,         0.1037,         0.0000,         0.0000,       449.3635,       501.5761,       445.8970,       304.8210,       268.1257,       190.2850,     38476.9844,     23172.0176,         0.1037
   1149,         0.0000,         0.1040,         0.1040,         0.0000,         0.0000,       448.8285,       501.5754,       445.7308,       305.4023,       268.1228,       190.2775,     38476.9844,     23172.0176,         0.1040
   1150,         0.0000,         0.1043,         0.1043,         0.0000,         0.0000,       448.2942,       501.5746,       445.5649,       305.9818,       268.1198,       190.2707,     38476.9844,     23172.0176,         0.1043
   1151,         0.0000,         0.1046,         0.1046,         0.0000,         0.0000,       447.7604,       501.5739,       445.3994,       306.5597,       268.1169,       190.2642,     38476.9844,     23172.0176,         0.1046
   1152,         0.0000,         0.1048,         0.1048,         0.0000,         0.0000,       447.2274,       501.5732,       445.2339,       307.1365,       268.1140,       190.2580,     38476.9844,     23172.0176,         0.1048
   1153,         0.0000,         0.1049,         0.1049,         0.0000,         0.0000,       446.6949,       501.5724,       445.0684,       307.7122,       268.1111,       190.2520,     38476.9844,     23172.0176,         0.1049
   1154,         0.0000,         0.1051,         0.1051,         0.0000,         0.0000,       446.1631,       501.5717,       444.9028,       308.2867,       268.1081,       190.2462,     38476.9844,     23172.0176,         0.1051
   1155,         0.0000,         0.1050,         0.1050,         0.0000,         0.0000,       445.6320,       501.5710,       444.7373,       308.8603,       268.1052,       190.2409,     38476.9844,     23172.0176,         0.1050
   1156,         0.0000,         0.1053,         0.1053,         0.0000,         0.0000,       445.1015,       501.5703,       444.5722,       309.4326,       268.1023,       190.2356,     38476.9844,     23172.0176,         0.1053
   1157,         0.0000,         0.1056,         0.1056,         0.0000,         0.0000,       444.5716,       501.5695,       444.4074,       310.0036,       268.0993,       190.2305,     38476.9844,     23172.0176,         0.1056
   1158,         0.0000,         0.1058,         0.1058,         0.0000,         0.0000,       444.0423,       501.5688,       444.2426,       310.5736,       268.0964,       190.2254,     38476.9844,     23172.0176,         0.1058
   1159,         0.0000,         0.1061,         0.1061,         0.0000,         0.0000,       443.5137,       501.5681,       444.0778,       311.1424,       268.0935,       190.2206,     38476.9844,     23172.0176,         0.1061
   1160,         0.0000,         0.1064,         0.1064,         0.0000,         0.0000,       442.9856,       501.5673,       443.9130,       311.7099,       268.0905,       190.2160,     38476.9844,     23172.0176,         0.1064
   1161,         0.1213,        -0.0144,         0.1069,         0.0000,         0.0000,       442.4583,       501.5666,       443.7482,       312.2758,       268.0876,       190.2118,     38476.9844,     23172.0176,         0.1069
   1162,         0.0000,         0.1075,         0.1075,         0.0000,         0.0000,       441.9316,       501.5659,       443.5834,       312.8398,       268.0847,       190.2083,     38476.9844,     23172.0176,         0.1075
   1163,         0.2562,        -0.1483,         0.1079,         0.0000,         0.0000,       441.4055,       501.5651,       443.4186,       313.4023,       268.0818,       190.2053,     38476.9844,     23172.0176,         0.1079
   1164,         0.9747,        -0.8663,         0.1084,         0.0000,         0.0000,       440.8800,       501.5644,       443.2538,       313.9634,       268.0788,       190.2028,     38476.9844,     23172.0176,         0.1084
   1165,         1.0108,        -0.9019,         0.1089,         0.0000,         0.0000,       440.3551,       501.5637,       443.0891,       314.5226,       268.0759,       190.2010,     38476.9844,     23172.0176,         0.1089
   1166,         0.1623,        -0.0529,         0.1093,         0.0000,         0.0000,       439.8308,       501.5629,       442.9243,       315.0804,       268.0730,       190.1996,     38476.9844,     23172.0176,         0.1093
   1167,         0.2157,        -0.1060,         0.1098,         0.0000,         0.0000,       439.3072,       501.5622,       442.7592,       315.6371,       268.0700,       190.1985,     38476.9844,     23172.0176,         0.1098
   1168,         0.8867,        -0.7765,         0.1102,         0.0000,         0.0000,       438.7842,       501.5615,       442.5939,       316.1926,       268.0671,       190.1976,     38476.9844,     23172.0176,         0.1102
   1169,         0.0000,         0.1107,         0.1107,         0.0000,         0.0000,       438.2619,       501.5607,       442.4283,       316.7466,       268.0642,       190.1973,     38476.9844,     23172.0176,         0.1107
   1170,         0.0000,         0.1111,         0.1111,         0.0000,         0.0000,       437.7401,       501.5600,       442.2628,       317.2992,       268.0612,       190.1974,     38476.9844,     23172.0176,         0.1111
   1171,         0.0000,         0.1115,         0.1115,         0.0000,         0.0000,       437.2190,       501.5593,       442.0973,       317.8505,       268.0583,       190.1975,     38476.9844,     23172.0176,         0.1115
   1172,         0.0000,         0.1119,         0.1119,         0.0000,         0.0000,       436.6985,       501.5585,       441.9313,       318.4010,       268.0554,       190.1980,     38476.9844,     23172.0176,         0.1119
   1173,         0.0000,         0.1124,         0.1124,         0.0000,         0.0000,       436.1785,       501.5578,       441.7650,       318.9502,       268.0525,       190.1990,     38476.9844,     23172.0176,         0.1124
   1174,         0.0000,         0.1129,         0.1129,         0.0000,         0.0000,       435.6592,       501.5571,       441.5988,       319.4978,       268.0495,       190.2002,     38476.9844,     23172.0176,         0.1129
   1175,         1.2024,        -1.0891,         0.1133,         0.0000,         0.0000,       435.1406,       501.5563,       441.4325,       320.0442,       268.0466,       190.2017,     38476.9844,     23172.0176,         0.1133
   1176,         0.0000,         0.1138,         0.1138,         0.0000,         0.0000,       434.6226,       501.5556,       441.2655,       320.5896,       268.0437,       190.2037,     38476.9844,     23172.0176,         0.1138
   1177,         0.0000,         0.1143,         0.1143,         0.0000,         0.0000,       434.1052,       501.5549,       441.0985,       321.1338,       268.0407,       190.2058,     38476.9844,     23172.0176,         0.1143
   1178,         0.0000,         0.1147,         0.1147,         0.0000,         0.0000,       433.5884,       501.5541,       440.9312,       321.6769,       268.0378,       190.2083,     38476.9844,     23172.0176,         0.1147
   1179,         0.0000,         0.1151,         0.1151,         0.0000,         0.0000,       433.0721,       501.5534,       440.7635,       322.2194,       268.0349,       190.2107,     38476.9844,     23172.0176,         0.1151
   1180,         0.0000,         0.1155,         0.1155,         0.0000,         0.0000,       432.5565,       501.5527,       440.5958,       322.7605,       268.0320,       190.2135,     38476.9844,     23172.0176,         0.1155
   1181,         0.0000,         0.1158,         0.1158,         0.0000,         0.0000,       432.0416,       501.5519,       440.4279,       323.3004,       268.0290,       190.2166,     38476.9844,     23172.0176,         0.1158
   1182,         0.0000,         0.1163,         0.1163,         0.0000,         0.0000,       431.5273,       501.5512,       440.2594,       323.8395,       268.0261,       190.2198,     38476.9844,     23172.0176,         0.1163
   1183,         0.6663,        -0.5496,         0.1167,         0.0000,         0.0000,       431.0136,       501.5505,       440.0910,       324.3773,       268.0232,       190.2234,     38476.9844,     23172.0176,         0.1167
   1184,         1.1799,        -1.0629,         0.1170,         0.0000,         0.0000,       430.5005,       501.5497,       439.9225,       324.9139,       268.0202,       190.2273,     38476.9844,     23172.0176,         0.1170
   1185,         1.4653,        -1.3486,         0.1167,         0.0000,         0.0000,       429.9879,       501.5490,       439.7550,       325.4491,       268.0173,       190.2314,     38476.9844,     23172.0176,         0.1167
   1186,         0.0000,         0.1166,         0.1166,         0.0000,         0.0000,       429.4760,       501.5483,       439.5878,       325.9833,       268.0144,       190.2357,     38476.9844,     23172.0176,         0.1166
   1187,         0.0000,         0.1182,         0.1182,         0.0000,         0.0000,       428.9647,       501.5475,       439.4186,       326.5165,       268.0114,       190.2405,     38476.9844,     23172.0176,         0.1182
   1188,         1.3131,        -1.1945,         0.1185,         0.0000,         0.0000,       428.4541,       501.5468,       439.2495,       327.0486,       268.0085,       190.2455,     38476.9844,     23172.0176,         0.1185
   1189,         0.0000,         0.1188,         0.1188,         0.0000,         0.0000,       427.9440,       501.5461,       439.0803,       327.5796,       268.0056,       190.2505,     38476.9844,     23172.0176,         0.1188
   1190,         0.5033,        -0.3841,         0.1192,         0.0000,         0.0000,       427.4345,       501.5453,       438.9111,       328.1095,       268.0027,       190.2559,     38476.9844,     23172.0176,         0.1192
   1191,         1.4263,        -1.3069,         0.1194,         0.0000,         0.0000,       426.9256,       501.5446,       438.7417,       328.6383,       267.9997,       190.2615,     38476.9844,     23172.0176,         0.1194
   1192,         1.4715,        -1.3393,         0.1322,         0.0000,         0.0125,       426.4173,       501.5439,       438.5723,       329.1662,       267.9968,       190.2673,     38476.9844,     23172.0176,         0.1197
   1193,         1.6229,        -1.4313,         0.1917,         0.0000,         0.0718,       425.9097,       501.5432,       438.4028,       329.6930,       267.9937,       190.2735,     38476.9844,     23172.0176,         0.1199
   1194,         1.4645,        -1.2446,         0.2198,         0.0000,         0.0997,       425.4027,       501.5424,       438.2334,       330.2186,       267.9901,       190.2799,     38476.9844,     23172.0176,         0.1201
   1195,         2.2584,        -1.9933,         0.2651,         0.0000,         0.1448,       424.8962,       501.5417,       438.0641,       330.7433,       267.9866,       190.2863,     38476.9844,     23172.0176,         0.1203
   1196,         1.5454,        -1.2520,         0.2933,         0.0000,         0.1727,       424.3904,       501.5410,       437.8949,       331.2666,       267.9829,       190.2933,     38476.9844,     23172.0176,         0.1206
   1197,         1.7420,        -1.4543,         0.2877,         0.0000,         0.1668,       423.8851,       501.5402,       437.7257,       331.7885,       267.9792,       190.3004,     38476.9844,     23172.0176,         0.1209
   1198,         0.0000,         0.3297,         0.3297,         0.0000,         0.2082,       423.3805,       501.5395,       437.5561,       332.3095,       267.9756,       190.3079,     38476.9844,     23172.0176,         0.1214
   1199,         0.0000,         0.2312,         0.2312,         0.0000,         0.1092,       422.8765,       501.5388,       437.3862,       332.8291,       267.9719,       190.3158,     38476.9844,     23172.0176,         0.1219
   1200,         0.0000,         0.1629,         0.1629,         0.0000,         0.0405,       422.3730,       501.5380,       437.2162,       333.3474,       267.9683,       190.3238,     38476.9844,     23172.0176,         0.1224
   1201,         0.8860,        -0.7365,         0.1494,         0.0000,         0.0267,       421.8702,       501.5373,       437.0457,       333.8653,       267.9646,       190.3321,     38476.9844,     23172.0176,         0.1227
   1202,         0.0000,         0.1493,         0.1493,         0.0000,         0.0262,       421.3679,       501.5366,       436.8751,       334.3820,       267.9609,       190.3404,     38476.9844,     23172.0176,         0.1231
   1203,         0.0388,         0.0890,         0.1278,         0.0000,         0.0043,       420.8662,       501.5358,       436.7044,       334.8975,       267.9573,       190.3491,     38476.9844,     23172.0176,         0.1235
   1204,         1.7321,        -1.5703,         0.1617,         0.0000,         0.0379,       420.3652,       501.5351,       436.5334,       335.4120,       267.9536,       190.3581,     38476.9844,     23172.0176,         0.1239
   1205,         1.1419,        -0.9436,         0.1983,         0.0000,         0.0739,       419.8648,       501.5344,       436.3621,       335.9253,       267.9500,       190.3674,     38476.9844,     23172.0176,         0.1243
   1206,         3.6329,        -3.3012,         0.3318,         0.1742,         0.2072,       419.4521,       501.5510,       436.2607,       336.4372,       267.9463,       190.3769,     38476.9844,     23172.0176,         0.1246
   1207,         0.4688,        -0.1596,         0.3093,         0.0000,         0.1836,       418.9527,       501.5503,       436.0893,       336.9470,       267.9426,       190.3874,     38476.9844,     23172.0176,         0.1256
   1208,         1.7621,        -1.4904,         0.2717,         0.0000,         0.1449,       418.4539,       501.5496,       435.9175,       337.4543,       267.9390,       190.3992,     38476.9844,     23172.0176,         0.1268
   1209,         1.1222,        -0.8331,         0.2891,         0.0000,         0.1612,       417.9558,       501.5488,       435.7453,       337.9595,       267.9353,       190.4119,     38476.9844,     23172.0176,         0.1279
   1210,         0.0000,         0.2943,         0.2943,         0.0000,         0.1651,       417.4582,       501.5481,       435.5722,       338.4626,       267.9316,       190.4255,     38476.9844,     23172.0176,         0.1292
   1211,         0.2192,         0.0360,         0.2552,         0.0000,         0.1249,       416.9612,       501.5474,       435.3984,       338.9643,       267.9280,       190.4396,     38476.9844,     23172.0176,         0.1303
   1212,         1.2651,        -1.0223,         0.2428,         0.0000,         0.1116,       416.4648,       501.5466,       435.2237,       339.4647,       267.9243,       190.4540,     38476.9844,     23172.0176,         0.1312
   1213,         0.0000,         0.2359,         0.2359,         0.0000,         0.1035,       415.9689,       501.5459,       435.0482,       339.9634,       267.9207,       190.4691,     38476.9844,     23172.0176,         0.1324
   1214,         0.0000,         0.1939,         0.1939,         0.0000,         0.0602,       415.4738,       501.5452,       434.8719,       340.4601,       267.9170,       190.4849,     38476.9844,     23172.0176,         0.1337
   1215,         0.4282,        -0.2466,         0.1816,         0.0000,         0.0176,       414.9792,       501.5440,       434.6646,       340.9420,       267.9121,       190.5116,     38476.9844,     23172.0176,         0.1639
   1216,         0.0000,         0.2497,         0.2497,         0.0000,         0.0007,       414.4851,       501.5422,       434.3515,       341.4140,       267.9049,       190.5532,     38477.0195,     23172.0176,         0.2490
   1217,         0.0000,         0.3229,         0.3229,         0.0000,         0.0000,       413.9916,       501.5400,       433.9550,       341.8792,       267.8961,       190.5944,     38477.1133,     23172.0176,         0.3229
   1218,         0.0000,         0.3288,         0.3288,         0.0000,         0.0000,       413.4987,       501.5378,       433.5521,       342.3491,       267.8875,       190.6277,     38477.2070,     23172.0176,         0.3288
   1219,         0.9563,        -0.6230,         0.3334,         0.0000,         0.0000,       413.0065,       501.5356,       433.1498,       342.8102,       267.8787,       190.6635,     38477.3008,     23172.0176,         0.3334
   1220,         2.5223,        -2.1435,         0.3788,         0.0000,         0.0466,       412.5149,       501.5334,       432.7480,       343.2730,       267.8699,       190.6975,     38477.3945,     23172.0176,         0.3323
   1221,         0.8203,        -0.4056,         0.4147,         0.0000,         0.0803,       412.0238,       501.5312,       432.3466,       343.7310,       267.8611,       190.7334,     38477.4883,     23172.0176,         0.3343
   1222,         0.4911,        -0.0832,         0.4079,         0.0000,         0.0742,       411.5332,       501.5291,       431.9453,       344.1903,       267.8523,       190.7686,     38477.5820,     23172.0176,         0.3337
   1223,         3.4854,        -2.6240,         0.8614,         0.0960,         0.2439,       411.0912,       501.5365,       431.5829,       344.0817,       267.8289,       191.0848,     38477.6758,     23172.0469,         0.6175
   1224,         0.0000,         0.7641,         0.7641,         0.0000,         0.1974,       410.6019,       501.5343,       431.1822,       344.1243,       267.8094,       191.2864,     38477.7695,     23172.0938,         0.5667
   1225,         0.0000,         0.6543,         0.6543,         0.0000,         0.1229,       410.1131,       501.5321,       430.7819,       344.2904,       267.7931,       191.3847,     38477.8633,     23172.1406,         0.5314
   1226,         5.5615,        -4.4126,         1.1489,         0.2990,         0.3949,       409.7740,       501.5598,       430.5022,       343.9648,       267.7641,       191.7619,     38477.9570,     23172.1875,         0.7541
   1227,         6.1248,        -4.4424,         1.6825,         0.5407,         0.6708,       409.5566,       501.6117,       430.3196,       343.1657,       267.7230,       192.3413,     38478.0508,     23172.2344,         1.0117
   1228,         0.0000,         0.8916,         0.8916,         0.0000,         0.2375,       409.0690,       501.6095,       429.9204,       343.1649,       267.7025,       192.4592,     38478.1445,     23172.2812,         0.6541
   1229,         1.1693,        -0.2753,         0.8940,         0.0000,         0.2460,       408.5819,       501.6073,       429.5217,       343.1721,       267.6821,       192.5751,     38478.2383,     23172.3281,         0.6480
   1230,         0.0000,         0.7827,         0.7827,         0.0000,         0.2616,       408.0956,       501.6051,       429.1232,       343.3877,       267.6671,       192.6211,     38478.3320,     23172.3750,         0.5211
   1231,         0.1751,         0.5786,         0.7538,         0.0000,         0.2342,       407.6097,       501.6029,       428.7253,       343.5853,       267.6518,       192.6907,     38478.4258,     23172.4219,         0.5196
   1232,         1.5378,        -0.7346,         0.8032,         0.0000,         0.2359,       407.1245,       501.6007,       428.3278,       343.6856,       267.6339,       192.8090,     38478.5195,     23172.4688,         0.5672
   1233,         4.7984,        -3.5363,         1.2621,         0.3491,         0.5436,       406.8142,       501.6334,       428.0706,       343.4704,       267.6080,       193.0933,     38478.6133,     23172.5156,         0.7185
   1234,         5.6938,        -3.9273,         1.7665,         0.7561,         0.8997,       406.7077,       501.7068,       427.9766,       342.9848,       267.5751,       193.4909,     38478.7070,     23172.5625,         0.8668
   1235,         0.0159,         1.1318,         1.1477,         0.0000,         0.3557,       406.2236,       501.7046,       427.5799,       342.7070,       267.5475,       193.7401,     38478.8008,     23172.6094,         0.7920
   1236,         6.1907,        -3.8976,         2.2932,         1.0163,         1.1219,       406.2479,       501.8040,       427.5901,       341.6624,       267.5002,       194.3764,     38478.9336,     23172.6562,         1.1713
   1237,         1.1401,         0.1558,         1.2959,         0.0000,         0.4325,       405.7643,       501.8018,       427.1939,       341.3091,       267.4706,       194.6099,     38479.0820,     23172.7031,         0.8634
   1238,         4.8891,        -2.9388,         1.9503,         0.6979,         0.9546,       405.6299,       501.8694,       427.0772,       340.6704,       267.4335,       195.0007,     38479.2227,     23172.7500,         0.9957
   1239,         6.7253,        -4.0770,         2.6482,         1.3981,         1.4859,       405.8456,       502.0070,       427.2410,       339.6928,       267.3876,       195.5640,     38479.3711,     23172.7969,         1.1623
   1240,         6.4690,        -3.1759,         3.2931,         1.7346,         1.7817,       406.2293,       502.1783,       427.5396,       338.0554,       267.3245,       196.4265,     38479.5586,     23172.8438,         1.5114
   1241,         6.8276,        -3.1331,         3.6945,         2.1343,         2.1062,       406.8122,       502.3896,       427.9977,       336.3346,       267.2589,       197.2778,     38479.7461,     23172.8906,         1.5883
   1242,         7.2809,        -3.3155,         3.9654,         2.4173,         2.2857,       407.5357,       502.6291,       428.5684,       334.5033,       267.1900,       198.1301,     38479.9219,     23172.9570,         1.6797
   1243,         7.1877,        -3.3713,         3.8164,         2.2703,         2.2240,       408.1851,       502.8540,       429.0812,       332.8814,       267.1263,       198.8512,     38480.0859,     23173.0254,         1.5924
   1244,         6.1819,        -2.5227,         3.6593,         2.2173,         2.1955,       408.8071,       503.0735,       429.5805,       331.5004,       267.0688,       199.4563,     38480.2734,     23173.0859,         1.4637
   1245,         6.0574,        -2.2842,         3.7732,         2.2780,         2.2517,       409.4588,       503.2991,       430.1129,       329.9854,       267.0073,       200.1322,     38480.4609,     23173.1504,         1.5215
   1246,         6.8102,        -2.2735,         4.5368,         3.1225,         2.7963,       410.5319,       503.6092,       430.9922,       328.0204,       266.9334,       201.0313,     38480.6172,     23173.2168,         1.7405
   1247,         8.1006,        -2.8555,         5.2451,         4.3596,         3.5748,       412.2217,       504.0429,       432.3391,       326.3904,       266.8680,       201.6502,     38480.8008,     23173.3105,         1.6703
   1248,         8.4564,        -3.0808,         5.3756,         4.3892,         3.5966,       413.9244,       504.4796,       433.6936,       324.5703,       266.7970,       202.3508,     38480.9883,     23173.4043,         1.7790
   1249,         6.5732,        -2.2692,         4.3040,         2.9656,         2.7234,       414.9133,       504.7740,       434.4773,       323.1914,       266.7376,       202.8011,     38481.1758,     23173.4980,         1.5806
   1250,         7.2811,        -3.5422,         3.7388,         2.1835,         2.2649,       415.5104,       504.9901,       434.9482,       321.9869,       266.6826,       203.1956,     38481.3398,     23173.5918,         1.4740
   1251,         7.1750,        -2.9465,         4.2285,         2.8475,         2.6878,       416.4387,       505.2726,       435.6844,       320.6176,       266.6228,       203.6978,     38481.5117,     23173.6855,         1.5407
   1252,         5.6229,        -1.9891,         3.6338,         2.2016,         2.3434,       417.0433,       505.4906,       436.1615,       319.7734,       266.5773,       203.9215,     38481.6719,     23173.7793,         1.2904
   1253,         6.9918,        -2.5932,         4.3986,         2.9464,         2.7798,       418.0193,       505.7831,       436.9358,       318.2808,       266.5136,       204.4645,     38481.8359,     23173.8730,         1.6188
   1254,         5.4352,        -1.9269,         3.5082,         1.9629,         2.1965,       418.5025,       505.9771,       437.3162,       317.4229,       266.4672,       204.6766,     38481.9961,     23173.9668,         1.3117
   1255,         6.1530,        -2.3832,         3.7698,         2.4447,         2.5116,       419.2259,       506.2195,       437.8891,       316.6027,       266.4217,       204.9245,     38482.1641,     23174.0488,         1.2582
   1256,         6.8778,        -2.9694,         3.9083,         2.5270,         2.5976,       419.9896,       506.4699,       438.4944,       315.6839,       266.3734,       205.2186,     38482.3320,     23174.1367,         1.3108
   1257,         6.7147,        -2.3165,         4.3983,         3.0296,         2.8983,       421.0038,       506.7708,       439.3002,       314.3916,       266.3143,       205.6979,     38482.5117,     23174.2305,         1.4999
   1258,         4.8896,        -1.3571,         3.5324,         1.8026,         2.2015,       421.4032,       506.9488,       439.6143,       313.4945,       266.2661,       205.9379,     38482.6758,     23174.3242,         1.3309
   1259,         0.5021,         1.6031,         2.1052,         0.0000,         1.0953,       420.9015,       506.9466,       439.2071,       313.1933,       266.2345,       205.9159,     38482.8438,     23174.4004,         1.0098
   1260,         6.4167,        -2.5114,         3.9053,         2.5580,         2.6400,       421.6787,       507.2002,       439.8233,       312.3797,       266.1884,       206.1508,     38483.0117,     23174.4707,         1.2653
   1261,         0.0699,         2.1519,         2.2218,         0.0000,         1.1015,       421.1768,       507.1980,       439.4160,       311.9247,       266.1524,       206.1542,     38483.1602,     23174.5645,         1.1204
   1262,         1.1755,         1.4186,         2.5942,         0.6372,         1.4714,       420.9937,       507.2595,       439.2635,       311.4278,       266.1151,       206.2070,     38483.3438,     23174.6582,         1.1228
   1263,         7.8208,        -3.2124,         4.6085,         3.1654,         2.9980,       422.0745,       507.5738,       440.1223,       310.1471,       266.0555,       206.5037,     38483.5664,     23174.7637,         1.6105
   1264,         7.2278,        -1.6458,         5.5819,         3.9767,         3.4951,       423.5595,       507.9693,       441.3054,       308.1788,       265.9761,       206.9414,     38483.8359,     23174.8867,         2.0868
   1265,         7.7112,        -2.4226,         5.2886,         3.4045,         3.1636,       424.7567,       508.3075,       442.2586,       306.3128,       265.8992,       207.1933,     38484.1367,     23175.0215,         2.1251
   1266,         1.6776,         1.6556,         3.3332,         0.9220,         1.7386,       424.7116,       508.3975,       442.2179,       305.3370,       265.8472,       207.1346,     38484.4023,     23175.1289,         1.5946
   1267,         6.6059,        -1.8093,         4.7966,         2.7416,         2.7864,       425.5761,       508.6694,       442.9047,       303.6152,       265.7737,       207.3839,     38484.6758,     23175.2480,         2.0102
   1268,         5.8669,        -1.1260,         4.7409,         2.9047,         2.8539,       426.5213,       508.9577,       443.6564,       301.8897,       265.6996,       207.8306,     38484.9062,     23175.3438,         1.8871
   1269,         7.2051,        -1.7855,         5.4196,         3.8234,         3.3979,       427.9242,       509.3378,       444.7747,       299.9461,       265.6186,       208.3507,     38485.1523,     23175.4453,         2.0217
   1270,         7.5666,        -2.3194,         5.2472,         3.5915,         3.2732,       429.2096,       509.6948,       445.7993,       298.1049,       265.5400,       208.8172,     38485.3945,     23175.5469,         1.9740
   1271,         5.2234,        -0.9299,         4.2935,         2.6172,         2.7025,       430.0065,       509.9543,       446.4329,       297.0443,       265.4838,       208.8853,     38485.5938,     23175.6406,         1.5910
   1272,         4.2202,        -0.5942,         3.6260,         1.8152,         2.2552,       430.4019,       510.1337,       446.7451,       296.3265,       265.4377,       208.8583,     38485.7812,     23175.7344,         1.3708
   1273,         6.1120,        -1.5806,         4.5314,         3.0274,         2.9545,       431.4026,       510.4342,       447.5421,       295.1441,       265.3776,       209.1062,     38485.9688,     23175.8281,         1.5770
   1274,         8.7622,        -3.1598,         5.6024,         4.4320,         3.7807,       433.1040,       510.8752,       448.9000,       293.5265,       265.3041,       209.5336,     38486.1641,     23175.9219,         1.8217
   1275,         9.2433,        -2.4543,         6.7890,         5.8260,         4.6082,       435.4997,       511.4556,       450.8135,       291.3017,       265.2119,       210.1856,     38486.4219,     23176.0352,         2.1808
   1276,         9.3408,        -2.7554,         6.5853,         5.3808,         4.3643,       437.6701,       511.9915,       452.5475,       289.4029,       265.1288,       210.3650,     38486.7539,     23176.1836,         2.2210
   1277,         7.7705,        -1.4526,         6.3179,         4.8741,         4.0714,       439.5846,       512.4761,       454.0775,       287.5015,       265.0450,       210.5136,     38487.1016,     23176.3359,         2.2465
   1278,         2.7050,         0.2164,         2.9213,         0.2810,         1.3063,       439.2016,       512.5013,       453.7694,       286.6584,       264.9928,       210.2921,     38487.3906,     23176.4688,         1.6151
   1279,         6.7903,        -2.6345,         4.1557,         2.4454,         2.6097,       439.9009,       512.7430,       454.3273,       285.7421,       264.9383,       210.2708,     38487.6289,     23176.5625,         1.5461
   1280,         7.1080,        -2.4901,         4.6179,         3.2102,         3.0656,       440.9815,       513.0610,       455.1906,       284.7390,       264.8809,       210.3528,     38487.8359,     23176.6562,         1.5524
   1281,         7.2400,        -2.4090,         4.8310,         3.4909,         3.2634,       442.2012,       513.4072,       456.1653,       283.6912,       264.8219,       210.4712,     38488.0234,     23176.7500,         1.5676
   1282,         8.8646,        -2.0644,         6.8002,         5.7853,         4.6039,       444.5658,       513.9828,       458.0563,       281.4390,       264.7253,       211.1587,     38488.2617,     23176.8633,         2.1963
